0,1,2,3
23,1,250,23
11,1,250,11
14,5,1250,14
4,1,250,4
14,1,250,14
23,2,500,28
2,2,500,11
16,1,250,16
4,7,1750,32
11,17,4250,79
16,5,1250,71
2,8,2000,28
2,16,4000,64
2,7,1750,35
11,2,500,16
14,1,250,14
2,16,4000,81
2,2,500,4
1,10,2500,43
2,3,750,9
14,3,750,83
9,3,750,34
4,8,2000,21
11,5,1250,33
21,2,500,52
16,8,2000,28
16,7,1750,39
3,14,3500,35
11,14,3500,73
2,12,3000,52
21,2,500,21
23,1,250,23
18,2,500,23
4,1,250,4
4,2,500,59
3,16,4000,74
3,1,250,3
11,1,250,11
21,7,1750,38
16,1,250,16
1,12,3000,35
26,5,1250,49
11,2,500,11
9,3,750,52
8,15,3750,77
4,9,2250,46
4,1,250,4
21,1,250,21
2,2,500,22
16,7,1750,38
2,1,250,2
21,16,4000,64
16,1,250,16
2,11,2750,26
11,7,1750,64
4,5,1250,46
4,14,3500,40
11,8,2000,52
18,8,2000,95
4,6,1500,35
21,2,500,23
2,2,500,11
2,44,11000,98
4,10,2500,28
4,1,250,4
14,1,250,14
4,1,250,4
3,5,1250,12
4,3,750,16
23,1,250,23
14,4,1000,30
4,4,1000,16
23,2,500,38
21,4,1000,52
2,2,500,4
40,1,250,40
2,3,750,38
2,11,2750,23
4,1,250,4
2,34,8500,77
7,14,3500,48
2,11,2750,28
4,2,500,4
2,5,1250,16
14,8,2000,46
74,1,250,74
2,1,250,2
2,5,1250,16
4,8,2000,28
11,10,2500,35
2,2,500,14
16,14,3500,83
21,1,250,21
11,3,750,28
14,1,250,14
21,3,750,70
16,1,250,16
2,2,500,23
4,16,4000,38
21,3,750,26
14,2,500,29
2,1,250,2
4,8,2000,48
11,1,250,11
13,8,2000,26
16,5,1250,27
2,6,1500,16
4,6,1500,16
2,12,3000,82
72,1,250,72
3,5,1250,38
14,1,250,14
4,3,750,16
14,3,750,26
4,7,1750,82
16,1,250,16
6,2,500,11
9,2,500,52
2,2,500,10
21,3,750,40
2,5,1250,33
9,9,2250,16
21,1,250,21
5,6,1500,28
2,5,1250,34
4,5,1250,58
21,1,250,21
16,12,3000,50
2,3,750,75
7,2,500,16
4,5,1250,23
11,6,1500,28
2,1,250,2
12,13,3250,59
14,5,1250,50
2,2,500,4
16,1,250,16
14,4,1000,28
4,6,1500,35
14,8,2000,26
5,46,11500,98
7,5,1250,52
23,4,1000,53
2,1,250,2
11,4,1000,59
21,2,500,41
4,9,2250,40
4,2,500,4
1,9,2250,51
2,2,500,33
9,5,1250,19
2,2,500,4
12,9,2250,60
11,3,750,40
23,8,2000,69
23,1,250,23
23,1,250,23
2,1,250,2
2,1,250,2
2,7,1750,14
11,5,1250,18
4,3,750,16
2,9,2250,74
4,1,250,4
11,5,1250,38
9,5,1250,51
2,2,500,11
2,1,250,2
4,7,1750,52
2,3,750,77
4,5,1250,11
16,11,2750,40
16,7,1750,87
4,2,500,51
23,3,750,40
2,11,2750,41
14,4,1000,57
3,5,1250,26
16,16,4000,77
16,15,3750,87
2,10,2500,49
7,10,2500,47
7,11,2750,89
4,11,2750,61
11,22,5500,98
2,3,750,14
8,2,500,16
14,1,250,14
4,1,250,4
23,3,750,41
11,1,250,11
4,11,2750,78
11,2,500,24
14,4,1000,22
4,4,1000,4
2,3,750,4
14,2,500,35
39,1,250,39
2,3,750,22
9,3,750,14
15,16,4000,82
4,10,2500,28
11,8,2000,46
23,2,500,26
14,4,1000,23
2,6,1500,16
11,4,1000,27
21,1,250,21
2,4,1000,16
4,13,3250,39
2,4,1000,14
11,4,1000,58
16,1,250,16
16,6,1500,81
4,1,250,4
2,2,500,11
16,2,500,16
2,3,750,11
23,1,250,23
14,7,1750,26
2,5,1250,16
2,2,500,41
14,3,750,28
4,11,2750,28
4,1,250,4
25,6,1500,50
4,1,250,4
2,2,500,2
2,13,3250,53
11,6,1500,41
4,2,500,9
13,4,1000,21
4,2,500,30
11,2,500,38
4,8,2000,40
11,3,750,76
14,4,1000,38
21,1,250,21
1,14,3500,95
2,10,2500,28
1,13,3250,47
16,6,1500,50
1,24,6000,77
16,2,500,70
16,3,750,19
5,14,3500,86
4,7,1750,58
11,2,500,17
3,6,1500,21
2,9,2250,75
4,17,4250,71
14,3,750,31
14,16,4000,70
9,11,2750,49
16,1,250,16
9,2,500,52
11,4,1000,28
0,13,3250,28
2,6,1500,15
2,2,500,4
4,1,250,4
2,1,250,2
23,1,250,23
4,1,250,4
11,11,2750,42
21,3,750,64
4,4,1000,26
4,7,1750,25
4,16,4000,70
21,3,750,38
16,3,750,46
1,14,3500,58
16,5,1250,60
14,1,250,14
2,2,500,4
16,4,1000,40
9,2,500,11
11,1,250,11
14,18,4500,78
2,4,1000,16
10,8,2000,39
2,6,1500,45
2,1,250,2
35,3,750,64
7,12,3000,86
4,5,1250,34
2,1,250,2
23,15,3750,57
11,3,750,15
9,9,2250,38
2,5,1250,26
11,2,500,11
4,5,1250,16
14,1,250,14
4,5,1250,26
23,2,500,26
11,5,1250,41
21,1,250,21
2,14,3500,57
11,24,6000,64
14,1,250,14
4,7,1750,52
11,1,250,11
4,5,1250,33
4,23,5750,58
11,5,1250,37
14,2,500,14
4,5,1250,14
2,1,250,2
23,8,2000,46
4,1,250,4
6,22,5500,28
2,5,1250,63
23,2,500,23
0,3,750,4
14,5,1250,64
4,5,1250,58
16,1,250,16
4,2,500,46
11,1,250,11
14,3,750,35
4,6,1500,47
2,9,2250,36
4,1,250,4
11,16,4000,89
4,9,2250,38
2,2,500,2
11,7,1750,37
2,7,1750,46
14,16,4000,98
21,2,500,21
4,1,250,4
4,3,750,25
3,2,500,23
0,2,500,4
11,2,500,11
2,11,2750,40
2,1,250,2
14,3,750,19
2,4,1000,16
23,5,1250,33
14,2,500,14
20,14,3500,69
11,1,250,11
2,3,750,24
2,7,1750,76
21,3,750,38
4,6,1500,35
9,4,1000,65
2,1,250,2
23,6,1500,45
4,6,1500,43
11,3,750,26
14,3,750,35
11,1,250,11
12,11,2750,39
4,1,250,4
2,1,250,2
5,24,6000,79
4,33,8250,98
2,1,250,2
2,15,3750,64
4,7,1750,22
16,3,750,86
23,3,750,89
5,7,1750,26
4,3,750,24
38,1,250,38
21,6,1500,86
2,4,1000,35
2,50,12500,98
1,16,4000,35
2,20,5000,45
4,20,5000,69
2,11,2750,46
4,8,2000,26
2,7,1750,28
2,7,1750,29
2,4,1000,14
2,4,1000,16
2,6,1500,28
4,2,500,4
4,7,1750,28
4,4,1000,14
2,13,3250,76
2,5,1250,26
1,7,1750,57
2,3,750,16
2,2,500,11
2,3,750,22
11,9,2250,33
4,7,1750,58
11,6,1500,27
4,1,250,4
4,1,250,4
8,9,2250,58
12,12,3000,58
4,4,1000,41
4,3,750,34
9,2,500,16
14,2,500,14
14,2,500,14
14,2,500,14
2,3,750,52
11,3,750,23
16,4,1000,23
11,4,1000,34
16,6,1500,35
16,6,1500,40
4,3,750,71
11,6,1500,71
11,2,500,26
21,3,750,26
16,1,250,16
16,2,500,27
14,5,1250,74
23,3,750,28
21,2,500,25
11,2,500,52
16,3,750,50
21,1,250,21
23,1,250,23
2,43,10750,86
4,6,1500,14
4,5,1250,16
2,6,1500,26
4,2,500,4
4,2,500,4
2,12,3000,70
2,4,1000,23
3,8,2000,50
4,14,3500,86
4,9,2250,55
2,6,1500,47
2,3,750,21
2,1,250,2
2,1,250,2
2,1,250,2
2,1,250,2
5,11,2750,75
4,6,1500,46
2,7,1750,77
2,7,1750,77
4,1,250,4
4,1,250,4
7,5,1250,35
14,2,500,14
14,2,500,14
14,3,750,21
16,3,750,21
11,1,250,11
16,4,1000,28
16,10,2500,62
23,19,4750,62
11,7,1750,75
21,6,1500,48
21,3,750,35
21,3,750,35
23,2,500,28
21,1,250,21
23,3,750,39
23,1,250,23
4,9,2250,28
3,17,4250,86
2,12,3000,98
4,6,1500,41
9,8,2000,38
11,9,2250,38
2,2,500,16
4,1,250,4
4,1,250,4
14,4,1000,26
14,2,500,21
14,7,1750,72
16,1,250,16
21,1,250,21
21,1,250,21
23,2,500,87
3,10,2500,33
2,6,1500,22
2,1,250,2
2,1,250,2
4,1,250,4
6,3,750,26
13,3,750,16
16,3,750,35
16,1,250,16
16,1,250,16
21,2,500,33
2,4,1000,16
2,1,250,2
2,1,250,2
4,12,3000,88
2,4,1000,70
4,5,1250,74
16,6,1500,35
16,3,750,21
11,1,250,11
14,6,1500,51
14,1,250,14
21,2,500,23
16,3,750,40
14,2,500,35
23,8,2000,64
23,1,250,23
0,26,6500,76
4,4,1000,4
2,4,1000,14
2,10,2500,52
2,6,1500,35
4,9,2250,52
11,11,2750,38
2,2,500,14
4,1,250,4
10,5,1250,38
14,2,500,14
11,8,2000,72
16,3,750,23
14,1,250,14
23,3,750,62
