0,1,2,3
6,3,750,14
2,1,250,2
21,1,250,21
4,4,1000,34
1,14,3500,58
13,3,750,14
21,3,750,35
16,6,1500,81
11,8,2000,46
23,3,750,33
2,4,1000,23
0,26,6500,76
16,3,750,40
16,1,250,16
21,1,250,21
9,11,2750,49
2,1,250,2
23,1,250,23
11,1,250,11
2,1,250,2
9,9,2250,16
4,7,1750,22
3,17,4250,86
7,14,3500,48
4,2,500,4
4,1,250,4
2,2,500,4
3,21,5250,42
14,1,250,14
14,5,1250,14
4,1,250,4
2,12,3000,98
11,1,250,11
25,6,1500,50
2,4,1000,35
2,1,250,2
2,8,2000,35
4,1,250,4
11,6,1500,27
21,1,250,21
23,3,750,39
23,1,250,23
4,11,2750,95
1,14,3500,95
16,5,1250,71
4,3,750,34
4,1,250,4
16,3,750,46
21,2,500,26
9,9,2250,38
2,3,750,38
4,3,750,71
2,5,1250,33
16,3,750,23
4,5,1250,16
4,8,2000,26
2,11,2750,88
16,3,750,21
2,7,1750,77
16,10,2500,89
13,3,750,16
16,1,250,16
14,4,1000,26
23,2,500,26
11,22,5500,98
11,2,500,52
23,14,3500,93
21,1,250,21
2,6,1500,41
2,7,1750,46
12,12,3000,58
9,3,750,14
2,1,250,2
14,2,500,14
23,3,750,40
4,2,500,29
11,17,4250,79
4,2,500,23
2,2,500,10
11,3,750,23
4,6,1500,30
7,2,500,16
23,3,750,62
11,7,1750,62
4,12,3000,88
22,1,250,22
9,9,2250,45
4,1,250,4
4,16,4000,70
11,3,750,26
4,4,1000,18
2,3,750,22
72,1,250,72
4,5,1250,16
0,8,2000,59
4,2,500,4
2,2,500,4
16,2,500,16
11,9,2250,38
2,6,1500,28
14,7,1750,72
4,8,2000,46
14,8,2000,26
4,1,250,4
74,1,250,74
16,4,1000,33
2,1,250,2
2,7,1750,32
4,4,1000,14
13,8,2000,26
14,1,250,14
11,2,500,16
11,2,500,21
2,6,1500,15
3,5,1250,12
4,5,1250,34
4,7,1750,58
16,7,1750,64
2,7,1750,28
14,5,1250,26
2,21,5250,52
4,5,1250,33
38,1,250,38
1,16,4000,35
23,2,500,26
4,5,1250,23
11,1,250,11
21,7,1750,38
1,9,2250,51
5,11,2750,75
14,4,1000,26
2,9,2250,74
2,3,750,35
2,1,250,2
4,16,4000,38
16,1,250,16
11,6,1500,28
9,2,500,52
11,2,500,24
2,1,250,2
9,4,1000,65
2,13,3250,53
2,16,4000,64
9,1,250,9
4,10,2500,28
39,1,250,39
2,7,1750,77
4,1,250,4
2,3,750,22
21,2,500,21
14,16,4000,70
21,1,250,21
4,6,1500,35
2,6,1500,16
11,8,2000,72
23,6,1500,70
2,2,500,11
4,5,1250,26
4,5,1250,16
14,2,500,35
23,4,1000,45
23,3,750,35
8,10,2500,63
2,3,750,9
16,10,2500,62
2,1,250,2
23,7,1750,88
7,12,3000,86
2,5,1250,16
9,3,750,34
16,6,1500,50
4,14,3500,40
11,5,1250,33
14,3,750,79
11,2,500,11
3,6,1500,21
2,5,1250,16
14,7,1750,45
4,2,500,13
4,5,1250,74
14,3,750,26
11,2,500,38
21,1,250,21
16,3,750,50
14,1,250,14
14,3,750,83
11,5,1250,18
4,5,1250,11
4,11,2750,28
14,1,250,14
1,24,6000,77
4,8,2000,28
2,2,500,41
2,1,250,2
4,1,250,4
16,6,1500,35
3,16,4000,74
3,5,1250,38
2,1,250,2
14,1,250,14
11,3,750,23
2,14,3500,48
21,1,250,21
11,3,750,76
11,2,500,17
2,50,12500,98
14,2,500,14
4,2,500,4
7,5,1250,35
4,6,1500,47
21,6,1500,86
11,1,250,11
11,6,1500,26
4,9,2250,28
11,7,1750,29
2,1,250,2
4,5,1250,23
21,2,500,33
21,1,250,21
2,11,2750,46
21,3,750,38
9,3,750,52
2,4,1000,16
16,3,750,34
4,3,750,28
11,8,2000,52
2,3,750,52
2,4,1000,16
9,2,500,11
4,6,1500,46
2,7,1750,76
4,2,500,9
4,4,1000,41
2,2,500,14
11,9,2250,33
14,1,250,14
12,9,2250,60
4,1,250,4
3,5,1250,26
16,11,2750,40
2,2,500,10
11,4,1000,61
2,11,2750,46
21,1,250,21
16,2,500,16
21,5,1250,60
2,14,3500,57
2,5,1250,37
14,4,1000,57
4,7,1750,82
23,19,4750,62
4,20,5000,69
4,23,5750,58
14,3,750,19
11,4,1000,34
4,9,2250,28
4,1,250,4
16,4,1000,45
4,1,250,4
16,5,1250,40
4,5,1250,58
23,8,2000,69
0,3,750,4
16,2,500,26
14,18,4500,78
23,3,750,28
14,1,250,14
21,16,4000,64
21,6,1500,48
4,3,750,24
2,4,1000,16
4,2,500,14
10,5,1250,38
2,4,1000,16
9,5,1250,19
4,5,1250,58
14,4,1000,23
14,4,1000,30
4,4,1000,4
7,9,2250,89
4,1,250,4
14,6,1500,34
2,2,500,4
4,5,1250,58
4,13,3250,39
2,5,1250,63
14,5,1250,28
4,2,500,4
16,1,250,16
11,5,1250,50
2,3,750,75
11,6,1500,71
4,1,250,4
11,12,3000,58
21,4,1000,52
2,3,750,24
14,1,250,14
4,3,750,16
21,3,750,38
4,1,250,4
16,15,3750,87
23,2,500,23
16,6,1500,40
4,1,250,4
8,9,2250,58
4,1,250,4
4,9,2250,55
2,4,1000,14
2,1,250,2
2,1,250,2
4,6,1500,23
16,3,750,86
4,9,2250,52
4,2,500,4
8,2,500,16
2,2,500,11
2,11,2750,23
11,11,2750,42
5,46,11500,98
1,13,3250,47
2,5,1250,11
2,6,1500,16
4,6,1500,14
2,6,1500,22
0,2,500,4
2,4,1000,16
4,17,4250,71
2,2,500,4
2,2,500,4
2,7,1750,35
4,2,500,4
5,7,1750,26
4,9,2250,40
6,17,4250,70
2,3,750,14
2,12,3000,82
11,24,6000,64
2,4,1000,26
4,6,1500,39
2,1,250,2
2,1,250,2
11,4,1000,16
4,4,1000,26
4,1,250,4
4,1,250,4
4,1,250,4
4,1,250,4
4,1,250,4
14,7,1750,26
4,5,1250,46
11,2,500,11
11,7,1750,37
11,14,3500,73
2,2,500,23
14,13,3250,57
16,12,3000,50
11,4,1000,28
11,5,1250,35
14,2,500,14
16,3,750,19
11,5,1250,41
9,5,1250,51
14,4,1000,28
23,15,3750,57
14,4,1000,38
14,4,1000,40
14,1,250,14
16,1,250,16
16,1,250,16
16,1,250,16
23,2,500,23
23,2,500,28
11,2,500,70
23,1,250,23
21,2,500,41
16,2,500,70
21,3,750,70
2,41,10250,98
4,10,2500,28
2,11,2750,40
2,11,2750,41
2,4,1000,11
5,24,6000,79
2,6,1500,26
2,8,2000,38
2,2,500,4
2,3,750,11
4,4,1000,16
2,3,750,14
4,11,2750,64
7,10,2500,47
2,9,2250,75
4,6,1500,35
4,6,1500,43
12,11,2750,39
4,1,250,4
4,1,250,4
9,9,2250,54
7,5,1250,52
11,6,1500,41
2,2,500,33
14,8,2000,46
14,8,2000,50
11,1,250,11
20,14,3500,69
11,3,750,37
14,1,250,14
14,3,750,35
16,4,1000,58
21,3,750,40
23,1,250,23
23,1,250,23
23,1,250,23
2,5,1250,16
4,7,1750,25
2,2,500,4
2,12,3000,95
4,6,1500,35
2,2,500,11
4,7,1750,52
11,3,750,15
14,4,1000,22
14,5,1250,28
14,2,500,14
4,2,500,41
21,13,3250,57
4,2,500,51
21,2,500,23
23,4,1000,87
1,10,2500,43
2,6,1500,28
3,4,1000,29
2,1,250,2
7,11,2750,89
16,16,4000,77
11,2,500,25
4,4,1000,4
2,7,1750,14
2,6,1500,15
4,8,2000,21
2,12,3000,52
4,19,4750,69
2,4,1000,16
2,11,2750,79
4,5,1250,28
4,3,750,16
2,1,250,2
11,10,2500,35
16,8,2000,28
13,4,1000,21
11,8,2000,48
11,2,500,21
11,3,750,40
14,5,1250,50
11,4,1000,58
21,3,750,26
16,1,250,16
16,7,1750,93
23,1,250,23
23,4,1000,53
23,3,750,89
3,14,3500,35
2,1,250,2
2,1,250,2
11,4,1000,27
16,5,1250,27
14,3,750,28
