Xloc,Yloc,Landuse.1,Landuse.2,Landuse.3,Landuse.4,Rock.1,Rock.2,Rock.3,Rock.4,Rock.5,Cr,Ni,Pb,Zn
0.68254685,0.889469609,0,1,0,0,1,0,0,0,0,0.730053989,0.386177275,0.052182568,0.513541134
0.591104087,0.813975997,0,0,1,0,1,0,0,0,0,0.290341932,0.134713003,0.035120148,0.074092999
0.577557011,0.921602787,1,0,0,0,0,1,0,0,0,0.688062388,0.491604842,0.105644817,0.15074093
0.216979002,0.148277197,0,0,1,0,1,0,0,0,0,0.548290342,0.219055057,0.134082184,0.111565321
0.551365997,0.087882307,0,1,0,0,0,0,1,0,0,0.421715657,0.273721203,0.455424428,0.321069664
0.59516821,0.225900116,0,0,1,0,0,1,0,0,0,0.628074385,0.647012886,0.267453434,0.420882303
0.760442538,0.677119628,0,0,1,0,0,0,1,0,0,0.664067187,0.529871144,0.149722736,0.264861182
0.794536013,0.810878823,0,1,0,0,1,0,0,0,0,0.74805039,0.428348301,0.028010806,0.283597343
0.810566719,0.072202865,0,0,1,0,0,0,0,0,1,0.286142771,0.174541195,0.050049765,0.108158746
0.667419282,0.81475029,0,1,0,0,0,0,0,0,1,0.562087582,0.30652089,0.075501209,0.353432124
0.509370061,0.654084398,0,1,0,0,1,0,0,0,0,0.332933413,0.183912534,0.008673397,0.0
0.576428088,0.115950445,0,0,1,0,0,0,1,0,0,0.419316137,0.326044514,0.069529362,0.237438256
0.39354256,0.428377855,0,1,0,0,0,1,0,0,0,0.539292142,0.438500586,0.103512015,0.196389031
0.764055091,0.851722803,0,0,1,0,0,0,0,0,1,0.730053989,0.483014447,0.060145031,0.496508261
0.462632648,0.541231127,0,0,1,0,0,0,1,0,0,0.629874025,0.304959,0.124129106,0.160960654
0.391284714,0.426635695,0,1,0,0,0,1,0,0,0,0.652669466,0.497071456,0.07948244,0.257707375
0.736283585,0.261324042,0,1,0,0,0,1,0,0,0,0.514097181,0.515814135,0.131238447,0.235905297
0.899525852,0.58110724,0,0,0,1,0,1,0,0,0,0.388722256,0.358844201,0.213706811,0.195026401
0.875141115,0.16511808,0,0,1,0,0,0,0,0,1,0.50809838,0.535337759,0.101379212,0.261454607
0.922781666,0.191250484,0,0,1,0,0,1,0,0,0,0.632873425,0.492385787,0.072088725,0.223982286
0.625197562,0.947735192,0,0,1,0,0,1,0,0,0,0.520695861,0.51971886,0.060855965,0.244421734
0.312034319,0.200542005,0,0,1,0,0,0,1,0,0,0.518296341,0.368996486,0.148300867,0.365355135
0.692255588,0.409601239,1,0,0,0,0,1,0,0,0,0.335932813,0.330730184,0.126972842,0.142224493
0.703093249,0.933217189,0,0,1,0,0,0,1,0,0,0.392321536,0.304178055,0.058012228,0.140521206
0.529690675,0.610723964,0,0,1,0,0,0,0,0,1,0.290941812,0.117532214,0.013792123,0.027593255
0.193045834,0.276809911,0,1,0,0,0,0,1,0,0,0.535692861,0.356501367,0.069102801,0.188213252
0.34251524,0.159891599,0,0,1,0,1,0,0,0,0,0.438512298,0.136274893,0.058154415,0.108158746
0.15601716,0.229771583,0,1,0,0,0,0,1,0,0,1.0,0.473643108,0.131238447,0.198432976
0.848272748,0.380371661,1,0,0,0,0,0,0,1,0,0.355728854,0.372120266,0.107066686,0.091125873
0.869044931,0.621757646,0,1,0,0,0,0,1,0,0,0.475704859,0.390081999,0.097113607,0.237608585
0.559494242,0.049167635,0,1,0,0,0,1,0,0,0,0.595680864,0.620460758,0.492677378,0.60160109
0.614359901,0.424312815,0,0,1,0,0,0,1,0,0,0.482903419,0.429910191,0.148300867,0.215465849
0.714608264,0.41540844,1,0,0,0,0,1,0,0,0,0.49190162,0.457243264,0.182425707,0.171180378
0.749604877,0.153697251,0,0,1,0,0,1,0,0,0,0.49310138,0.480671613,0.075074648,0.237608585
0.916459697,0.172667441,0,0,1,0,0,1,0,0,0,0.614877025,0.502538071,0.081473056,0.206949412
0.182885527,0.014518002,0,0,0,1,0,0,1,0,0,0.442711458,0.31276845,0.163941419,0.213762562
0.190110634,0.364498645,0,0,1,0,0,1,0,0,0,0.604079184,0.693869582,0.097113607,0.312553228
0.85820727,0.099690283,0,0,1,0,0,0,0,0,1,0.362927415,0.363529871,0.063273141,0.162663941
0.800857981,0.354239257,1,0,0,0,0,0,0,1,0,0.538092382,0.604060914,0.090004266,0.172883665
0.561526304,0.674603175,0,0,1,0,0,0,0,0,1,0.316136773,0.203436158,0.023887388,0.103048884
0.568525627,0.815718157,0,0,1,0,1,0,0,0,0,0.334733053,0.156579461,0.054457557,0.061318344
0.397380899,0.535036779,0,0,1,0,0,0,0,0,1,0.173965207,0.052713784,0.0,0.007664793
0.544366674,0.143050716,0,0,1,0,1,0,0,0,0,0.537492501,0.403358063,0.050618513,0.326520184
0.260781215,0.0,0,1,0,0,0,1,0,0,0,0.50929814,0.454119485,0.129816579,0.218872424
0.274328291,0.124080527,0,0,1,0,1,0,0,0,0,0.25614877,0.130808278,0.149722736,0.159257367
0.930006774,0.54026326,1,0,0,0,0,1,0,0,0,0.411517696,0.365872706,0.104222949,0.09282916
0.922330097,0.171699574,0,0,1,0,0,1,0,0,0,0.514097181,0.464271769,0.056021612,0.198432976
0.69970648,0.679248935,0,1,0,0,0,0,1,0,0,0.796040792,0.446310035,0.067112185,0.232498723
0.925491082,0.172280294,0,0,1,0,0,1,0,0,0,0.478104379,0.389301054,0.042940424,0.169477091
0.505757507,0.479674797,1,0,0,0,0,1,0,0,0,0.359928014,0.369777431,0.048912271,0.140350877
0.570331903,0.572590012,0,1,0,0,0,1,0,0,0,0.530893821,0.328387349,0.027157685,0.145631068
0.585685256,0.223190089,0,0,1,0,0,1,0,0,0,0.556088782,0.543147208,0.160813309,0.350025549
0.443666742,0.670925281,0,0,1,0,1,0,0,0,0,0.344931014,0.057399453,0.031992038,0.051779935
0.644840822,0.383468835,1,0,0,0,0,1,0,0,0,0.448110378,0.336196798,0.080051187,0.079202862
0.247459923,0.107626791,0,0,1,0,1,0,0,0,0,0.389322136,0.184693479,0.125550974,0.123488332
0.194852111,0.279132791,0,1,0,0,0,0,1,0,0,0.604079184,0.429910191,0.069813735,0.147334355
0.31745315,0.134727062,0,0,1,0,1,0,0,0,0,0.193761248,0.054275674,0.029574861,0.00936808
0.251072477,0.282036392,0,0,0,1,0,1,0,0,0,0.397720456,0.31120656,0.069529362,0.193323114
0.558591104,0.092528068,0,1,0,0,0,0,1,0,0,0.634073185,0.441624365,0.392862221,0.52887072
0.753217431,0.328106852,1,0,0,0,0,1,0,0,0,0.295140972,0.24482624,0.126972842,0.20183955
0.74531497,0.420247774,1,0,0,0,0,1,0,0,0,0.25494901,0.222959781,0.129816579,0.116675183
0.768344999,0.635114208,0,0,1,0,0,0,0,0,1,0.385122975,0.354158532,0.257784729,0.230795435
0.680289004,0.891598916,0,1,0,0,1,0,0,0,0,0.538692262,0.318235064,0.064410636,0.470958951
0.756829984,0.502710027,0,0,1,0,0,0,0,0,1,0.542891422,0.650136665,0.091426134,0.25975132
0.878753669,0.107820364,0,0,1,0,0,0,0,0,1,0.527894421,0.472862163,0.169628892,0.269971044
0.861819824,0.27274487,0,0,1,0,0,1,0,0,0,0.602879424,0.541585318,0.134082184,0.276784193
0.400993452,0.70944638,0,0,1,0,1,0,0,0,0,0.476904619,0.17844592,0.074505901,0.137114631
0.636035222,0.472125436,0,0,1,0,0,0,0,0,1,0.49010198,0.428348301,0.111332291,0.227388861
0.095055317,0.31126597,0,1,0,0,0,1,0,0,0,0.856028794,0.562670832,0.117019764,0.227388861
0.834951456,0.487998451,0,0,1,0,0,0,0,1,0,0.646070786,0.358063257,0.173894497,0.278487481
0.722736509,0.368950832,1,0,0,0,0,1,0,0,0,0.24115177,0.132370168,0.085738661,0.026230625
0.739896139,0.435733643,1,0,0,0,0,1,0,0,0,0.344931014,0.303397111,0.046921655,0.086016011
0.414540528,0.366434379,0,0,1,0,0,0,0,0,1,0.545890822,0.402577118,0.347646808,0.417305399
0.519304583,0.372048006,0,0,1,0,0,1,0,0,0,0.49310138,0.432253026,0.138063415,0.252938171
0.471664033,0.60588463,0,0,1,0,0,0,0,0,1,0.193161368,0.051932839,0.0054031,0.035939363
0.431474373,0.668795974,0,0,1,0,1,0,0,0,0,0.401919616,0.121436939,0.029432675,0.077499574
0.237525401,0.389663182,0,0,1,0,0,1,0,0,0,0.628074385,0.522061695,0.119863501,0.336399251
0.25468503,0.456639566,0,0,1,0,0,0,1,0,0,0.408518296,0.275283093,0.112754159,0.143927781
0.594039287,0.22667441,0,0,1,0,0,1,0,0,0,0.610077984,0.639203436,0.192663159,0.405723045
0.372996162,0.119047619,0,0,1,0,1,0,0,0,0,0.274745051,0.135493948,0.308971989,0.20183955
0.700158049,0.678087495,0,1,0,0,0,0,1,0,0,0.778044391,0.536899649,0.067538746,0.210355987
0.82140438,0.595625242,1,0,0,0,0,1,0,0,0,0.442711458,0.422100742,0.129816579,0.145631068
0.313389027,0.125241967,0,0,1,0,1,0,0,0,0,0.319736053,0.140179617,0.128394711,0.082609436
0.718898171,0.72957801,0,1,0,0,0,0,1,0,0,0.515296941,0.409605623,0.02872174,0.174586953
0.868819147,0.183701123,0,0,1,0,0,0,0,0,1,0.440911818,0.324482624,0.163941419,0.25975132
0.666064574,0.812040263,0,1,0,0,0,0,0,0,1,0.886022795,0.435376806,0.131238447,0.539090445
0.624068639,0.141114983,0,0,1,0,0,0,1,0,0,0.565086983,0.440062476,0.786577563,1.0
0.887785053,0.107239644,0,0,1,0,0,0,0,0,1,0.529094181,0.484576337,0.099957344,0.266564469
0.573492888,0.131049168,0,0,1,0,0,0,1,0,0,0.277744451,0.163607966,0.120432248,0.11173565
0.777602168,0.744096012,0,0,1,0,0,0,1,0,0,0.562087582,0.456462319,0.095691739,0.341509113
0.314292165,0.126209834,0,0,1,0,1,0,0,0,0,0.277144571,0.108160875,0.109910422,0.077499574
0.359449086,0.22667441,1,0,0,0,0,1,0,0,0,0.389322136,0.286997267,0.134082184,0.126894907
0.4985324,0.130662021,1,0,0,0,1,0,0,0,0,0.562087582,0.268254588,0.134082184,0.177993528
0.415895236,0.35675571,0,0,1,0,0,0,0,0,1,0.581883623,0.51190941,0.295890801,0.472151252
0.936102958,0.083623693,0,0,1,0,0,1,0,0,0,0.452909418,0.401015228,0.059149723,0.227388861
0.474599232,0.53968254,0,0,1,0,0,0,1,0,0,0.400119976,0.234673955,0.026731125,0.127576222
0.641002484,0.209059233,0,0,1,0,0,0,1,0,0,0.793041392,0.457243264,0.446751031,0.521205927
0.713027772,0.416182733,1,0,0,0,0,1,0,0,0,0.305938812,0.307301835,0.141191526,0.140521206
0.077895688,0.244483159,0,0,1,0,0,0,1,0,0,0.562087582,0.407262788,0.111332291,0.235905297
0.547527659,0.850174216,1,0,0,0,1,0,0,0,0,0.368926215,0.232331121,0.065690317,0.09282916
0.233912847,0.215253581,0,0,1,0,0,0,1,0,0,0.361127774,0.219055057,0.235034836,0.229092148
0.515466245,0.197444832,0,1,0,0,0,0,1,0,0,0.584883023,0.364310816,0.096118299,0.277806166
0.298487243,0.308168796,0,0,1,0,0,0,1,0,0,0.452309538,0.362748926,0.107066686,0.361948561
0.545269813,0.851335656,1,0,0,0,1,0,0,0,0,0.25494901,0.219055057,0.010379639,0.033384432
0.731993678,0.087108014,0,0,1,0,0,1,0,0,0,0.562087582,0.479109723,0.063699701,0.2086527
0.390155791,0.43554007,0,1,0,0,0,1,0,0,0,0.437312537,0.576727841,0.134508744,0.199114291
0.56671935,0.39818041,0,1,0,0,0,1,0,0,0,0.629874025,0.394767669,0.083037111,0.241526145
0.617972454,0.598722416,0,0,1,0,0,1,0,0,0,0.661067786,0.429910191,0.219394284,0.276784193
0.686159404,0.866240805,1,0,0,0,1,0,0,0,0,0.467906419,0.288559157,0.046068534,0.135411344
0.762926168,0.046070461,0,1,0,0,0,0,1,0,0,0.428914217,0.217493167,0.043224797,0.103389542
0.395348837,0.486256291,0,0,1,0,0,0,1,0,0,0.344931014,0.209683717,0.054741931,0.135070686
0.797245428,0.179829655,0,1,0,0,0,1,0,0,0,0.655068986,0.678250683,0.118441632,0.319366377
0.668548205,0.81533101,0,1,0,0,0,0,0,0,1,0.628074385,0.254197579,0.183847576,0.525464146
0.390381576,0.427409988,0,1,0,0,0,1,0,0,0,0.602279544,0.427567357,0.091426134,0.158746381
0.363738993,0.401277584,0,0,1,0,0,1,0,0,0,0.49790042,0.456462319,0.183847576,0.214784534
0.389930007,0.186024003,0,1,0,0,1,0,0,0,0,0.461307738,0.280749707,0.094269871,0.191619826
0.878753669,0.339721254,1,0,0,0,0,1,0,0,0,0.48890222,0.404919953,0.088582397,0.152444217
0.47888914,0.694928378,0,0,1,0,1,0,0,0,0,0.359928014,0.106598985,0.141191526,0.096235735
0.86701287,0.179055362,0,0,1,0,0,0,0,0,1,0.388122376,0.326825459,0.06824968,0.154147505
0.304357643,0.091173055,0,0,1,0,1,0,0,0,0,0.323335333,0.158922296,0.131238447,0.132004769
0.865432378,0.447348045,1,0,0,0,0,1,0,0,0,0.450509898,0.404919953,0.146878999,0.23420201
0.277489275,0.253387534,0,0,1,0,0,0,1,0,0,0.425314937,0.272940258,0.111332291,0.220575711
0.465567848,0.540069686,0,0,1,0,0,0,1,0,0,0.530893821,0.268254588,0.068676241,0.149548629
0.773538045,0.628919861,0,0,1,0,0,0,0,0,1,0.405518896,0.396329559,0.088582397,0.198432976
0.230300294,0.040650407,0,1,0,0,1,0,0,0,0,0.658068386,0.390081999,0.162519551,0.196729688
0.592910364,0.228029423,0,0,1,0,0,1,0,0,0,0.592081584,0.644670051,0.14190246,0.346448646
0.13885753,0.162988773,0,0,1,0,1,0,0,0,0,0.282543491,0.115970324,0.129816579,0.09282916
0.585685256,0.133565621,0,0,1,0,0,0,1,0,0,0.227954409,0.181569699,0.176738234,0.260602964
0.220591556,0.322880372,0,1,0,0,0,0,1,0,0,0.814037193,0.560327997,0.091426134,0.235905297
0.773989614,0.569492838,0,0,1,0,0,0,0,0,1,0.376124775,0.302616166,0.035262335,0.143927781
0.960487695,0.499612853,1,0,0,0,1,0,0,0,0,0.24175165,0.147208122,0.049765392,0.084312724
0.366899977,0.575687185,0,0,1,0,1,0,0,0,0,0.331133773,0.151112847,0.434807337,0.20047692
0.540979905,0.844947735,1,0,0,0,1,0,0,0,0,0.364727055,0.24326435,0.066969999,0.091125873
0.608037932,0.304684475,0,0,1,0,0,1,0,0,0,0.517096581,0.697774307,0.093132376,0.304888435
0.583878979,0.464963221,0,1,0,0,0,1,0,0,0,0.479904019,0.381491605,0.084316792,0.169477091
0.787310905,0.461866047,1,0,0,0,0,1,0,0,0,0.482303539,0.476766888,0.067680933,0.162663941
0.403477083,0.078397213,0,0,1,0,1,0,0,0,0,0.24055189,0.089418196,0.059434096,0.09282916
0.576202303,0.807975223,0,0,1,0,1,0,0,0,0,0.360527894,0.165169856,0.029717048,0.063021632
0.047414766,0.285133566,1,0,0,0,0,0,1,0,0,0.862027594,0.590003905,0.163941419,0.25975132
0.214946941,0.190669764,0,0,1,0,0,0,0,0,1,0.868026395,0.365091761,0.114176027,0.215465849
0.597200271,0.357336431,1,0,0,0,0,0,0,1,0,0.446910618,0.252635689,0.059007536,0.03236246
0.412734252,0.364111498,0,0,1,0,0,0,0,0,1,0.601079784,0.487700117,0.305701692,0.427525123
0.716640325,0.825590399,0,0,1,0,1,0,0,0,0,0.416916617,0.232331121,0.010948386,0.152444217
0.454052834,0.670538134,0,0,1,0,1,0,0,0,0,0.233953209,0.062866068,0.013081189,0.030829501
0.539850982,0.613433991,0,0,1,0,0,0,0,0,1,0.26214757,0.066770793,0.029717048,0.033725089
0.285165952,0.415795587,0,0,1,0,0,1,0,0,0,0.646070786,0.543147208,0.088582397,0.222278998
0.484985324,0.238288811,1,0,0,0,0,0,1,0,0,0.380323935,0.301835221,0.173041376,0.117015841
0.637841499,0.476771196,0,0,1,0,0,0,0,0,1,0.445110978,0.422100742,0.107066686,0.247828309
0.212689095,0.193766938,0,0,1,0,0,0,0,0,1,0.964007199,0.277625927,0.109910422,0.213762562
0.444795665,0.561169183,0,0,0,1,0,0,0,0,1,0.289142172,0.080046857,0.037963885,0.094532448
0.214043802,0.193379791,0,0,1,0,0,0,0,0,1,0.772045591,0.283873487,0.119863501,0.215465849
0.688643035,0.235191638,0,0,0,1,0,0,1,0,0,0.397120576,0.367434596,0.088582397,0.146312383
0.634906299,0.6656988,0,0,1,0,0,0,1,0,0,0.460707858,0.358063257,0.220816152,0.276784193
0.540076767,0.138017809,0,0,1,0,1,0,0,0,0,0.418716257,0.276064037,0.063557515,0.306421393
0.639196207,0.479481223,0,0,1,0,0,0,0,0,1,0.475104979,0.412729403,0.091426134,0.239311872
0.717543464,0.729190863,0,1,0,0,0,0,1,0,0,0.452309538,0.326825459,0.058438789,0.147334355
0.412734252,0.692799071,0,0,1,0,1,0,0,0,0,0.49010198,0.174541195,0.057585668,0.108158746
0.587491533,0.639566396,0,0,1,0,0,0,1,0,0,0.298140372,0.144084342,0.043509171,0.077499574
0.790923459,0.636856369,0,0,1,0,0,0,0,0,1,0.634073185,0.514252245,0.219394284,0.251234883
0.417475728,0.700154859,0,0,1,0,1,0,0,0,0,0.485902819,0.168293635,0.064695009,0.120081758
0.882366223,0.514130856,0,0,1,0,0,0,0,1,0,0.468506299,0.550956658,0.320346936,0.56123318
0.719123956,0.194347658,0,0,1,0,0,0,1,0,0,0.430113977,0.342444358,0.247547277,0.268949072
0.68254685,0.691831204,0,1,0,0,0,0,1,0,0,0.340131974,0.188598204,0.030427982,0.106455459
0.895913299,0.406504065,1,0,0,0,0,1,0,0,0,0.235152969,0.270597423,0.056732547,0.246125021
0.885301422,0.109175377,0,0,1,0,0,0,0,0,1,0.542891422,0.476766888,0.102801081,0.237608585
0.695868142,0.584204413,0,0,1,0,0,0,0,0,1,0.349130174,0.273721203,0.208019337,0.217169136
0.747121246,0.784746419,0,0,1,0,1,0,0,0,0,0.640071986,0.38383444,0.097113607,0.50332141
0.420410928,0.145180023,0,0,1,0,1,0,0,0,0,0.181163767,0.043342444,0.049338831,0.054845852
0.543463536,0.145180023,0,0,1,0,1,0,0,0,0,0.441511698,0.254197579,0.069671548,0.31766309
0.29487469,0.133759195,0,0,1,0,1,0,0,0,0,0.277144571,0.134713003,0.139769657,0.094532448
0.641454053,0.794425087,0,1,0,0,0,0,0,0,1,0.48890222,0.297149551,0.144035262,0.247828309
0.454504403,0.278939218,0,1,0,0,0,1,0,0,0,0.577684463,0.461928934,0.155268022,0.23556464
0.414314744,0.60181959,0,0,1,0,1,0,0,0,0,0.25194961,0.083951581,0.047063842,0.066939193
0.682095281,0.890437476,0,1,0,0,1,0,0,0,0,0.676064787,0.408824678,0.056732547,0.476068813
0.814179273,0.246612466,0,0,0,1,0,1,0,0,0,0.625074985,0.65872706,0.098535476,0.276784193
0.804470535,0.528842431,0,0,1,0,0,1,0,0,0,0.475704859,0.353377587,0.121285369,0.229092148
0.462181079,0.540069686,0,0,1,0,0,0,1,0,0,0.709058188,0.299492386,0.254798806,0.241015159
0.608263716,0.303523035,0,0,1,0,0,1,0,0,0,0.485902819,0.644670051,0.088866771,0.279679782
0.638518853,0.840108401,0,1,0,0,1,0,0,0,0,0.440311938,0.262007029,0.008673397,0.053312894
0.718446602,0.72667441,0,1,0,0,0,0,1,0,0,0.610077984,0.337758688,0.054457557,0.193323114
0.268006322,0.349012776,0,0,1,0,0,0,1,0,0,0.51169766,0.397891449,0.190956917,0.355135411
0.472567171,0.604916763,0,0,1,0,0,0,0,0,1,0.220155969,0.070675517,0.105644817,0.084312724
0.492436216,0.587301587,0,0,1,0,0,0,0,0,1,0.50689862,0.324482624,0.069387175,0.171180378
0.520207722,0.60414247,0,0,1,0,0,0,0,0,1,0.209958008,0.084732526,0.06782312,0.009027423
0.300970874,0.091947348,0,0,1,0,1,0,0,0,0,0.229154169,0.09957048,0.134082184,0.080906149
0.827500564,0.138985676,0,1,0,0,0,0,0,1,0,0.433113377,0.31120656,0.049054458,0.080906149
0.604425378,0.706349206,0,0,1,0,1,0,0,0,0,0.348530294,0.262007029,0.041234182,0.116675183
0.328968164,0.267518389,0,0,1,0,0,0,1,0,0,0.694061188,0.469738383,0.095691739,0.304036791
