Xloc,Yloc,Landuse.1,Landuse.2,Landuse.3,Landuse.4,Rock.1,Rock.2,Rock.3,Rock.4,Rock.5,Cr,Ni,Pb,Zn
0.544366674,0.143050716,0,0,1,0,1,0,0,0,0,0.537492501,0.403358063,0.050618513,0.326520184
0.560623166,0.854239257,0,1,0,0,1,0,0,0,0,0.49670066,0.381491605,0.062562207,0.223982286
0.636486792,0.787843593,0,0,1,0,0,0,0,0,1,0.556088782,0.401015228,0.266315939,0.356838699
0.639196207,0.479481223,0,0,1,0,0,0,0,0,1,0.475104979,0.412729403,0.091426134,0.239311872
0.627681192,0.316686024,0,0,1,0,0,0,0,0,1,0.517096581,0.597813354,0.143466515,0.337932209
0.237525401,0.389663182,0,0,1,0,0,1,0,0,0,0.628074385,0.522061695,0.119863501,0.336399251
0.366899977,0.575687185,0,0,1,0,1,0,0,0,0,0.331133773,0.151112847,0.434807337,0.20047692
0.775344322,0.630081301,0,0,1,0,0,0,0,0,1,0.388122376,0.371339321,0.039101379,0.147334355
0.714608264,0.407665505,1,0,0,0,0,1,0,0,0,0.095980804,0.065989848,0.219394284,0.103048884
0.867464439,0.180216802,0,0,1,0,0,0,0,0,1,0.397120576,0.287778212,0.158253946,0.181400102
0.614359901,0.424312815,0,0,1,0,0,0,1,0,0,0.482903419,0.429910191,0.148300867,0.215465849
0.739896139,0.435733643,1,0,0,0,0,1,0,0,0,0.344931014,0.303397111,0.046921655,0.086016011
0.856175209,0.533101045,0,0,1,0,0,1,0,0,0,0.50689862,0.478328778,0.056874733,0.276784193
0.332806503,0.441927991,0,0,1,0,0,0,1,0,0,0.574085183,0.433033971,0.252381629,0.32975643
0.376608715,0.293650794,0,0,1,0,0,1,0,0,0,0.515896821,0.514252245,0.109910422,0.241015159
0.576428088,0.115950445,0,0,1,0,0,0,1,0,0,0.419316137,0.326044514,0.069529362,0.237438256
0.47888914,0.694928378,0,0,1,0,1,0,0,0,0,0.359928014,0.106598985,0.141191526,0.096235735
0.814179273,0.246612466,0,0,0,1,0,1,0,0,0,0.625074985,0.65872706,0.098535476,0.276784193
0.875141115,0.16511808,0,0,1,0,0,0,0,0,1,0.50809838,0.535337759,0.101379212,0.261454607
0.851885301,0.554974835,0,0,1,0,0,1,0,0,0,0.439712058,0.44865287,0.414190246,0.459035939
0.395574622,0.485288424,0,0,1,0,0,0,1,0,0,0.398920216,0.24638813,0.054457557,0.148526656
0.882366223,0.514130856,0,0,1,0,0,0,0,1,0,0.468506299,0.550956658,0.320346936,0.56123318
0.672612328,0.973867596,0,1,0,0,0,1,0,0,0,0.628074385,0.540804373,0.105644817,0.166070516
0.264393768,0.174409601,0,0,1,0,0,0,1,0,0,0.51109778,0.284654432,0.225081757,0.227388861
0.030480921,0.218350755,1,0,0,0,0,1,0,0,0,0.449910018,0.242483405,0.06554813,0.091125873
0.529013321,0.089818041,0,1,0,0,0,0,1,0,0,0.688062388,0.460367044,0.124129106,0.356838699
0.458342741,0.453542393,0,1,0,0,0,1,0,0,0,0.580083983,0.607965638,0.073510593,0.215636178
0.703093249,0.933217189,0,0,1,0,0,0,1,0,0,0.392321536,0.304178055,0.058012228,0.140521206
0.573492888,0.131049168,0,0,1,0,0,0,1,0,0,0.277744451,0.163607966,0.120432248,0.11173565
0.861819824,0.27274487,0,0,1,0,0,1,0,0,0,0.602879424,0.541585318,0.134082184,0.276784193
0.414088959,0.700542005,0,0,1,0,1,0,0,0,0,0.460107978,0.174541195,0.051756007,0.12519162
0.15601716,0.229771583,0,1,0,0,0,0,1,0,0,1.0,0.473643108,0.131238447,0.198432976
0.390381576,0.427409988,0,1,0,0,0,1,0,0,0,0.602279544,0.427567357,0.091426134,0.158746381
0.713027772,0.650987224,0,0,1,0,0,1,0,0,0,0.574085183,0.532213979,0.115597896,0.237608585
0.719123956,0.194347658,0,0,1,0,0,0,1,0,0,0.430113977,0.342444358,0.247547277,0.268949072
0.960487695,0.164150213,0,0,1,0,0,1,0,0,0,0.484703059,0.423662632,0.054884118,0.17629024
0.312937458,0.128145567,0,0,1,0,1,0,0,0,0,0.223155369,0.087075361,0.094269871,0.063362289
0.454052834,0.670538134,0,0,1,0,1,0,0,0,0,0.233953209,0.062866068,0.013081189,0.030829501
0.415895236,0.366434379,0,0,1,0,0,0,0,0,1,0.51169766,0.37758688,0.316081331,0.363311191
0.671483405,0.168215254,0,0,1,0,0,0,1,0,0,0.380923815,0.304959,0.241717617,0.304888435
0.190110634,0.364498645,0,0,1,0,0,1,0,0,0,0.604079184,0.693869582,0.097113607,0.312553228
0.461955295,0.627951994,0,0,1,0,1,0,0,0,0,0.223155369,0.072237407,0.029006114,0.030148186
0.718446602,0.72667441,0,1,0,0,0,0,1,0,0,0.610077984,0.337758688,0.054457557,0.193323114
0.393768345,0.360433604,0,0,1,0,0,0,0,0,1,0.558488302,0.450995705,0.248826959,0.380173735
0.608263716,0.303523035,0,0,1,0,0,1,0,0,0,0.485902819,0.644670051,0.088866771,0.279679782
0.397380899,0.535036779,0,0,1,0,0,0,0,0,1,0.173965207,0.052713784,0.0,0.007664793
0.981937232,0.109368951,0,1,0,0,0,1,0,0,0,0.364727055,0.344006248,0.063415328,0.169477091
0.412734252,0.692799071,0,0,1,0,1,0,0,0,0,0.49010198,0.174541195,0.057585668,0.108158746
0.577557011,0.921602787,1,0,0,0,0,1,0,0,0,0.688062388,0.491604842,0.105644817,0.15074093
0.686159404,0.866240805,1,0,0,0,1,0,0,0,0,0.467906419,0.288559157,0.046068534,0.135411344
0.777602168,0.744096012,0,0,1,0,0,0,1,0,0,0.562087582,0.456462319,0.095691739,0.341509113
0.638518853,0.840108401,0,1,0,0,1,0,0,0,0,0.440311938,0.262007029,0.008673397,0.053312894
0.407089636,0.252806814,0,1,0,0,0,1,0,0,0,0.652069586,0.415072237,0.050049765,0.241015159
0.739896139,0.416376307,1,0,0,0,0,1,0,0,0,0.569886023,0.523623585,0.099957344,0.135411344
0.509370061,0.654084398,0,1,0,0,1,0,0,0,0,0.332933413,0.183912534,0.008673397,0.0
0.186046512,0.280874952,0,1,0,0,0,0,1,0,0,0.730053989,0.522061695,0.134082184,0.275080906
0.515466245,0.197444832,0,1,0,0,0,0,1,0,0,0.584883023,0.364310816,0.096118299,0.277806166
0.885301422,0.109175377,0,0,1,0,0,0,0,0,1,0.542891422,0.476766888,0.102801081,0.237608585
0.142470084,0.337398374,0,0,1,0,0,1,0,0,0,0.50629874,0.577508786,0.102801081,0.210355987
0.186498081,0.189121177,0,0,1,0,0,0,0,0,1,0.592081584,0.344787193,0.169628892,0.297223642
0.328968164,0.267518389,0,0,1,0,0,0,1,0,0,0.694061188,0.469738383,0.095691739,0.304036791
0.261910138,0.12253194,0,0,0,1,1,0,0,0,0,0.262747451,0.124560718,0.098535476,0.104752172
0.303906074,0.099303136,0,0,1,0,1,0,0,0,0,0.295140972,0.120655994,0.099957344,0.080906149
0.797245428,0.179829655,0,1,0,0,0,1,0,0,0,0.655068986,0.678250683,0.118441632,0.319366377
0.715737187,0.631823461,0,0,1,0,0,1,0,0,0,0.383323335,0.367434596,0.181003839,0.218872424
0.414314744,0.60181959,0,0,1,0,1,0,0,0,0,0.25194961,0.083951581,0.047063842,0.066939193
0.274328291,0.124080527,0,0,1,0,1,0,0,0,0,0.25614877,0.130808278,0.149722736,0.159257367
0.868819147,0.183701123,0,0,1,0,0,0,0,0,1,0.440911818,0.324482624,0.163941419,0.25975132
0.878753669,0.107820364,0,0,1,0,0,0,0,0,1,0.527894421,0.472862163,0.169628892,0.269971044
0.475276586,0.520325203,0,1,0,0,0,0,1,0,0,0.695860828,0.390862944,0.094127684,0.39703628
0.194852111,0.279132791,0,1,0,0,0,0,1,0,0,0.604079184,0.429910191,0.069813735,0.147334355
0.539850982,0.613433991,0,0,1,0,0,0,0,0,1,0.26214757,0.066770793,0.029717048,0.033725089
0.528561752,0.610143244,0,0,1,0,0,0,0,0,1,0.341931614,0.191721984,0.000995308,0.016692216
0.29487469,0.133759195,0,0,1,0,1,0,0,0,0,0.277144571,0.134713003,0.139769657,0.094532448
0.431474373,0.668795974,0,0,1,0,1,0,0,0,0,0.401919616,0.121436939,0.029432675,0.077499574
0.682095281,0.890437476,0,1,0,0,1,0,0,0,0,0.676064787,0.408824678,0.056732547,0.476068813
0.678934297,0.517228029,0,1,0,0,0,1,0,0,0,0.442111578,0.408824678,0.06242002,0.172883665
0.300970874,0.091947348,0,0,1,0,1,0,0,0,0,0.229154169,0.09957048,0.134082184,0.080906149
0.471664033,0.60588463,0,0,1,0,0,0,0,0,1,0.193161368,0.051932839,0.0054031,0.035939363
0.553398058,0.505807201,0,1,0,0,0,0,0,0,1,0.301139772,0.24638813,0.02559363,0.068983137
0.749604877,0.153697251,0,0,1,0,0,1,0,0,0,0.49310138,0.480671613,0.075074648,0.237608585
0.74531497,0.420247774,1,0,0,0,0,1,0,0,0,0.25494901,0.222959781,0.129816579,0.116675183
0.594039287,0.22667441,0,0,1,0,0,1,0,0,0,0.610077984,0.639203436,0.192663159,0.405723045
0.568525627,0.815718157,0,0,1,0,1,0,0,0,0,0.334733053,0.156579461,0.054457557,0.061318344
0.764055091,0.851722803,0,0,1,0,0,0,0,0,1,0.730053989,0.483014447,0.060145031,0.496508261
0.77037706,0.395083237,1,0,0,0,0,1,0,0,0,0.0,0.0,0.155410209,0.15074093
0.308421766,0.026132404,0,1,0,0,0,0,1,0,0,0.74205159,0.438500586,0.353049908,0.424970192
0.314292165,0.126209834,0,0,1,0,1,0,0,0,0,0.277144571,0.108160875,0.109910422,0.077499574
0.472567171,0.604916763,0,0,1,0,0,0,0,0,1,0.220155969,0.070675517,0.105644817,0.084312724
0.593587717,0.182926829,1,0,0,0,0,0,1,0,0,0.416916617,0.117532214,0.179439784,0.108158746
0.85820727,0.535423926,0,0,1,0,0,1,0,0,0,0.425314937,0.520499805,0.121285369,0.365355135
0.65454956,0.101432443,0,1,0,0,0,1,0,0,0,0.593881224,0.533775869,0.137210294,0.418668029
0.585685256,0.223190089,0,0,1,0,0,1,0,0,0,0.556088782,0.543147208,0.160813309,0.350025549
0.921201174,0.170925281,0,0,1,0,0,1,0,0,0,0.529694061,0.476766888,0.070098109,0.195026401
0.519304583,0.372048006,0,0,1,0,0,1,0,0,0,0.49310138,0.432253026,0.138063415,0.252938171
0.380221269,0.468060395,0,1,0,0,0,0,1,0,0,0.554289142,0.548613823,0.089293331,0.267586442
0.391284714,0.426635695,0,1,0,0,0,1,0,0,0,0.652669466,0.497071456,0.07948244,0.257707375
0.644840822,0.383468835,1,0,0,0,0,1,0,0,0,0.448110378,0.336196798,0.080051187,0.079202862
0.936102958,0.083623693,0,0,1,0,0,1,0,0,0,0.452909418,0.401015228,0.059149723,0.227388861
0.827500564,0.138985676,0,1,0,0,0,0,0,1,0,0.433113377,0.31120656,0.049054458,0.080906149
0.27184466,0.523228804,1,0,0,0,1,0,0,0,0,0.476304739,0.379929715,0.135077492,0.308635667
0.970196433,0.217382888,0,0,1,0,0,1,0,0,0,0.461307738,0.483014447,0.049765392,0.162663941
0.729284263,0.719125048,0,0,1,0,0,0,1,0,0,0.339532094,0.201093323,0.080051187,0.091125873
0.790923459,0.636856369,0,0,1,0,0,0,0,0,1,0.634073185,0.514252245,0.219394284,0.251234883
0.233912847,0.215253581,0,0,1,0,0,0,1,0,0,0.361127774,0.219055057,0.235034836,0.229092148
0.695868142,0.584204413,0,0,1,0,0,0,0,0,1,0.349130174,0.273721203,0.208019337,0.217169136
0.726349063,0.543360434,0,1,0,0,0,1,0,0,0,0.377324535,0.415853182,0.080051187,0.140521206
0.760442538,0.677119628,0,0,1,0,0,0,1,0,0,0.664067187,0.529871144,0.149722736,0.264861182
0.731993678,0.087108014,0,0,1,0,0,1,0,0,0,0.562087582,0.479109723,0.063699701,0.2086527
0.717543464,0.729190863,0,1,0,0,0,0,1,0,0,0.452309538,0.326825459,0.058438789,0.147334355
0.260781215,0.0,0,1,0,0,0,1,0,0,0,0.50929814,0.454119485,0.129816579,0.218872424
0.677805374,0.884243128,0,1,0,0,1,0,0,0,0,0.736052789,0.360406091,0.055595052,0.465849089
0.520207722,0.60414247,0,0,1,0,0,0,0,0,1,0.209958008,0.084732526,0.06782312,0.009027423
0.312034319,0.200542005,0,0,1,0,0,0,1,0,0,0.518296341,0.368996486,0.148300867,0.365355135
0.773989614,0.569492838,0,0,1,0,0,0,0,0,1,0.376124775,0.302616166,0.035262335,0.143927781
0.573944457,0.747193186,0,0,1,0,0,0,0,0,1,0.23875225,0.09957048,0.069955922,0.054845852
0.636938361,0.47754549,0,0,1,0,0,0,0,0,1,0.439112178,0.340101523,0.081473056,0.203542838
0.712576202,0.631436314,0,0,1,0,0,1,0,0,0,0.395920816,0.370558376,0.185269444,0.280190768
0.608037932,0.304684475,0,0,1,0,0,1,0,0,0,0.517096581,0.697774307,0.093132376,0.304888435
0.130955069,0.201897019,0,1,0,0,0,0,1,0,0,0.386322735,0.259664194,0.066827812,0.172883665
0.878753669,0.339721254,1,0,0,0,0,1,0,0,0,0.48890222,0.404919953,0.088582397,0.152444217
0.746669677,0.420054201,1,0,0,0,0,1,0,0,0,0.442111578,0.334634908,0.115597896,0.123488332
0.359449086,0.22667441,1,0,0,0,0,1,0,0,0,0.389322136,0.286997267,0.134082184,0.126894907
0.655678483,0.907084785,0,0,1,0,0,0,1,0,0,0.4985003,0.341663413,0.024456135,0.172883665
0.545269813,0.851335656,1,0,0,0,1,0,0,0,0,0.25494901,0.219055057,0.010379639,0.033384432
0.641228268,0.790747193,0,0,1,0,0,0,0,0,1,0.592081584,0.458024209,0.219394284,0.326179526
0.139309099,0.195702671,0,1,0,0,0,0,1,0,0,0.706058788,0.413510348,0.628892365,0.353432124
0.583878979,0.464963221,0,1,0,0,0,1,0,0,0,0.479904019,0.381491605,0.084316792,0.169477091
0.597200271,0.303329462,0,0,1,0,0,1,0,0,0,0.472105579,0.553299492,0.071235604,0.229943792
0.592910364,0.228029423,0,0,1,0,0,1,0,0,0,0.592081584,0.644670051,0.14190246,0.346448646
0.467374125,0.282617112,0,1,0,0,0,1,0,0,0,0.720455909,0.79929715,0.158111759,0.223130642
0.68254685,0.889469609,0,1,0,0,1,0,0,0,0,0.730053989,0.386177275,0.052182568,0.513541134
0.540076767,0.138017809,0,0,1,0,1,0,0,0,0,0.418716257,0.276064037,0.063557515,0.306421393
0.575524949,0.810878823,0,0,1,0,1,0,0,0,0,0.309538092,0.144084342,0.026020191,0.049565662
0.960487695,0.499612853,1,0,0,0,1,0,0,0,0,0.24175165,0.147208122,0.049765392,0.084312724
0.47595394,0.284939992,0,0,1,0,0,1,0,0,0,0.596280744,1.0,0.545428693,0.463634815
0.540979905,0.844947735,1,0,0,0,1,0,0,0,0,0.364727055,0.24326435,0.066969999,0.091125873
0.600812825,0.531939605,0,0,1,0,0,1,0,0,0,0.589082184,0.420538852,0.205175601,0.293817067
0.349740348,0.508904375,0,0,1,0,1,0,0,0,0,0.198560288,0.122217884,0.082468363,0.11173565
0.372996162,0.119047619,0,0,1,0,1,0,0,0,0,0.274745051,0.135493948,0.308971989,0.20183955
0.780085798,0.112853271,0,1,0,0,0,1,0,0,0,0.445110978,0.363529871,0.050902886,0.101345597
0.652065929,0.732481611,0,0,1,0,0,0,0,0,1,0.646070786,0.44552909,0.063130954,0.249531596
0.558591104,0.092528068,0,1,0,0,0,0,1,0,0,0.634073185,0.441624365,0.392862221,0.52887072
0.214946941,0.190669764,0,0,1,0,0,0,0,0,1,0.868026395,0.365091761,0.114176027,0.215465849
0.608037932,0.880952381,0,0,1,0,0,0,1,0,0,0.456508698,0.279968762,0.017773354,0.121785045
0.808083089,0.703252033,0,0,1,0,0,0,1,0,0,0.664067187,0.51659508,0.111332291,0.280190768
0.74531497,0.422570654,1,0,0,0,0,1,0,0,0,0.353929214,0.295587661,0.095691739,0.128598195
0.668548205,0.81533101,0,1,0,0,0,0,0,0,1,0.628074385,0.254197579,0.183847576,0.525464146
0.39354256,0.428377855,0,1,0,0,0,1,0,0,0,0.539292142,0.438500586,0.103512015,0.196389031
0.285165952,0.415795587,0,0,1,0,0,1,0,0,0,0.646070786,0.543147208,0.088582397,0.222278998
0.810566719,0.072202865,0,0,1,0,0,0,0,0,1,0.286142771,0.174541195,0.050049765,0.108158746
0.414540528,0.366434379,0,0,1,0,0,0,0,0,1,0.545890822,0.402577118,0.347646808,0.417305399
0.922330097,0.171699574,0,0,1,0,0,1,0,0,0,0.514097181,0.464271769,0.056021612,0.198432976
0.667419282,0.81475029,0,1,0,0,0,0,0,0,1,0.562087582,0.30652089,0.075501209,0.353432124
0.441183111,0.386566009,0,0,1,0,0,1,0,0,0,0.685662867,0.576727841,0.175742926,0.330948731
0.675321743,0.342818428,0,1,0,0,0,1,0,0,0,0.557888422,0.562670832,1.0,0.711122466
0.412734252,0.364111498,0,0,1,0,0,0,0,0,1,0.601079784,0.487700117,0.305701692,0.427525123
0.313389027,0.125241967,0,0,1,0,1,0,0,0,0,0.319736053,0.140179617,0.128394711,0.082609436
0.699480695,0.758614015,0,0,1,0,1,0,0,0,0,0.562087582,0.381491605,0.052182568,0.373871572
0.511853692,0.02303523,1,0,0,0,0,1,0,0,0,0.543491302,0.325263569,0.246409782,0.263157895
0.216979002,0.148277197,0,0,1,0,1,0,0,0,0,0.548290342,0.219055057,0.134082184,0.111565321
0.849175886,0.535811072,0,0,1,0,0,1,0,0,0,0.340131974,0.395548614,0.166785156,0.2086527
0.220591556,0.322880372,0,1,0,0,0,0,1,0,0,0.814037193,0.560327997,0.091426134,0.235905297
0.363738993,0.401277584,0,0,1,0,0,1,0,0,0,0.49790042,0.456462319,0.183847576,0.214784534
0.390155791,0.43554007,0,1,0,0,0,1,0,0,0,0.437312537,0.576727841,0.134508744,0.199114291
0.666064574,0.812040263,0,1,0,0,0,0,0,0,1,0.886022795,0.435376806,0.131238447,0.539090445
0.48137277,0.063685637,0,0,1,0,0,0,1,0,0,0.628074385,0.495509567,0.144035262,0.346618975
0.899525852,0.58110724,0,0,0,1,0,1,0,0,0,0.388722256,0.358844201,0.213706811,0.195026401
0.559494242,0.049167635,0,1,0,0,0,1,0,0,0,0.595680864,0.620460758,0.492677378,0.60160109
0.325355611,0.092915215,0,0,1,0,1,0,0,0,0,0.176364727,0.063647013,0.06512157,0.032192131
0.484985324,0.238288811,1,0,0,0,0,0,1,0,0,0.380323935,0.301835221,0.173041376,0.117015841
0.443666742,0.670925281,0,0,1,0,1,0,0,0,0,0.344931014,0.057399453,0.031992038,0.051779935
0.424023482,0.319783198,0,0,1,0,0,0,0,0,1,0.396520696,0.355720422,0.428266742,0.300970874
0.736283585,0.261324042,0,1,0,0,0,1,0,0,0,0.514097181,0.515814135,0.131238447,0.235905297
0.526529691,0.721060782,1,0,0,0,1,0,0,0,0,0.221955609,0.121436939,0.059434096,0.113268608
0.315646873,0.37514518,1,0,0,0,0,1,0,0,0,0.676064787,0.567356501,0.165363287,0.227388861
0.585685256,0.133565621,0,0,1,0,0,0,1,0,0,0.227954409,0.181569699,0.176738234,0.260602964
0.468051479,0.171312427,0,0,0,1,1,0,0,0,0,0.574085183,0.359625146,0.476752453,0.511837847
0.270715737,0.258226868,0,0,1,0,0,0,1,0,0,0.530893821,0.397891449,0.128394711,0.283597343
0.794536013,0.810878823,0,1,0,0,1,0,0,0,0,0.74805039,0.428348301,0.028010806,0.283597343
0.700158049,0.678087495,0,1,0,0,0,0,1,0,0,0.778044391,0.536899649,0.067538746,0.210355987
0.576202303,0.807975223,0,0,1,0,1,0,0,0,0,0.360527894,0.165169856,0.029717048,0.063021632
0.69970648,0.679248935,0,1,0,0,0,0,1,0,0,0.796040792,0.446310035,0.067112185,0.232498723
0.925491082,0.172280294,0,0,1,0,0,1,0,0,0,0.478104379,0.389301054,0.042940424,0.169477091
0.465567848,0.540069686,0,0,1,0,0,0,1,0,0,0.530893821,0.268254588,0.068676241,0.149548629
0.756829984,0.502710027,0,0,1,0,0,0,0,0,1,0.542891422,0.650136665,0.091426134,0.25975132
0.199819372,0.081494386,0,0,1,0,1,0,0,0,0,0.592081584,0.420538852,0.269159676,0.639584398
0.930006774,0.54026326,1,0,0,0,0,1,0,0,0,0.411517696,0.365872706,0.104222949,0.09282916
0.718898171,0.72957801,0,1,0,0,0,0,1,0,0,0.515296941,0.409605623,0.02872174,0.174586953
0.474599232,0.53968254,0,0,1,0,0,0,1,0,0,0.400119976,0.234673955,0.026731125,0.127576222
0.658387898,0.276616338,0,1,0,0,0,1,0,0,0,0.50989802,0.441624365,0.070098109,0.251575541
0.31745315,0.134727062,0,0,1,0,1,0,0,0,0,0.193761248,0.054275674,0.029574861,0.00936808
