std_temp,std_pH,conduct,o2,o2sat,co2,hardness,no2,no3,nh4,po4,cl,sio2,kmno4,k2cr2o7,bod
0.481617637,0.608695589,0.183292833,0.480392194,0.409551998,0.0,0.215310958,0.138157859,0.120717764,0.01087226,0.051282062,0.052547789,0.100529092,0.043170562,0.027269762,0.033834639
0.3639707,0.478260882,0.047039747,0.583333294,0.461961106,0.0,0.081339744,0.006578929,0.047308319,0.001235491,0.005128166,0.006369396,0.042328095,0.009200261,0.007378899,0.013784483
0.492647149,0.34782603,0.196269309,0.568627439,0.488165659,0.0,0.39234446,0.197368451,0.071778134,0.0,0.020512825,0.035031757,0.068783135,0.012738876,0.019570097,0.025062696
0.0,0.391304411,0.18410383,0.936274512,0.573541774,0.0,0.358851718,0.03947369,0.189233277,0.016061263,0.017094048,0.192675125,0.164021158,0.015569726,0.025344829,0.092731832
0.452205855,0.478260882,0.11922145,0.534313661,0.447168216,0.0,0.205741655,0.006578929,0.042414335,0.000988393,0.003418777,0.014331103,0.201058183,0.008492549,0.004170632,0.005012539
0.636029489,0.608695589,0.098134654,0.691176464,0.643702463,0.0,0.167464078,0.032894761,0.03262642,0.001482589,0.015384578,0.036624221,0.031746109,0.025477699,0.034007061,0.057644058
0.485294204,0.608695589,0.255474448,0.436274512,0.37278104,0.0,0.454545477,0.07894738,0.086460034,0.037311586,0.068376028,0.057324875,0.05291008,0.037508863,0.045556592,0.073934811
0.503676473,0.478260882,0.252230373,0.544117682,0.469991543,0.0,0.425837325,0.006578929,0.084828723,0.002965178,0.005128166,0.039808843,0.111111077,0.013446588,0.012832798,0.022556426
0.257352898,0.521739118,0.384428211,0.480392194,0.353761569,0.0,0.60765554,0.03947369,0.084828723,0.056832223,0.056410227,0.121019146,0.380952395,0.030431686,0.06031439,0.055137789
0.753676425,0.782608677,0.357664262,0.338235245,0.334742194,0.073170737,0.531100508,0.065789522,0.122349127,0.018285146,0.044444426,0.105095579,0.481481487,0.038924288,0.050689725,0.035087774
0.341911864,0.478260882,0.169505273,0.480392194,0.374894283,0.0,0.272727262,0.032894761,0.058727545,0.005683199,0.010256412,0.073248443,0.142857186,0.028308549,0.011870365,0.033834639
0.25367652,0.652173825,0.197080306,0.583333294,0.428571374,0.0,0.339712869,0.013157859,0.04893963,0.000988393,0.008547024,0.025477739,0.158730241,0.011323451,0.005133132,0.022556426
0.525735309,0.434782646,0.210056782,0.519607806,0.454775928,0.0,0.291865989,0.03947369,0.06525284,0.000988393,0.015384578,0.022292964,0.142857186,0.009907974,0.002566533,0.013784483
0.319853028,0.434782646,0.30332528,0.470588173,0.361792006,0.0,0.411483309,0.03947369,0.159869478,0.193970817,0.220512825,0.176751557,0.264550249,0.072186824,0.096887984,0.142857082
0.238970629,0.217391323,0.090835419,0.475490124,0.345731133,0.044715491,0.177033503,0.125,0.037520404,0.000988393,0.003418777,0.012738793,0.037037026,0.008492549,0.000962433,0.013784483
0.371323645,0.304347795,0.11516629,0.553921585,0.440828392,0.044715491,0.315789429,0.0,0.089722654,0.001482589,0.013675189,0.035031757,0.095238175,0.015569726,0.003529033,0.011278213
0.503676473,0.565217354,0.11516629,0.558823536,0.48267119,0.0,0.167464078,0.019736788,0.083197413,0.000741294,0.020512825,0.055732411,0.079365121,0.016277438,0.045556592,0.048872115
0.356617755,0.34782603,0.174371429,0.563725488,0.444209619,0.044715491,0.282296686,0.006578929,0.099510623,0.003459374,0.003418777,0.02707005,0.074074051,0.011323451,0.003208199,0.016290752
0.44485291,0.478260882,0.255474448,0.397058782,0.330938242,0.0,0.478468916,0.013157859,0.027732489,0.006424493,0.006837635,0.046178239,0.047619011,0.027600837,0.025344829,0.016290752
0.470588313,0.782608677,0.1557178,0.931372561,0.789095492,0.0,0.267942549,0.026315832,0.154975547,0.001729687,0.015384578,0.058917186,0.063492066,0.021939137,0.019570097,0.060150328
0.658088136,0.391304411,0.170316357,0.534313661,0.503381179,0.0,0.258373246,0.07894738,0.135399663,0.00395357,0.010256412,0.058917186,0.227513223,0.015569726,0.042348393,0.033834639
0.658088136,0.391304411,0.080292022,0.39215683,0.369399814,0.01626014,0.167464078,0.08552631,0.091354018,0.006671591,0.010256412,0.122611457,0.312169413,0.058032575,0.029836362,0.02631583
0.099264856,0.478260882,0.173560432,0.676470609,0.445477602,0.044715491,0.24401911,0.019736788,0.117455143,0.001976785,0.020512825,0.076433064,0.312169413,0.014862013,0.010266265,0.033834639
0.099264856,0.478260882,0.145985399,0.671568539,0.442096376,0.0,0.210526367,0.026315832,0.106035864,0.005930297,0.010256412,0.103503114,0.169312227,0.01698515,0.010587098,0.046365845
0.279411734,0.304347795,0.172749435,0.539215612,0.403212175,0.036585316,0.349282293,0.0,0.091354018,0.003212276,0.013675189,0.039808843,0.132275201,0.009200261,0.005774732,0.012531348
0.591911817,0.565217354,0.565287966,0.088235245,0.079881645,0.0,0.736842163,0.019736788,0.024469815,0.205090175,0.123076948,0.299363014,0.65608463,0.092002824,0.128007679,0.174185452
0.463235368,0.478260882,0.245742135,0.470588173,0.396449722,0.01626014,0.38755987,0.052631549,0.145187579,0.007412886,0.022222213,0.138535025,0.074074051,0.067232837,0.068976555,0.127819606
0.14338234,0.565217354,0.219789183,0.622549024,0.423076905,0.0,0.468899492,0.019736788,0.045677009,0.004941904,0.008547024,0.014331103,0.111111077,0.023354562,0.03625276,0.020050157
0.665441081,0.043478236,0.376317979,0.377450976,0.357142796,0.670731632,0.53588522,0.493421071,0.141924958,0.027921915,0.006837635,0.197452211,0.391534381,0.066525124,0.051010558,0.182957395
0.375000024,0.043478236,0.260340692,0.318627439,0.253592565,0.105691018,0.435406749,0.03947369,0.084828723,0.012107751,0.039316261,0.090764321,0.111111077,0.036093438,0.055502091,0.07894735
0.680146972,0.608695589,0.2814274,0.632352927,0.602704924,0.0,0.430622037,0.125,0.168026083,0.00815418,0.039316261,0.181528643,0.275132235,0.025477699,0.062880923,0.086466158
0.433823586,0.652173825,0.162206038,0.617647073,0.511411616,0.0,0.24401911,0.019736788,0.120717764,0.002223883,0.008547024,0.0541401,0.02645504,0.018400575,0.01732433,0.022556426
0.558823468,0.608695589,0.146796483,0.568627439,0.50718513,0.0,0.287081398,0.144736788,0.109298538,0.004694806,0.054700839,0.038216532,0.206349252,0.012738876,0.024382396,0.021303291
0.224264738,0.521739118,0.187347993,0.789215612,0.568892658,0.0,0.382775157,0.04605262,0.146818942,0.01087226,0.088888853,0.136942714,0.084656037,0.023354562,0.060635223,0.060150328
0.742647102,0.173913088,0.231143577,0.166666706,0.16398987,0.930894298,0.248803822,0.092105239,0.009787915,0.004694806,0.015384578,0.232484122,0.619047605,0.080679425,0.096887984,0.203007552
0.591911817,0.34782603,0.251419288,0.406862685,0.369822443,0.186991825,0.373205733,0.006578929,0.084828723,0.001976785,0.005128166,0.052547789,0.063492066,0.014154301,0.026628162,0.008771943
0.275735356,0.434782646,0.1557178,0.544117682,0.406170772,0.0,0.22009567,0.013157859,0.052202304,0.006177395,0.005128166,0.033439446,0.111111077,0.009907974,0.014436964,0.008771943
0.275735356,0.565217354,0.135442001,0.578431342,0.431529971,0.0,0.229665094,0.013157859,0.04893963,0.000494196,0.003418777,0.019108189,0.089947106,0.009907974,0.006416399,0.017543887
0.485294204,0.608695589,0.160583956,0.514705855,0.439560408,0.0,0.311004838,0.013157859,0.057096235,0.007659984,0.041025649,0.046178239,0.105820161,0.014862013,0.025665662,0.046365845
0.466911746,0.217391323,0.256285532,0.504901952,0.426458131,0.499999948,0.39234446,0.006578929,0.104404554,0.000988393,0.006837635,0.049363014,0.232804293,0.012738876,0.010266265,0.010025078
0.393382293,0.217391323,0.217356104,0.401960733,0.324175789,0.142276439,0.287081398,0.006578929,0.115823833,0.00420061,0.003418777,0.044585928,0.148148103,0.01698515,0.011870365,0.010025078
0.44485291,0.260869559,0.193025146,0.475490124,0.396449722,0.073170737,0.301435414,0.072368451,0.106035864,0.001729687,0.013675189,0.031847136,0.116402146,0.010615739,0.01636183,0.005012539
0.621323598,0.304347795,0.357664262,0.367647073,0.339391309,0.0,0.516746371,0.473684168,0.112561159,0.034840605,0.051282062,0.380573164,0.34391537,0.073602248,0.153994174,0.309523867
0.25367652,0.565217354,0.162206038,0.632352927,0.464919703,0.0,0.267942549,0.019736788,0.075040808,0.001235491,0.008547024,0.046178239,0.116402146,0.015569726,0.005774732,0.016290752
0.194852957,0.434782646,0.178426589,0.524509758,0.369822443,0.0,0.287081398,0.052631549,0.110929848,0.005683199,0.010256412,0.092356632,0.190476198,0.02264685,0.039140193,0.05012525
0.525735309,0.695652205,0.232765659,0.705882318,0.617920539,0.0,0.339712869,0.052631549,0.130505732,0.002965178,0.005128166,0.1082802,0.153439172,0.040339712,0.072826421,0.147869621
0.591911817,0.565217354,0.107867055,0.563725488,0.51225697,0.0,0.124401911,0.006578929,0.045677009,0.003706472,0.001709389,0.011146482,0.042328095,0.012738876,0.008982999,0.02631583
0.28676468,0.34782603,0.157339881,0.637254879,0.479289868,0.028455246,0.330143566,0.0,0.106035864,0.003212276,0.010256412,0.046178239,0.089947106,0.013446588,0.006416399,0.017543887
0.709558753,0.521739118,0.093268498,0.421568658,0.407861385,0.0,0.086124335,0.032894761,0.057096235,0.002965178,0.003418777,0.038216532,0.216931238,0.019108288,0.029515528,0.041353448
0.22058836,0.478260882,0.168694276,0.568627439,0.408284015,0.0,0.263157837,0.019736788,0.070146824,0.014825772,0.023931602,0.063694271,0.333333384,0.025477699,0.034648661,0.033834639
0.327205973,0.521739118,0.236009734,0.46078427,0.355874907,0.0,0.421052612,0.125,0.110929848,0.008648377,0.165811986,0.109872511,0.201058183,0.095541386,0.101058683,0.071428541
0.176470688,0.434782646,0.29927012,0.598039148,0.416314452,0.0,0.459330189,0.019736788,0.174551378,0.004941904,0.006837635,0.159235679,0.391534381,0.026185412,0.021815796,0.021303291
0.323529406,0.521739118,0.143552321,0.583333294,0.449704088,0.0,0.205741655,0.006578929,0.047308319,0.004694806,0.005128166,0.019108189,0.095238175,0.016277438,0.011228698,0.016290752
0.088235344,0.608695589,0.124087607,0.764705855,0.499577323,0.0,0.148325351,0.019736788,0.138662337,0.004694806,0.018803436,0.133757939,0.375661479,0.017692863,0.044273326,0.062656598
0.481617637,0.34782603,0.265206849,0.529411709,0.451394701,0.170731684,0.468899492,0.006578929,0.127243058,0.005683199,0.015384578,0.036624221,0.206349252,0.012031163,0.002245699,0.012531348
0.672794027,0.608695589,0.245742135,0.436274512,0.414201114,0.0,0.444976052,0.006578929,0.040783025,0.00271808,0.037606872,0.023885275,0.047619011,0.021939137,0.033686228,0.021303291
0.503676473,0.260869559,0.175182514,0.343137197,0.296280622,0.085365842,0.272727262,0.111842141,0.039151714,0.006177395,0.001709389,0.046178239,0.174603143,0.046001412,0.048123192,0.150375891
0.71323532,0.478260882,0.287104641,0.485294145,0.470414172,0.0,0.516746371,0.019736788,0.035889094,0.00271808,0.020512825,0.017515878,0.068783135,0.016277438,0.013795298,0.027568965
0.297794192,0.478260882,0.06488238,0.573529391,0.434488568,0.0,0.181818215,0.0,0.035889094,0.000988393,0.001709389,0.001592311,0.05291008,0.015569726,0.003849866,0.005012539
0.50735304,0.434782646,0.14760748,0.382352927,0.330938242,0.01626014,0.282296686,0.052631549,0.106035864,0.007165788,0.063247863,0.060509496,0.132275201,0.01698515,0.014436964,0.0288221
0.496323527,0.782608677,0.190592068,0.735294027,0.632713429,0.0,0.296650701,0.059210478,0.119086453,0.005683199,0.008547024,0.089172011,0.037037026,0.021939137,0.045877426,0.057644058
0.07720602,0.652173825,0.100567733,0.799019515,0.518174069,0.0,0.205741655,0.013157859,0.040783025,0.00395357,0.001709389,0.023885275,0.037037026,0.011323451,0.014116131,0.041353448
0.341911864,0.521739118,0.207623704,0.568627439,0.443786989,0.0,0.344497581,0.059210478,0.123980438,0.006177395,0.023931602,0.1082802,0.158730241,0.023354562,0.024703229,0.03132837
0.764705938,0.695652205,0.163828119,0.495098048,0.49239224,0.0,0.224880382,0.006578929,0.055464924,0.004447708,0.001709389,0.02707005,0.206349252,0.012738876,0.007378899,0.012531348
0.790441152,0.478260882,0.144363405,0.426470609,0.429839358,0.0,0.205741655,0.006578929,0.040783025,0.00395357,0.005128166,0.02707005,0.100529092,0.016277438,0.014116131,0.021303291
0.422794074,0.391304411,0.170316357,0.529411709,0.435333828,0.113821088,0.373205733,0.006578929,0.127243058,0.00271808,0.015384578,0.042993618,0.153439172,0.012738876,0.012512031,0.018797022
0.250000142,0.652173825,0.124087607,0.573529391,0.420540937,0.0,0.167464078,0.0,0.052202304,0.003706472,0.001709389,0.020700654,0.259259333,0.011323451,0.006737232,0.010025078
0.238970629,0.217391323,0.184914827,0.490196097,0.356297537,0.215447175,0.239234397,0.052631549,0.094616639,0.013590281,0.023931602,0.224522261,0.502645611,0.053786248,0.067051622,0.116541393
0.867646984,0.608695589,0.113544209,0.519607806,0.54268801,0.0,0.167464078,0.006578929,0.003262621,0.000988393,0.001709389,0.031847136,0.037037026,0.01698515,0.014436964,0.011278213
0.294117625,0.565217354,0.066504461,0.617647073,0.467032946,0.0,0.095693759,0.0,0.057096235,0.001729687,0.005128166,0.023885275,0.047619011,0.012738876,0.005774732,0.013784483
0.334558919,0.521739118,0.217356104,0.573529391,0.445477602,0.0,0.296650701,0.006578929,0.063621529,0.005189003,0.003418777,0.060509496,0.169312227,0.010615739,0.017645164,0.015037617
0.812499988,0.217391323,0.227899415,0.387254879,0.394336384,0.028455246,0.358851718,0.342105239,0.092985328,0.005436101,0.064957251,0.143312111,0.164021158,0.089879686,0.05871029,0.055137789
0.632352922,0.782608677,0.099756736,0.593137197,0.551141171,0.0,0.205741655,0.0,0.00163131,0.00271808,0.001709389,0.023885275,0.015873055,0.015569726,0.030478028,0.018797022
0.408088183,0.434782646,0.289537719,0.553921585,0.450972072,0.085365842,0.483253629,0.006578929,0.106035864,0.002470981,0.017094048,0.052547789,0.153439172,0.012031163,0.005133132,0.016290752
0.356617755,0.521739118,0.145985399,0.529411709,0.417159711,0.0,0.229665094,0.013157859,0.037520404,0.001482589,0.018803436,0.004777086,0.079365121,0.007784837,0.003529033,0.011278213
0.702205808,0.565217354,0.080292022,0.534313661,0.515215567,0.0,0.066985607,0.013157859,0.04893963,0.00420061,0.005128166,0.02707005,0.201058183,0.018400575,0.016041064,0.053884654
0.334558919,0.434782646,0.157339881,0.558823536,0.434065939,0.0,0.263157837,0.006578929,0.088091344,0.002470981,0.001709389,0.02707005,0.084656037,0.011323451,0.008341332,0.005012539
0.360294133,0.34782603,0.149229562,0.485294145,0.383347445,0.130081333,0.258373246,0.013157859,0.117455143,0.000988393,0.010256412,0.022292964,0.148148103,0.010615739,0.009624598,0.017543887
0.136029394,0.826086912,0.144363405,0.725490124,0.490701627,0.0,0.296650701,0.013157859,0.029363799,0.003212276,0.006837635,0.033439446,0.031746109,0.012738876,0.030478028,0.02631583
0.466911746,0.652173825,0.549067327,0.593137197,0.501267936,0.0,0.569377963,0.236842141,0.03262642,0.122807019,0.044444426,0.906050903,0.386243465,0.086341124,0.165222939,0.161654104
0.033088348,0.521739118,0.161394953,0.671568539,0.421386292,0.0,0.301435414,0.013157859,0.068515513,0.016061263,0.068376028,0.071655978,0.063492066,0.025477699,0.028873862,0.070175406
0.15808823,0.608695589,0.161394953,0.740196097,0.508875744,0.0,0.224880382,0.013157859,0.06525284,0.007412886,0.015384578,0.103503114,0.264550249,0.01698515,0.012832798,0.045112711
0.584558871,0.565217354,0.128142766,0.480392194,0.434911198,0.0,0.153110063,0.08552631,0.097879259,0.005683199,0.022222213,0.033439446,0.433862476,0.023354562,0.008982999,0.023809561
0.654411758,0.608695589,0.356853178,0.612745121,0.576077741,0.0,0.397129173,0.217105239,0.057096235,0.119347644,0.023931602,0.417197386,0.391534381,0.046709124,0.108437582,0.146616487
0.180147066,0.260869559,0.069748624,0.534313661,0.37278104,0.056910596,0.028708152,0.052631549,0.01794452,0.007165788,0.015384578,0.219745175,0.703703794,0.046001412,0.039140193,0.016290752
0.466911746,0.608695589,0.29927012,0.725490124,0.613271329,0.0,0.449760764,0.217105239,0.130505732,0.04768965,0.035897403,0.1958599,0.402116367,0.043878275,0.076676287,0.165413508
0.235294251,0.521739118,0.106244974,0.593137197,0.430261988,0.0,0.17224879,0.0,0.04893963,0.004447708,0.001709389,0.02707005,0.142857186,0.013446588,0.016682664,0.012531348
0.624999976,0.608695589,0.075425778,0.519607806,0.480980577,0.0,0.052631592,0.013157859,0.045677009,0.00395357,0.029059848,0.035031757,0.185185281,0.013446588,0.015720231,0.03132837
0.28676468,0.608695589,0.306569355,0.627450976,0.471682156,0.0,0.354067005,0.0,0.037520404,0.00420061,0.001709389,0.055732411,0.169312227,0.025477699,0.022457463,0.027568965
0.672794027,0.478260882,0.407948085,0.333333294,0.316567982,0.0,0.593301403,0.03947369,0.078303429,0.020756127,0.056410227,0.152866282,0.497354542,0.028308549,0.045556592,0.038847178
0.533088254,0.304347795,0.157339881,0.436274512,0.383347445,0.0,0.253588534,0.03947369,0.070146824,0.005189003,0.003418777,0.044585928,0.148148103,0.111111111,0.092075684,0.060150328
0.261029465,0.521739118,0.100567733,0.627450976,0.463651719,0.0,0.19617223,0.006578929,0.070146824,0.002470981,0.003418777,0.035031757,0.05291008,0.011323451,0.020853363,0.018797022
0.621323598,0.434782646,0.203568544,0.328431342,0.303465705,0.0,0.267942549,0.059210478,0.057096235,0.008401278,0.015384578,0.121019146,0.195767267,0.025477699,0.035931994,0.020050157
0.437499965,0.478260882,0.120032447,0.6029411,0.500422582,0.0,0.205741655,0.006578929,0.037520404,0.001482589,0.018803436,0.02707005,0.137566117,0.019108288,0.043952493,0.022556426
0.305147137,0.565217354,0.138686164,0.553921585,0.421808921,0.0,0.22009567,0.026315832,0.061990219,0.005189003,0.005128166,0.047770704,0.095238175,0.007784837,0.007378899,0.007518809
0.621323598,0.565217354,0.177615592,0.495098048,0.457311895,0.0,0.258373246,0.013157859,0.106035864,0.006671591,0.005128166,0.049363014,0.105820161,0.011323451,0.0016041,0.015037617
0.680146972,0.086956616,0.0827251,0.254901952,0.243026161,0.78861786,0.043062167,0.065789522,0.081566049,0.008648377,0.029059848,0.176751557,0.978836029,0.069355974,0.066089189,0.011278213
0.452205855,0.478260882,0.088402254,0.549019633,0.459847863,0.0,0.138755926,0.006578929,0.053833614,0.000988393,0.003418777,0.012738793,0.074074051,0.011323451,0.013153631,0.015037617
0.514705985,0.434782646,0.476074628,0.588235245,0.511411616,0.0,0.698564586,0.098684168,0.094616639,0.04497157,0.07863244,0.515923568,0.158730241,0.04246285,0.098171317,0.249373397
0.474264691,0.565217354,0.129764848,0.504901952,0.428571374,0.0,0.306220126,0.032894761,0.125611748,0.004694806,0.02735046,0.084394925,0.111111077,0.017692863,0.025986495,0.018797022
0.647058812,0.565217354,0.191403065,0.367647073,0.344463244,0.0,0.248803822,0.006578929,0.057096235,0.007412886,0.008547024,0.063694271,0.211640169,0.028308549,0.01989093,0.013784483
0.106617802,0.173913088,0.313057593,0.25,0.164835129,0.215447175,0.358851718,0.072368451,0.022838504,0.093649613,0.063247863,0.5541401,0.523809582,0.209483346,0.273018921,0.590225492
0.319853028,0.652173825,0.096512573,0.583333294,0.448436199,0.0,0.157894775,0.006578929,0.052202304,0.001482589,0.005128166,0.022292964,0.068783135,0.013446588,0.003208199,0.016290752
0.613970653,0.478260882,0.197080306,0.573529391,0.527895119,0.0,0.363636308,0.019736788,0.061990219,0.001482589,0.006837635,0.036624221,0.079365121,0.021231425,0.006737232,0.0288221
0.415441129,0.434782646,0.134631004,0.5,0.409129274,0.0,0.205741655,0.013157859,0.053833614,0.006177395,0.003418777,0.033439446,0.084656037,0.01698515,0.010587098,0.010025078
0.757352993,0.565217354,0.24493105,0.426470609,0.422654275,0.0,0.325358853,0.04605262,0.133768353,0.00691869,0.042735038,0.098726028,0.296296359,0.020523712,0.024382396,0.02631583
0.327205973,0.521739118,0.252230373,0.475490124,0.367286571,0.0,0.368421021,0.072368451,0.130505732,0.01507287,0.058119616,0.095541407,0.206349252,0.023354562,0.019249263,0.025062696
0.180147066,0.391304411,0.025952952,0.568627439,0.396872351,0.0,0.028708152,0.0,0.037520404,0.003459374,0.001709389,0.012738793,0.02645504,0.005661699,0.001283266,0.015037617
0.768382316,0.434782646,0.085158178,0.421568658,0.420118308,0.0,0.100478471,0.032894761,0.044045699,0.002470981,0.003418777,0.038216532,0.190476198,0.016277438,0.017645164,0.018797022
0.562500035,0.565217354,0.24493105,0.627450976,0.560862221,0.0,0.39234446,0.006578929,0.084828723,0.000988393,0.008547024,0.038216532,0.153439172,0.01698515,0.025024063,0.015037617
0.878676496,0.521739118,0.134631004,0.495098048,0.519442053,0.0,0.200956942,0.006578929,0.004893984,0.000988393,0.001709389,0.049363014,0.005291069,0.021939137,0.014116131,0.010025078
0.132353016,0.043478236,0.130575845,0.666666588,0.449704088,0.028455246,0.177033503,0.013157859,0.099510623,0.00420061,0.005128166,0.079617839,0.280423304,0.019108288,0.007378899,0.032581504
0.805147043,0.434782646,0.249797294,0.39215683,0.39771761,0.0,0.368421021,0.03947369,0.123980438,0.00815418,0.068376028,0.140127336,0.100529092,0.044585987,0.035290327,0.02631583
0.261029465,0.695652205,0.165450113,0.617647073,0.456466541,0.0,0.205741655,0.013157859,0.096247949,0.000988393,0.005128166,0.035031757,0.095238175,0.01698515,0.023419963,0.037594044
0.658088136,0.521739118,0.164639116,0.539215612,0.508030389,0.0,0.234449807,0.006578929,0.05057094,0.001235491,0.001709389,0.031847136,0.074074051,0.013446588,0.023419963,0.008771943
0.79411753,0.304347795,0.673965931,0.259803903,0.262468261,0.085365842,0.765550315,0.407894761,0.086460034,0.10625156,0.241025649,0.420382161,0.312169413,0.089879686,0.105870982,0.129072741
0.371323645,0.565217354,0.106244974,0.637254879,0.50718513,0.0,0.19617223,0.006578929,0.06688415,0.000988393,0.001709389,0.022292964,0.010581986,0.02264685,0.008662165,0.025062696
0.128676449,0.304347795,0.257096529,0.696078415,0.468300929,0.0,0.210526367,0.04605262,0.115823833,0.026686424,0.029059848,0.441082814,0.624338674,0.033262588,0.044594159,0.04761898
0.55514709,0.565217354,0.043795672,0.529411709,0.471259526,0.0,0.038277455,0.006578929,0.029363799,0.000988393,0.001709389,0.006369396,0.021163971,0.009907974,0.005133132,0.013784483
0.819852934,0.652173825,0.21654502,0.681372561,0.69611157,0.0,0.320574141,0.026315832,0.107667228,0.005683199,0.008547024,0.092356632,0.169312227,0.02264685,0.008662165,0.038847178
0.650735379,0.478260882,0.278994322,0.450980367,0.423076905,0.0,0.401913885,0.019736788,0.063621529,0.00271808,0.008547024,0.044585928,0.34391537,0.023354562,0.033686228,0.020050157
0.297794192,0.565217354,0.271695087,0.593137197,0.449281458,0.0,0.349282293,0.006578929,0.068515513,0.00271808,0.003418777,0.084394925,0.153439172,0.007077124,0.007699665,0.021303291
0.113970747,0.434782646,0.142741324,0.573529391,0.381656736,0.0,0.248803822,0.006578929,0.01631321,0.006177395,0.001709389,0.035031757,0.05291008,0.016277438,0.026628162,0.027568965
0.466911746,0.478260882,0.141119242,0.558823536,0.472104786,0.0,0.210526367,0.32894738,0.083197413,0.009883867,0.039316261,0.098726028,0.206349252,0.024769987,0.035290327,0.053884654
0.356617755,0.260869559,0.152473637,0.524509758,0.413355855,0.256097527,0.339712869,0.006578929,0.101141933,0.002470981,0.005128166,0.019108189,0.158730241,0.009200261,0.007058065,0.022556426
0.113970747,0.521739118,0.197080306,0.838235245,0.558326254,0.0,0.301435414,0.03947369,0.154975547,0.012849045,0.020512825,0.114649596,0.391534381,0.024769987,0.035931994,0.058897193
0.665441081,0.391304411,0.188969987,0.323529391,0.306001672,0.0,0.277511974,0.065789522,0.055464924,0.014578674,0.018803436,0.068471357,0.158730241,0.031139399,0.033686228,0.081453619
0.628676543,0.521739118,0.12327661,0.519607806,0.481825836,0.0,0.191387518,0.059210478,0.110929848,0.001976785,0.023931602,0.041401307,0.375661479,0.01698515,0.018286763,0.037594044
0.702205808,0.34782603,0.257907526,0.303921585,0.292899396,0.073170737,0.296650701,0.013157859,0.00163131,0.006177395,0.003418777,0.399681507,0.105820161,0.073602248,0.10170035,0.080200485
0.15808823,0.391304411,0.205190625,0.475490124,0.326289032,0.028455246,0.4162679,0.013157859,0.061990219,0.01087226,0.013675189,0.074840754,0.100529092,0.011323451,0.030798795,0.022556426
0.099264856,0.434782646,0.145174402,0.612745121,0.403212175,0.01626014,0.191387518,0.032894761,0.140293648,0.006177395,0.008547024,0.157643214,0.465608432,0.036093438,0.048123192,0.010025078
0.378676591,0.217391323,0.167883191,0.524509758,0.419273049,0.215447175,0.334928278,0.0,0.063621529,0.003212276,0.003418777,0.036624221,0.179894212,0.008492549,0.004170632,0.020050157
0.312500083,0.391304411,0.094890492,0.544117682,0.416314452,0.044715491,0.177033503,0.019736788,0.081566049,0.003212276,0.013675189,0.058917186,0.275132235,0.016277438,0.027590595,0.016290752
0.150735285,0.34782603,0.164639116,0.60784317,0.415469097,0.0,0.229665094,0.019736788,0.125611748,0.003459374,0.010256412,0.103503114,0.275132235,0.020523712,0.03785686,0.02631583
0.753676425,0.478260882,0.457420911,0.406862685,0.40278945,0.0,0.674641147,0.184210478,0.104404554,0.256733395,0.046153815,0.689490504,0.460317516,0.088464261,0.098812917,0.211779495
0.415441129,0.695652205,0.114355293,0.60784317,0.49746408,0.0,0.234449807,0.013157859,0.057096235,0.001482589,0.010256412,0.017515878,0.068783135,0.009907974,0.016041064,0.017543887
0.500000094,0.521739118,0.190592068,0.480392194,0.414201114,0.0,0.478468916,0.013157859,0.071778134,0.014331575,0.011965801,0.028662361,0.121693215,0.031139399,0.019570097,0.041353448
