Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103
-0.181249,-0.0314129999999999,0.100854,0.212946,0.099814,0.0326199999999999,-0.121165,-0.15871,-0.210179,-0.144061,0.075282,0.212457,0.203931,0.0305,-0.004804,-0.025361,-0.1681099999999999,-0.095541,-0.164777,-0.131566,-0.074362,-0.02194,0.116612,0.1231329999999999,0.105039,0.017977,0.004971,-0.000474,0.004944,-0.050711,-0.03788,-0.047972,0.0493829999999999,-0.010586,-0.052432,-0.022053,-0.0395649999999999,0.1005559999999999,0.009279,0.062215,0.060112,-0.162459,-0.005417,0.017086,-0.154608,-0.092171,-0.104012,0.00861,0.190915,0.1390809999999999,0.054513,0.04153,0.048537,0.081176,-0.05313,-0.021215,0.162391,0.069572,-0.103876,-0.026514,-0.0575679999999999,-0.058572,-0.09242,0.220659,0.020986,0.059682,-0.0169199999999999,-0.062223,-0.079914,-0.067697,-0.073598,-0.100138,0.096116,0.046717,0.004892,0.000695,-0.056241,0.042273,-0.0656539999999999,0.185113,0.145727,-0.069391,-0.0661279999999999,-0.0808929999999999,-0.051385,-0.049601,-0.048748,-0.07075,-0.058793,-0.0893429999999999,-0.0869559999999999,-0.066695,0.092855,-0.064872,0.149714,-0.059883,0.198485,0.196138,-0.046441,-0.0586659999999999,-0.071884,-0.041781,0.020336
0.066422,-0.016577,0.057975,-0.004986,-0.011273,-0.041068,0.034675,0.067364,0.083365,0.123015,0.010707,0.12049,0.1294529999999999,0.102332,0.089621,0.170266,0.059498,0.126799,-0.092596,0.014903,0.078639,0.067926,0.112267,0.134788,0.081385,0.135431,0.14451,0.143623,0.0576799999999999,0.0789909999999999,0.072014,0.062472,0.043452,0.054719,0.084209,0.0573529999999999,0.094954,0.066001,0.040561,-0.012402,0.018169,0.0381899999999999,0.080912,0.059357,0.0530919999999999,0.0450029999999999,0.05123,0.167163,-0.1580069999999999,-0.1882859999999999,-0.131684,-0.07771,-0.015797,0.0817669999999999,0.120502,0.195142,-0.2162639999999999,-0.20475,-0.03511,-0.103675,-0.225983,-0.173779,-0.094259,-0.157466,0.149615,0.1195089999999999,0.012591,-0.069197,-0.001738,-0.078357,-0.061282,-0.124971,0.1059809999999999,0.092842,0.024283,0.143876,0.142247,-0.12994,-0.14665,0.068853,0.092655,-0.0677519999999999,-0.055371,-0.082989,-0.0310709999999999,-0.037536,-0.042256,-0.061581,-0.05823,-0.076542,-0.075834,-0.051115,0.0748549999999999,-0.041821,0.161577,-0.049803,0.085426,0.082244,-0.043668,-0.053834,-0.0521779999999999,-0.013186,0.1166099999999999
0.076186,0.476572,0.021959,-0.036541,0.01636,0.01866,0.008654,0.054223,0.056713,0.026074,-0.024746,-0.246453,0.0393839999999999,0.008168,-0.025745,0.064216,-0.031734,0.05013,-0.050772,0.027326,0.033162,0.097354,0.079608,0.089862,-0.0097629999999999,-0.110976,-0.064909,-0.013932,-0.001744,-0.064223,-0.002224,-0.1042599999999999,0.241008,0.1552609999999999,0.097696,-0.022546,-0.031735,-0.047891,-0.3977949999999999,-0.043212,0.048793,0.016404,-0.065898,-0.024902,0.024056,-0.036873,-0.0274829999999999,0.052114,-0.017186,0.082675,-0.02315,-0.003534,0.017618,-0.12766,-0.070851,0.019101,-0.120518,-0.066941,0.06684,-0.0940059999999999,0.0179229999999999,0.08265,0.051496,0.0720919999999999,-0.036043,-0.04923,-0.053189,0.023798,0.002639,0.08882,0.070632,0.203317,0.068458,-0.041298,-0.130824,-0.0271,-0.061172,-0.122234,-0.0991659999999999,-0.100697,-0.021324,-0.024942,0.091693,0.151446,0.0260269999999999,-0.022253,-0.178886,-0.067448,0.0336459999999999,0.101259,0.063519,0.197633,-0.094359,-0.028597,0.005211,0.014244,-0.088101,-0.073777,-0.01952,-0.07251,-0.009597,0.0037189999999999,0.05386
-0.066495,0.021637,-0.021214,0.024682,-0.047734,0.020759,0.017231,-0.037005,-0.0429709999999999,0.055819,-0.0274209999999999,-0.044718,-0.047036,-0.1105119999999999,-0.0519909999999999,-0.103923,-0.073906,-0.0609279999999999,-0.045863,0.229815,-0.0059159999999999,0.149844,0.174065,0.197847,0.207555,0.2566739999999999,0.2205099999999999,0.1834339999999999,0.198895,0.184293,0.162377,0.217463,-0.109577,-0.09573,-0.118425,-0.11367,-0.0169889999999999,-0.081327,-0.0493529999999999,-0.099033,-0.070082,-0.051858,-0.040482,0.065537,0.034608,-0.063903,0.012579,0.083963,-0.08965,-0.074807,-0.08757,-0.16426,-0.182679,0.011705,0.027356,-0.146901,-0.161551,-0.078316,0.1017,0.064912,0.065965,0.049671,0.1154869999999999,0.089768,-0.04059,-0.109172,0.008633,0.034332,-0.007837,-0.030017,-0.046916,0.161777,-0.051026,-0.171653,-0.017369,0.133249,0.1862079999999999,0.046125,0.162904,0.016034,-0.018877,-0.024512,-0.017347,-0.043732,0.001438,0.0040659999999999,0.009603,-0.031858,-0.021691,-0.037229,-0.037616,-0.015124,-0.034385,-0.002351,-0.007023,-0.001184,-0.009378,-0.01318,-0.008307,-0.034035,-0.020611,0.043972,0.128178
0.037344,0.046704,0.025498,0.007509,0.045433,0.085073,0.074499,0.147925,0.015821,0.0468779999999999,-0.047229,0.010213,0.072906,-0.0281279999999999,0.012025,-0.047026,0.121485,0.108076,0.1106829999999999,0.001326,0.023021,0.231325,0.140238,0.078461,0.04149,-0.0972529999999999,-0.1375569999999999,-0.066342,-0.006143,-0.122016,-0.075005,0.006314,0.096676,-0.00349,-0.02351,-0.01884,0.0341029999999999,0.019635,-0.027099,-0.0512539999999999,-0.074712,-0.022053,-0.035612,-0.187301,-0.058724,-0.127615,-0.0365889999999999,-0.132153,-0.137216,-0.0936309999999999,-0.131816,-0.170045,-0.156726,0.232713,-0.119978,-0.1353079999999999,0.032436,-0.051582,0.03105,-0.02567,0.096243,0.015059,0.021838,0.174229,0.048553,-0.034863,-0.052061,0.017168,0.010229,0.045922,0.038391,0.076918,-0.0236639999999999,0.106638,0.177344,0.049725,0.112491,0.08872,0.081888,-0.127159,-0.094225,-0.112314,0.323382,-0.081372,0.149106,-0.0169169999999999,-0.143374,-0.089752,0.018137,-0.1019549999999999,-0.029642,0.2585449999999999,0.033638,-0.023253,0.05289,-0.133011,0.108928,-0.018587,0.01612,0.139507,0.0483899999999999,-0.140663,-0.032647
0.021791,0.03564,-0.062395,-0.000153,-0.0601679999999999,0.014281,-0.0297029999999999,0.002901,0.0206979999999999,-0.001022,0.026924,0.03911,0.050968,-0.064474,0.099339,0.063052,0.066243,0.0559879999999999,0.031297,0.12487,-0.014726,0.192184,0.172556,0.192573,0.261901,0.169504,0.1113329999999999,0.097264,0.122366,0.1116369999999999,0.0912169999999999,0.1066859999999999,-0.007881,-0.01334,0.042711,0.0072819999999999,0.0615289999999999,0.084332,0.005323,0.007776,0.0498889999999999,-0.031814,0.021285,0.041901,0.0166979999999999,-0.016766,0.040247,0.128912,-0.05445,0.005492,0.0300019999999999,0.012164,0.0398139999999999,-0.0073409999999999,0.077337,0.045344,-0.071156,-0.059604,-0.029192,-0.07779,-0.257725,-0.192572,-0.198078,-0.164053,0.071864,0.090428,0.023883,-0.058989,-0.081039,-0.1288109999999999,-0.1242839999999999,-0.203151,0.102302,-0.004835,0.032371,0.140828,0.049769,-0.138827,-0.190485,0.203302,0.131914,-0.080513,-0.0619399999999999,-0.093615,-0.055427,-0.055163,-0.058509,-0.066558,-0.063552,-0.085753,-0.0835809999999999,-0.064204,0.163966,-0.0621049999999999,0.150638,-0.0589429999999999,0.180392,0.174557,-0.0543919999999999,-0.073233,-0.069877,-0.031701,0.0187349999999999
-0.1191339999999999,-0.166581,0.019262,0.007121,0.145813,0.167589,0.165681,0.102025,0.1144049999999999,0.057098,0.014929,0.016992,0.056982,0.205229,0.083621,0.105027,0.090054,0.068446,-0.1052049999999999,-0.1120589999999999,-0.141347,-0.0743419999999999,-0.014708,-0.027538,0.100198,0.004901,-0.03946,-0.110832,0.004719,-0.089272,-0.150774,-0.193146,-0.008317,-0.039021,0.071155,-0.076422,-0.021274,-0.063314,-0.086162,-0.0615919999999999,0.04051,-0.043198,-0.064198,-0.037041,-0.057145,-0.090965,-0.074246,0.0105569999999999,0.0362399999999999,0.0305,0.027089,0.036883,0.00402,0.052637,0.098327,0.0258519999999999,0.059075,-0.015112,-0.0251909999999999,-0.15941,0.026744,-0.058648,-0.010181,-0.021053,0.065697,0.024483,-0.123399,0.021186,0.5866859999999999,0.04863,-0.068317,-0.070423,0.065987,0.078953,0.131457,0.0724279999999999,0.1010269999999999,-0.002967,-0.035614,0.0562019999999999,0.150676,0.0298699999999999,-0.040867,-0.034044,-0.079298,-0.080125,-0.061288,-0.024724,-0.032937,-0.1046359999999999,-0.101377,-0.056133,0.037172,-0.031638,0.016814,-0.027097,0.120429,0.085238,-0.0215479999999999,0.037129,-0.010345,-0.067295,0.062693
-0.056269,-0.018791,-0.103832,-0.024485,-0.001058,-0.008781,-0.030855,-0.081396,-0.116578,-0.008793,-0.133383,-0.0840679999999999,-0.068379,-0.0767159999999999,-0.134625,-0.081902,0.089298,-0.10518,0.151842,0.1027609999999999,-0.043831,-0.109574,-0.200962,-0.122458,-0.135001,-0.109089,-0.011672,-0.082254,-0.075759,0.0233,-0.027086,-0.126343,-0.060044,0.022681,0.0199449999999999,-0.011429,0.00614,0.002054,0.0570179999999999,0.092696,0.009902,0.034049,-0.015175,-0.138065,0.094806,0.003384,0.0566809999999999,-0.097624,-0.034768,-0.137031,-0.0618509999999999,0.001331,0.060528,0.110265,0.065676,0.1911119999999999,0.014801,-0.01516,-0.011299,0.100188,0.034454,0.047754,-0.05619,0.007073,-0.005347,0.037863,0.042682,-0.053692,-0.072175,-0.019903,-0.057887,-0.035369,-0.011533,-0.001194,0.050445,0.035881,0.105296,0.246602,0.233459,0.019009,0.258414,-0.125609,-0.046504,-0.040276,-0.00752,0.29689,-0.04734,-0.0788659999999999,-0.116345,0.20382,0.1872599999999999,0.160317,-0.034422,0.02499,-0.107243,-0.100671,-0.087671,-0.10444,0.064778,0.005885,0.216948,-0.100344,-0.124943
-0.192122,0.0172949999999999,-0.016815,-0.0092909999999999,-0.2448699999999999,-0.179795,-0.299496,-0.106376,-0.150694,0.004663,-0.019295,-0.056847,-0.1511809999999999,-0.1188299999999999,-0.147589,-0.026003,-0.064937,-0.057953,0.090128,0.0701789999999999,0.100748,0.060201,-0.069978,0.018574,0.0594429999999999,-0.071841,-0.046554,-0.060711,0.010418,-0.091788,-0.04905,0.00249,0.108555,0.062402,0.014383,-0.0898809999999999,-0.042323,-0.007317,-0.082353,0.005123,0.2111869999999999,-0.03333,-0.041808,0.057594,-0.014066,-0.04214,-0.040447,0.067233,0.0070819999999999,0.118016,0.064714,0.069621,0.091537,0.061348,-0.15175,-0.065733,0.181528,0.128992,-0.00628,0.006681,0.00308,0.018409,-0.013875,-0.009766,0.018213,0.037134,0.011295,-0.002119,-0.136008,0.039191,-0.035449,0.089145,-0.1539319999999999,-0.072399,0.060591,-0.0760899999999999,-0.122166,0.084934,0.033375,0.301259,0.20338,-0.031437,-0.047666,-0.095353,-0.0799309999999999,-0.0594639999999999,-0.0261,-0.065145,-0.062676,-0.071332,-0.069622,-0.048627,0.054464,-0.084143,0.2635929999999999,-0.067452,0.1749869999999999,0.121041,-0.012851,-0.07451,-0.073459,-0.023494,-0.067702
-0.031477,-0.031305,-0.052596,-0.005454,-0.163053,-0.038104,-0.080736,0.001219,-0.024398,-0.077841,-0.091424,-0.027337,0.0064239999999999,0.092024,-0.069515,0.02727,-0.063976,0.035761,0.155348,0.414249,0.051759,-0.137479,-0.104889,-0.084536,0.081967,0.034841,-0.087323,0.025185,0.017516,0.048364,0.013253,0.1358339999999999,-0.080525,-0.021293,0.014128,-0.0224289999999999,0.022102,0.043378,0.042955,0.02288,-0.004686,-0.033451,-0.0303009999999999,0.071513,0.15448,0.156951,0.162217,-0.006972,-0.10282,-0.146609,-0.124252,-0.037119,-0.145809,0.023823,0.070132,-0.005912,-0.069031,-0.002137,-0.025563,0.064231,0.0513919999999999,-0.016814,-0.092339,-0.016093,-0.027839,0.153678,-0.228872,0.118964,-0.065795,0.0590889999999999,0.0298519999999999,-0.035756,-0.105297,-0.142808,0.087508,0.074978,-0.02688,0.122218,0.111293,-0.049446,-0.038008,0.015735,-0.0658,-0.064396,-0.030072,-0.00173,0.012493,0.340363,-0.022961,-0.037833,-0.037873,-0.079482,-0.006344,-0.067974,-0.077308,-0.000646,-0.039965,-0.042759,0.359109,0.026525,-0.00868,-0.046103,-0.048073
