daysUntilLastIssue,source.city_initiated,source.android,source.remote_api_created,source.new_map_widget,source.iphone,tag_type.tree,tag_type.street_light,tag_type.graffiti,tag_type.pothole,tag_type.signs,tag_type.overgrowth,tag_type.traffic,tag_type.trash,tag_type.blighted_property,tag_type.sidewalk,latitude,longitude,city.Oakland,city.Chicago,city.NH,city.Richmond,distanceFromCenter,target_num_views,target_num_votes,target_num_comments
0.153846154,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.982256673,0.700272923,0,1,0,0,0.288105918,0,0,0
0.538461538,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.007668687,0.906111752,0,0,0,1,0.347273564,0.029850746,0.047619048,0
0.167582418,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.930317311,0.703125366,0,1,0,0,0.817862749,0,0,0
0.085164835,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.926284647,0.703241196,0,1,0,0,0.898027822,0.001066098,0,0
0.208791209,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.8454982,0.99898887,0,0,1,0,0.033541674,0.063965885,0.095238095,0
0.076923077,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.979394627,0.700181894,0,1,0,0,0.254589619,0,0,0
0.28021978,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.845675899,0.999016139,0,0,1,0,0.038385903,0.147121535,0.380952381,0.1
0.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023511077,0.906193496,0,0,0,1,0.234028173,0.010660981,0.047619048,0
0.554945055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001677388,0.90744122,0,0,0,1,0.364883491,0.006396588,0.047619048,0
0.406593407,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.008756159,0.907476498,0,0,0,1,0.226851793,0.035181237,0.047619048,0
0.115384615,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.927111713,0.700773218,0,1,0,0,0.836010154,0,0,0
0.134615385,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.959681476,0.699416017,0,1,0,0,0.359862793,0,0,0
0.815934066,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.083782096,0.001000327,1,0,0,0,0.113173881,0.08315565,0.095238095,0.05
0.612637363,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.008582848,0.907541534,0,0,0,1,0.229693741,0.017057569,0.095238095,0
0.384615385,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.083154666,0.000495946,1,0,0,0,0.082870921,0.02771855,0.19047619,0.05
0.156593407,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.934169863,0.70272937,0,1,0,0,0.726762406,0.001066098,0,0
0.134615385,0,0,0,0,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.022066232,0.906186537,0,0,0,1,0.230104347,0.012793177,0.095238095,0
0.090659341,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.981771402,0.699895618,0,1,0,0,0.319165501,0,0,0
0.03021978,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.970217475,0.700205622,0,1,0,0,0.175129266,0.001066098,0,0
0.153846154,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.983590071,0.698107566,0,1,0,0,0.569703268,0.002132196,0,0
0.994505495,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.079120685,0.000316821,1,0,0,0,0.044330464,0.039445629,0.142857143,0.05
0.398351648,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0.023527969,0.907884733,0,0,0,1,0.072430454,0.040511727,0.047619048,0
0.612637363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016244954,0.906854022,0,0,0,1,0.143316521,0.046908316,0.095238095,0
0.728021978,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.017520436,0.905938089,0,0,0,1,0.276491302,0.017057569,0.047619048,0
0.340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019322652,0.907394127,0,0,0,1,0.03488191,0.010660981,0.047619048,0
0.200549451,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.960052669,0.701414386,0,1,0,0,0.189505093,0,0,0
0.013736264,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.970693751,0.701067181,0,1,0,0,0.041576174,0.002132196,0,0
0.612637363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021327576,0.907834606,0,0,0,1,0.040966032,0.011727079,0.047619048,0
0.129120879,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.983473799,0.697396772,0,1,0,0,0.669967278,0,0,0
0.035714286,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.942048498,0.702799847,0,1,0,0,0.586169034,0,0,0
0.708791209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019479071,0.906785326,0,0,0,1,0.129832263,0.014925373,0.095238095,0
0.18956044,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.941562349,0.70070345,0,1,0,0,0.558732242,0.001066098,0,0
0.236263736,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.08145512,0.000702926,1,0,0,0,0.050190828,0.023454158,0.047619048,0
0.129120879,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.988020912,0.700222999,0,1,0,0,0.388704411,0.002132196,0,0
0.142857143,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.97410425,0.699003028,0,1,0,0,0.372834947,0.001066098,0,0
0.903846154,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.02008566,0.906728746,0,0,0,1,0.137878297,0.025586354,0.047619048,0
0.203296703,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.979437845,0.699163219,0,1,0,0,0.38515659,0,0,0
0.173076923,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.948298228,0.70168104,0,1,0,0,0.421528677,0,0,0
0.032967033,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.966976777,0.700213714,0,1,0,0,0.183272185,0,0,0
0.032967033,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.947547944,0.699868309,0,1,0,0,0.491015685,0,0,0
0.478021978,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.011922926,0.906486103,0,0,0,1,0.244429425,0.053304904,0.19047619,0.05
0.071428571,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.953483301,0.700740266,0,1,0,0,0.33111806,0.001066098,0,0
0.302197802,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.011977333,0.908370605,0,0,0,1,0.209780499,0.006396588,0.047619048,0
0.936813187,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.016732858,0.908038835,0,0,0,1,0.103510797,0.045842217,0.047619048,0
0.181318681,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.940330743,0.700456377,0,1,0,0,0.590316617,0,0,0
0,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.951693151,0.699262279,0,1,0,0,0.480179606,0,0,0
0.145604396,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.936117529,0.702574156,0,1,0,0,0.683351192,0.003198294,0,0
0.002747253,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.979035938,0.700034852,0,1,0,0,0.266845519,0.001066098,0,0
0.747252747,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.028826462,0.907107487,0,0,0,1,0.174027781,0.019189765,0.047619048,0
0.145604396,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.94301553,0.70192077,0,1,0,0,0.528920625,0.001066098,0,0
0.145604396,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.986048456,0.698352758,0,1,0,0,0.560784119,0,0,0
0.049450549,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0.060373909,0.002231302,1,0,0,0,0.445101619,0.003198294,0,0
0.285714286,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.015400775,0.908144267,0,0,0,1,0.134419286,0.001066098,0.047619048,0
0.005494505,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.993841313,0.699747484,0,1,0,0,0.523842258,0.001066098,0,0
0.214285714,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.847030358,0.997888512,0,0,1,0,0.136768738,0.00533049,0.047619048,0
0.043956044,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.977301511,0.700318862,0,1,0,0,0.210958108,0,0,0
0.184065934,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.962475295,0.699953088,0,1,0,0,0.259306975,0,0,0
0.126373626,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.996272714,0.697700141,0,1,0,0,0.764148321,0.001066098,0,0
0.071428571,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.930527697,0.703240609,0,1,0,0,0.820400203,0,0,0
0.387362637,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.024755406,0.905945088,0,0,0,1,0.280533926,0.007462687,0.047619048,0
0.008241758,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.963006636,0.700422069,0,1,0,0,0.194823364,0.001066098,0,0
0.096153846,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.980047285,0.699685726,0,1,0,0,0.322054737,0,0,0
0.192307692,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.971466631,0.701416045,0,1,0,0,0.02612885,0.002132196,0,0
0.195054945,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.935930177,0.701738752,0,1,0,0,0.662147308,0,0,0
0.17032967,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.942448868,0.701233764,0,1,0,0,0.53255495,0,0,0
0.43956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978956961,0.698988221,0,1,0,0,0.405551948,0.02771855,0.047619048,0.05
0.368131868,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.080363699,0.000874505,1,0,0,0,0.049903634,0.035181237,0,0
0.10989011,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.986053283,0.700091897,0,1,0,0,0.365448651,0,0,0
0.096153846,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.978867234,0.698728708,0,1,0,0,0.442143179,0,0,0
0.126373626,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.960518196,0.699389355,0,1,0,0,0.354715223,0,0,0
0.618131868,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.072460932,0.002001343,1,0,0,0,0.258819092,0.143923241,0,0
0.162087912,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.976961251,0.69946406,0,1,0,0,0.321307342,0.002132196,0,0
0.785714286,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.019382982,0.906995522,0,0,0,1,0.095673527,0.014925373,0.095238095,0
0.162087912,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.949349721,0.69934283,0,1,0,0,0.506795185,0,0,0
0.184065934,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.963677723,0.700296409,0,1,0,0,0.201623739,0.002132196,0,0
0.186813187,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.982609218,0.699132836,0,1,0,0,0.421729367,0,0,0
0.151098901,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.995151457,0.697553402,0,1,0,0,0.767464311,0.001066098,0,0
0.008241758,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.962292112,0.699284996,0,1,0,0,0.353050884,0,0,0
0.17032967,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.997970505,0.697775837,0,1,0,0,0.777969368,0.047974414,0,0
0.074175824,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.94399726,0.702159549,0,1,0,0,0.517991121,0.002132196,0,0
0.192307692,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.005164671,0.907414376,0,0,0,1,0.297456434,0.00533049,0.047619048,0
0.35989011,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.024239203,0.907879838,0,0,0,1,0.082724441,0.029850746,0.047619048,0
0.013736264,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.950166477,0.699513337,0,1,0,0,0.477829001,0,0,0
0.535714286,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.00209509,0.907460983,0,0,0,1,0.35656641,0.00533049,0.047619048,0
0.362637363,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.012100405,0.906462193,0,0,0,1,0.245077629,0.011727079,0.047619048,0
0.046703297,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.943783803,0.699549364,0,1,0,0,0.579466697,0,0,0
0.376373626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843404865,0.999419114,0,0,1,0,0.107371187,0,0,0
0.093406593,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.973477478,0.700668596,0,1,0,0,0.121966157,0,0,0
0.131868132,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.963625071,0.700239586,0,1,0,0,0.20945755,0.012793177,0,0
0.571428571,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.005797366,0.907449331,0,0,0,1,0.28468843,0.015991471,0.047619048,0
0.392857143,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.016740097,0.905551236,0,0,0,1,0.343071772,0.009594883,0.047619048,0
0.068681319,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.977464731,0.700160229,0,1,0,0,0.23220928,0,0,0
0.06043956,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.933922182,0.701205768,0,1,0,0,0.698768528,0.001066098,0,0
0.17032967,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.980636982,0.69894036,0,1,0,0,0.427093774,0,0,0
0.703296703,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.002695536,0.906979763,0,0,0,1,0.358408371,0.017057569,0.047619048,0
0.054945055,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.025091279,0.907388746,0,0,0,1,0.088505221,0.003198294,0.047619048,0
0.013736264,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.9203528,0.703000394,0,1,0,0,0.997321833,0,0,0
0.145604396,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.948441483,0.700038574,0,1,0,0,0.463300927,0.001066098,0,0
0.804945055,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.014998869,0.908254007,0,0,0,1,0.152923089,0.013859275,0.047619048,0
0.197802198,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.949529175,0.700553211,0,1,0,0,0.413419207,0.001066098,0,0
0.491758242,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.021409625,0.906909954,0,0,0,1,0.108275443,0.007462687,0.095238095,0
0.057692308,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.950407138,0.699860643,0,1,0,0,0.44321929,0.001066098,0,0
0.307692308,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.077700192,0.001096535,1,0,0,0,0.079877879,0.004264392,0,0
0.145604396,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.949478718,0.698575961,0,1,0,0,0.587271672,0,0,0
0.480769231,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.077900926,0.00030606,1,0,0,0,0.048438832,0.015991471,0.19047619,0.05
0.054945055,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.982088846,0.69885989,0,1,0,0,0.452153433,0.002132196,0,0
0.590659341,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.075743971,0.001639492,1,0,0,0,0.177722082,0.051172708,0,0
0.101648352,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.95491213,0.701865202,0,1,0,0,0.300494457,0,0,0
0.208791209,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.985054002,0.698628212,0,1,0,0,0.514053455,0,0,0
0.101648352,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.985143948,0.700853688,0,1,0,0,0.300704374,0,0,0
0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.025001333,0.907054529,0,0,0,1,0.117988122,0.013859275,0.047619048,0
0.038461538,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.963419292,0.700021602,0,1,0,0,0.240293376,0,0,0
0.151098901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020289026,0.906821494,0,0,0,1,0.122131092,0.001066098,0.047619048,0
0.115384615,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.982216745,0.699777382,0,1,0,0,0.338503202,0,0,0
0.043956044,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.936943937,0.701812142,0,1,0,0,0.643683875,0.003198294,0,0
0.722527473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020782633,0.907225299,0,0,0,1,0.054442216,0.012793177,0.095238095,0
0.148351648,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.98869178,0.69791505,0,1,0,0,0.646593873,0.001066098,0,0
0.17032967,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.961870022,0.70022662,0,1,0,0,0.232472252,0,0,0
0,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.948420204,0.699787597,0,1,0,0,0.482359509,0,0,0
0.096153846,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.937215531,0.702423938,0,1,0,0,0.656375755,0,0,0
0.376373626,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.845438748,0.998567568,0,0,1,0,0.02486935,0.164179104,0.19047619,0
0.046703297,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.968845246,0.698457178,0,1,0,0,0.450748606,0,0,0
0.06043956,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.933134823,0.70046548,0,1,0,0,0.7270669,0.001066098,0,0
0.637362637,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.071088703,0.001220719,1,0,0,0,0.176925091,0.084221748,0.142857143,0.1
0.046703297,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.967260436,0.700205036,0,1,0,0,0.182922708,0,0,0
0.153846154,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.941831091,0.70244012,0,1,0,0,0.570659426,0.001066098,0,0
0.068681319,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.970679272,0.701390132,0,1,0,0,0.010423166,0.001066098,0.047619048,0
0.478021978,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.07580452,0.000560132,1,0,0,0,0.053797472,0.029850746,0.19047619,0
0.516483516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026846548,0.905809859,0,0,0,1,0.315482733,0.007462687,0.047619048,0
0.379120879,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.014571295,0.908016138,0,0,0,1,0.134104412,0.243070362,0.047619048,0
0.771978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019411282,0.908139351,0,0,0,1,0.092550152,0.007462687,0.047619048,0
0.008241758,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.972841493,0.701264087,0,1,0,0,0.052458389,0.001066098,0,0
0.076923077,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.984247995,0.699724281,0,1,0,0,0.372665399,0,0,0
0.123626374,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.974812413,0.700540852,0,1,0,0,0.153272565,0,0,0
0.074175824,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.952460985,0.699504639,0,1,0,0,0.443682952,0,0,0
0.148351648,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.942525652,0.70165011,0,1,0,0,0.532883666,0.003198294,0,0
0.10989011,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.076358677,0.001112374,1,0,0,0,0.092109558,0.028784648,0.095238095,0
0.057692308,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.96824107,0.701364522,0,1,0,0,0.029759715,0.002132196,0,0
0.340659341,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.84419376,0.998712608,0,0,1,0,0.016744886,0.154584222,0.047619048,0
0.115384615,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.978997985,0.699683966,0,1,0,0,0.310453962,0,0,0
