Column1,Column2,Column3,Column4,Column5
6300,5.4,0.1524,55.5,0.00433288
800,8.4,0.0508,39.6,0.00566229
200,9.9,0.1524,55.5,0.0208438
500,6.7,0.1016,31.7,0.00592927
1600,8.4,0.0508,39.6,0.00566229
1000,5.3,0.2286,39.6,0.00614329
400,2.0,0.2286,55.5,0.00313525
400,6.7,0.1016,31.7,0.00592927
800,17.4,0.0254,55.5,0.0165706
4000,17.4,0.0254,39.6,0.0172206
16000,4.0,0.2286,71.3,0.00400603
4000,0.0,0.3048,55.5,0.00283081
1250,0.0,0.1524,31.7,0.00209405
800,0.0,0.3048,39.6,0.00310138
400,15.4,0.0508,31.7,0.0289853
3150,0.0,0.1524,39.6,0.00193287
630,7.2,0.1524,71.3,0.00752039
2000,4.0,0.2286,71.3,0.00400603
1000,22.2,0.0254,71.3,0.0214178
10000,4.2,0.0508,39.6,0.00152689
6300,0.0,0.1016,55.5,0.00131983
1600,5.4,0.1524,55.5,0.00433288
630,4.0,0.2286,55.5,0.0042862
1250,7.3,0.2286,31.7,0.0132672
800,6.7,0.1016,71.3,0.00478288
10000,3.0,0.3048,55.5,0.00452492
2000,5.4,0.1524,39.6,0.00485029
800,6.7,0.1016,55.5,0.0052139
6300,9.5,0.0254,31.7,0.00461377
800,5.3,0.2286,39.6,0.00614329
500,9.9,0.1524,71.3,0.0193001
1600,4.8,0.0254,31.7,0.000930789
16000,4.8,0.0254,55.5,0.000873218
1250,0.0,0.1016,55.5,0.00131983
1600,1.5,0.3048,71.3,0.00336729
200,15.4,0.0508,31.7,0.0289853
10000,0.0,0.1016,71.3,0.00121072
5000,3.3,0.1016,31.7,0.00251435
1250,17.4,0.0254,71.3,0.016104
3150,6.7,0.1016,71.3,0.00478288
2000,8.4,0.0508,55.5,0.00544854
500,5.4,0.1524,31.7,0.00525474
8000,4.2,0.0508,39.6,0.00152689
400,9.5,0.0254,55.5,0.0043284
1000,8.4,0.0508,55.5,0.00544854
3150,9.5,0.0254,71.3,0.00420654
250,11.2,0.0508,71.3,0.014072
800,4.0,0.2286,39.6,0.00473801
6300,0.0,0.0254,55.5,0.00041229
2500,7.3,0.2286,31.7,0.0132672
1000,19.7,0.0508,71.3,0.0341183
1000,4.0,0.2286,39.6,0.00473801
630,0.0,0.1524,31.7,0.00209405
1250,4.8,0.0254,31.7,0.000930789
2500,19.7,0.0508,71.3,0.0341183
1600,12.3,0.1016,55.5,0.0368233
800,2.0,0.2286,71.3,0.00293031
2500,2.0,0.2286,39.6,0.00346574
1250,0.0,0.0508,55.5,0.00076193
5000,0.0,0.2286,39.6,0.00253511
2000,17.4,0.0254,55.5,0.0165706
2500,4.8,0.0254,31.7,0.000930789
250,4.0,0.3048,39.6,0.00579636
315,5.4,0.1524,39.6,0.00485029
1600,5.3,0.2286,39.6,0.00614329
400,5.3,0.2286,39.6,0.00614329
3150,4.0,0.2286,71.3,0.00400603
800,0.0,0.0508,31.7,0.000812164
1000,12.7,0.0254,39.6,0.0130253
400,12.3,0.1016,71.3,0.0337792
1000,17.4,0.0254,31.7,0.0176631
12500,4.0,0.3048,71.3,0.00497773
800,15.4,0.0508,39.6,0.0282593
1000,22.2,0.0254,39.6,0.0229028
500,4.0,0.3048,71.3,0.00497773
1600,4.0,0.2286,71.3,0.00400603
1250,7.3,0.2286,71.3,0.0104404
1600,9.5,0.0254,55.5,0.0043284
630,2.0,0.2286,55.5,0.00313525
630,12.7,0.0254,39.6,0.0130253
1600,4.8,0.0254,55.5,0.000873218
4000,17.4,0.0254,31.7,0.0176631
630,0.0,0.1016,55.5,0.00131983
500,12.3,0.1016,71.3,0.0337792
1600,5.4,0.1524,71.3,0.00401199
4000,8.4,0.0508,31.7,0.00580776
1600,2.0,0.2286,31.7,0.00372371
2500,4.0,0.3048,39.6,0.00579636
500,22.2,0.0254,39.6,0.0229028
20000,4.0,0.2286,71.3,0.00400603
5000,3.0,0.3048,31.7,0.00529514
630,6.7,0.1016,31.7,0.00592927
630,19.7,0.0508,71.3,0.0341183
500,15.6,0.1016,39.6,0.0528487
8000,0.0,0.1524,39.6,0.00193287
800,4.0,0.3048,39.6,0.00579636
2000,0.0,0.0508,39.6,0.000791822
5000,0.0,0.1524,31.7,0.00209405
2500,5.3,0.2286,39.6,0.00614329
2000,11.2,0.0508,39.6,0.0150478
8000,4.8,0.0254,71.3,0.000848633
1000,8.4,0.0508,31.7,0.00580776
800,5.4,0.1524,31.7,0.00525474
630,12.6,0.1524,39.6,0.0584113
1000,9.9,0.1524,31.7,0.0252785
2000,7.3,0.2286,39.6,0.0123481
2000,3.0,0.3048,55.5,0.00452492
5000,3.0,0.3048,39.6,0.00495741
1000,4.8,0.0254,39.6,0.000907475
8000,0.0,0.3048,39.6,0.00310138
1600,3.3,0.1016,71.3,0.00202822
10000,4.0,0.3048,71.3,0.00497773
5000,5.4,0.1524,31.7,0.00525474
2000,0.0,0.2286,71.3,0.00214345
250,9.9,0.1524,31.7,0.0252785
200,0.0,0.3048,31.7,0.00331266
1600,12.6,0.1524,71.3,0.0483159
250,15.4,0.0508,31.7,0.0289853
4000,15.4,0.0508,71.3,0.0264269
2500,0.0,0.1016,71.3,0.00121072
315,9.9,0.1524,71.3,0.0193001
500,2.0,0.2286,31.7,0.00372371
800,3.0,0.3048,55.5,0.00452492
4000,2.0,0.2286,55.5,0.00313525
20000,4.8,0.0254,71.3,0.000848633
1000,0.0,0.0508,55.5,0.00076193
1250,9.9,0.1524,55.5,0.0208438
1250,8.4,0.0508,31.7,0.00580776
1600,15.4,0.0508,55.5,0.0271925
1250,12.6,0.1524,71.3,0.0483159
2500,0.0,0.3048,31.7,0.00331266
800,7.2,0.1524,71.3,0.00752039
315,1.5,0.3048,39.6,0.00392107
800,3.0,0.3048,71.3,0.00425727
500,5.3,0.2286,71.3,0.0051942
400,0.0,0.2286,31.7,0.0027238
400,2.0,0.2286,31.7,0.00372371
630,0.0,0.2286,39.6,0.00253511
800,12.6,0.1524,71.3,0.0483159
2500,7.2,0.1524,39.6,0.00909175
3150,0.0,0.1016,39.6,0.00146332
8000,12.7,0.0254,71.3,0.0121808
10000,0.0,0.3048,71.3,0.00266337
1000,12.6,0.1524,39.6,0.0584113
8000,3.3,0.1016,39.6,0.00245138
5000,9.9,0.1524,39.6,0.0233328
630,12.7,0.0254,71.3,0.0121808
5000,8.4,0.0508,71.3,0.00529514
5000,12.6,0.1524,71.3,0.0483159
800,0.0,0.1524,55.5,0.00172668
5000,17.4,0.0254,71.3,0.016104
1000,8.9,0.1016,71.3,0.0103088
2000,7.3,0.2286,71.3,0.0104404
6300,2.7,0.1524,71.3,0.00243851
800,12.3,0.1016,55.5,0.0368233
400,4.0,0.2286,55.5,0.0042862
630,0.0,0.1524,55.5,0.00172668
3150,0.0,0.3048,71.3,0.00266337
1250,4.0,0.2286,55.5,0.0042862
630,12.3,0.1016,55.5,0.0368233
10000,0.0,0.3048,39.6,0.00310138
3150,0.0,0.0508,39.6,0.000791822
2500,0.0,0.0508,39.6,0.000791822
5000,12.3,0.1016,39.6,0.0408268
6300,22.2,0.0254,71.3,0.0214178
630,3.0,0.3048,31.7,0.00529514
4000,4.0,0.2286,55.5,0.0042862
5000,4.0,0.3048,71.3,0.00497773
630,11.2,0.0508,71.3,0.014072
500,0.0,0.2286,31.7,0.0027238
630,3.0,0.3048,39.6,0.00495741
2000,11.2,0.0508,71.3,0.014072
500,7.2,0.1524,71.3,0.00752039
1600,19.7,0.0508,71.3,0.0341183
5000,0.0,0.3048,55.5,0.00283081
2000,2.0,0.2286,31.7,0.00372371
10000,0.0,0.3048,31.7,0.00331266
10000,0.0,0.2286,71.3,0.00214345
2500,11.2,0.0508,39.6,0.0150478
630,15.6,0.1016,39.6,0.0528487
400,15.4,0.0508,55.5,0.0271925
1250,5.3,0.2286,71.3,0.0051942
2000,0.0,0.2286,55.5,0.00229336
2500,15.4,0.0508,31.7,0.0289853
10000,0.0,0.1016,39.6,0.00146332
250,12.6,0.1524,39.6,0.0584113
400,19.7,0.0508,39.6,0.036484
5000,2.0,0.2286,71.3,0.00293031
5000,7.3,0.2286,55.5,0.0111706
4000,5.3,0.2286,71.3,0.0051942
1000,2.0,0.2286,55.5,0.00313525
3150,12.3,0.1016,31.7,0.0418756
250,17.4,0.0254,39.6,0.0172206
10000,0.0,0.1524,71.3,0.0015988
500,0.0,0.2286,55.5,0.00229336
5000,2.7,0.1524,71.3,0.00243851
200,19.7,0.0508,39.6,0.036484
500,0.0,0.3048,55.5,0.00283081
315,9.9,0.1524,55.5,0.0208438
1600,1.5,0.3048,39.6,0.00392107
400,3.0,0.3048,55.5,0.00452492
500,0.0,0.1524,55.5,0.00172668
1000,0.0,0.1524,71.3,0.0015988
6300,4.0,0.2286,71.3,0.00400603
2500,5.3,0.2286,71.3,0.0051942
5000,3.3,0.1016,39.6,0.00245138
2000,0.0,0.1524,31.7,0.00209405
1600,12.3,0.1016,39.6,0.0408268
12500,0.0,0.0254,31.7,0.000439472
500,0.0,0.3048,31.7,0.00331266
2000,2.0,0.2286,71.3,0.00293031
8000,0.0,0.0254,71.3,0.000400682
3150,8.9,0.1016,39.6,0.0124596
1000,15.6,0.1016,71.3,0.0437259
5000,15.4,0.0508,71.3,0.0264269
1000,9.9,0.1524,71.3,0.0193001
5000,4.0,0.2286,39.6,0.00473801
2500,9.5,0.0254,71.3,0.00420654
3150,1.5,0.3048,39.6,0.00392107
400,0.0,0.2286,39.6,0.00253511
1000,12.3,0.1016,31.7,0.0418756
400,8.9,0.1016,39.6,0.0124596
10000,7.2,0.1524,71.3,0.00752039
400,3.0,0.3048,31.7,0.00529514
1250,4.0,0.2286,31.7,0.00509068
12500,1.5,0.3048,39.6,0.00392107
5000,0.0,0.3048,31.7,0.00331266
1600,3.3,0.1016,55.5,0.002211
4000,7.3,0.2286,71.3,0.0104404
630,12.6,0.1524,71.3,0.0483159
4000,11.2,0.0508,71.3,0.014072
3150,8.4,0.0508,71.3,0.00529514
1600,0.0,0.1524,31.7,0.00209405
630,15.4,0.0508,71.3,0.0264269
250,4.0,0.2286,31.7,0.00509068
500,9.9,0.1524,55.5,0.0208438
1600,0.0,0.2286,71.3,0.00214345
500,7.3,0.2286,55.5,0.0111706
400,7.2,0.1524,39.6,0.00909175
1600,0.0,0.3048,31.7,0.00331266
3150,15.4,0.0508,39.6,0.0282593
800,5.4,0.1524,39.6,0.00485029
630,5.4,0.1524,71.3,0.00401199
6300,0.0,0.2286,55.5,0.00229336
12500,4.8,0.0254,55.5,0.000873218
3150,12.7,0.0254,71.3,0.0121808
10000,2.7,0.1524,71.3,0.00243851
200,7.3,0.2286,71.3,0.0104404
1000,7.3,0.2286,39.6,0.0123481
400,5.4,0.1524,55.5,0.00433288
2500,0.0,0.3048,55.5,0.00283081
315,15.4,0.0508,31.7,0.0289853
1000,8.4,0.0508,71.3,0.00529514
4000,8.9,0.1016,71.3,0.0103088
6300,7.3,0.2286,55.5,0.0111706
630,3.3,0.1016,31.7,0.00251435
500,5.3,0.2286,39.6,0.00614329
400,17.4,0.0254,55.5,0.0165706
1250,5.4,0.1524,55.5,0.00433288
1250,0.0,0.2286,55.5,0.00229336
5000,15.6,0.1016,39.6,0.0528487
800,4.0,0.3048,71.3,0.00497773
1600,22.2,0.0254,39.6,0.0229028
1250,9.5,0.0254,31.7,0.00461377
630,3.0,0.3048,71.3,0.00425727
4000,9.5,0.0254,71.3,0.00420654
200,7.3,0.2286,39.6,0.0123481
1600,0.0,0.1524,39.6,0.00193287
8000,0.0,0.1524,55.5,0.00172668
2000,0.0,0.1524,55.5,0.00172668
800,3.0,0.3048,31.7,0.00529514
12500,0.0,0.0254,39.6,0.000428464
8000,3.3,0.1016,55.5,0.002211
2000,2.0,0.2286,39.6,0.00346574
2000,22.2,0.0254,39.6,0.0229028
6300,0.0,0.3048,55.5,0.00283081
2500,9.5,0.0254,39.6,0.00449821
2000,0.0,0.0254,55.5,0.00041229
1000,4.0,0.2286,71.3,0.00400603
2500,2.0,0.2286,31.7,0.00372371
2500,0.0,0.0254,71.3,0.000400682
4000,0.0,0.3048,39.6,0.00310138
400,9.5,0.0254,31.7,0.00461377
6300,7.2,0.1524,39.6,0.00909175
630,8.4,0.0508,55.5,0.00544854
800,12.7,0.0254,39.6,0.0130253
2000,3.0,0.3048,39.6,0.00495741
16000,0.0,0.1524,71.3,0.0015988
12500,0.0,0.0508,39.6,0.000791822
12500,0.0,0.0508,55.5,0.00076193
3150,4.2,0.0508,71.3,0.00142788
2500,12.6,0.1524,39.6,0.0584113
1600,0.0,0.2286,55.5,0.00229336
800,2.0,0.2286,31.7,0.00372371
4000,12.3,0.1016,55.5,0.0368233
2000,4.8,0.0254,31.7,0.000930789
250,15.6,0.1016,71.3,0.0437259
3150,5.3,0.2286,39.6,0.00614329
250,9.5,0.0254,31.7,0.00461377
5000,4.0,0.3048,39.6,0.00579636
1600,4.2,0.0508,71.3,0.00142788
3150,4.0,0.3048,71.3,0.00497773
3150,3.0,0.3048,31.7,0.00529514
4000,5.4,0.1524,55.5,0.00433288
1000,1.5,0.3048,39.6,0.00392107
2500,4.2,0.0508,71.3,0.00142788
800,0.0,0.0508,39.6,0.000791822
5000,12.7,0.0254,39.6,0.0130253
1600,15.6,0.1016,71.3,0.0437259
315,0.0,0.2286,39.6,0.00253511
630,8.9,0.1016,71.3,0.0103088
8000,0.0,0.1524,31.7,0.00209405
8000,3.0,0.3048,55.5,0.00452492
5000,12.3,0.1016,31.7,0.0418756
500,17.4,0.0254,71.3,0.016104
6300,7.3,0.2286,71.3,0.0104404
630,17.4,0.0254,39.6,0.0172206
2500,2.0,0.2286,55.5,0.00313525
12500,0.0,0.1524,55.5,0.00172668
315,6.7,0.1016,31.7,0.00592927
10000,5.3,0.2286,71.3,0.0051942
6300,0.0,0.1016,31.7,0.00150092
315,8.9,0.1016,39.6,0.0124596
1000,9.9,0.1524,55.5,0.0208438
2500,11.2,0.0508,71.3,0.014072
4000,2.0,0.2286,31.7,0.00372371
2500,9.9,0.1524,71.3,0.0193001
6300,15.4,0.0508,39.6,0.0282593
500,15.4,0.0508,39.6,0.0282593
3150,3.3,0.1016,39.6,0.00245138
6300,4.2,0.0508,39.6,0.00152689
500,3.0,0.3048,39.6,0.00495741
315,17.4,0.0254,39.6,0.0172206
5000,9.5,0.0254,55.5,0.0043284
800,1.5,0.3048,71.3,0.00336729
8000,0.0,0.0508,55.5,0.00076193
4000,7.3,0.2286,39.6,0.0123481
500,5.4,0.1524,39.6,0.00485029
8000,0.0,0.3048,55.5,0.00283081
3150,0.0,0.1524,71.3,0.0015988
630,9.9,0.1524,39.6,0.0233328
1600,2.0,0.2286,55.5,0.00313525
5000,12.6,0.1524,39.6,0.0584113
6300,3.3,0.1016,55.5,0.002211
630,15.4,0.0508,31.7,0.0289853
1600,17.4,0.0254,71.3,0.016104
500,2.0,0.2286,71.3,0.00293031
1250,12.7,0.0254,39.6,0.0130253
500,7.2,0.1524,39.6,0.00909175
1250,9.9,0.1524,71.3,0.0193001
3150,8.4,0.0508,31.7,0.00580776
5000,0.0,0.1524,71.3,0.0015988
1600,0.0,0.2286,39.6,0.00253511
10000,0.0,0.1524,39.6,0.00193287
630,0.0,0.1016,31.7,0.00150092
5000,0.0,0.1524,39.6,0.00193287
5000,15.4,0.0508,55.5,0.0271925
250,12.7,0.0254,71.3,0.0121808
1000,5.4,0.1524,71.3,0.00401199
630,4.0,0.3048,71.3,0.00497773
2500,0.0,0.2286,55.5,0.00229336
200,11.2,0.0508,39.6,0.0150478
630,2.7,0.1524,39.6,0.00294804
6300,4.8,0.0254,71.3,0.000848633
500,15.6,0.1016,71.3,0.0437259
2000,0.0,0.1016,39.6,0.00146332
5000,9.5,0.0254,71.3,0.00420654
2500,3.0,0.3048,55.5,0.00452492
1250,0.0,0.0254,31.7,0.000439472
2000,4.2,0.0508,39.6,0.00152689
800,7.2,0.1524,39.6,0.00909175
8000,1.5,0.3048,39.6,0.00392107
10000,3.0,0.3048,71.3,0.00425727
3150,4.8,0.0254,55.5,0.000873218
250,11.2,0.0508,39.6,0.0150478
8000,0.0,0.1016,31.7,0.00150092
800,0.0,0.3048,71.3,0.00266337
5000,9.9,0.1524,31.7,0.0252785
1000,11.2,0.0508,71.3,0.014072
500,0.0,0.1524,39.6,0.00193287
1250,5.4,0.1524,31.7,0.00525474
4000,3.3,0.1016,55.5,0.002211
5000,9.9,0.1524,71.3,0.0193001
1250,3.0,0.3048,39.6,0.00495741
315,17.4,0.0254,31.7,0.0176631
5000,22.2,0.0254,71.3,0.0214178
500,6.7,0.1016,55.5,0.0052139
400,2.0,0.2286,39.6,0.00346574
200,9.5,0.0254,39.6,0.00449821
500,7.3,0.2286,71.3,0.0104404
315,3.0,0.3048,39.6,0.00495741
1600,17.4,0.0254,39.6,0.0172206
3150,0.0,0.0508,31.7,0.000812164
1000,5.4,0.1524,31.7,0.00525474
10000,2.0,0.2286,71.3,0.00293031
800,15.4,0.0508,71.3,0.0264269
1250,4.0,0.3048,71.3,0.00497773
5000,2.0,0.2286,31.7,0.00372371
800,15.6,0.1016,71.3,0.0437259
2500,12.7,0.0254,71.3,0.0121808
3150,3.3,0.1016,31.7,0.00251435
1250,0.0,0.1016,71.3,0.00121072
