Column1,Column2,Column3,Column4,Column5
5000,0.0,0.0254,39.6,0.000428464
630,15.4,0.0508,55.5,0.0271925
1250,0.0,0.2286,31.7,0.0027238
200,15.6,0.1016,71.3,0.0437259
2000,4.8,0.0254,71.3,0.000848633
500,17.4,0.0254,55.5,0.0165706
500,15.4,0.0508,55.5,0.0271925
6300,4.8,0.0254,55.5,0.000873218
1000,6.7,0.1016,31.7,0.00592927
800,5.4,0.1524,55.5,0.00433288
800,4.0,0.2286,71.3,0.00400603
4000,3.0,0.3048,39.6,0.00495741
2000,17.4,0.0254,55.5,0.0165706
2000,0.0,0.1016,39.6,0.00146332
5000,0.0,0.1524,71.3,0.0015988
400,9.9,0.1524,71.3,0.0193001
630,19.7,0.0508,39.6,0.036484
5000,12.6,0.1524,71.3,0.0483159
1600,6.7,0.1016,55.5,0.0052139
500,8.9,0.1016,39.6,0.0124596
6300,2.0,0.2286,71.3,0.00293031
3150,0.0,0.1016,39.6,0.00146332
1600,1.5,0.3048,39.6,0.00392107
6300,7.3,0.2286,31.7,0.0132672
630,17.4,0.0254,71.3,0.016104
500,4.0,0.2286,31.7,0.00509068
6300,3.3,0.1016,71.3,0.00202822
1600,0.0,0.2286,55.5,0.00229336
1600,15.4,0.0508,55.5,0.0271925
800,9.5,0.0254,71.3,0.00420654
5000,12.3,0.1016,39.6,0.0408268
5000,17.4,0.0254,31.7,0.0176631
8000,3.3,0.1016,31.7,0.00251435
1000,6.7,0.1016,71.3,0.00478288
2000,12.6,0.1524,39.6,0.0584113
1600,0.0,0.1524,71.3,0.0015988
5000,0.0,0.2286,31.7,0.0027238
2000,5.4,0.1524,31.7,0.00525474
200,11.2,0.0508,71.3,0.014072
315,9.9,0.1524,39.6,0.0233328
500,8.9,0.1016,71.3,0.0103088
250,11.2,0.0508,71.3,0.014072
1600,7.3,0.2286,71.3,0.0104404
315,2.0,0.2286,39.6,0.00346574
400,8.9,0.1016,71.3,0.0103088
5000,17.4,0.0254,39.6,0.0172206
2500,22.2,0.0254,71.3,0.0214178
800,4.0,0.2286,39.6,0.00473801
200,0.0,0.3048,39.6,0.00310138
6300,2.7,0.1524,71.3,0.00243851
4000,0.0,0.3048,39.6,0.00310138
630,19.7,0.0508,71.3,0.0341183
6300,0.0,0.1524,31.7,0.00209405
2500,7.2,0.1524,39.6,0.00909175
2500,4.0,0.2286,55.5,0.0042862
4000,22.2,0.0254,39.6,0.0229028
2000,8.4,0.0508,55.5,0.00544854
2000,0.0,0.1016,31.7,0.00150092
500,5.4,0.1524,31.7,0.00525474
2000,4.0,0.2286,39.6,0.00473801
2000,0.0,0.1524,71.3,0.0015988
1250,6.7,0.1016,55.5,0.0052139
500,3.0,0.3048,39.6,0.00495741
630,7.2,0.1524,71.3,0.00752039
2000,6.7,0.1016,39.6,0.00578076
3150,12.7,0.0254,39.6,0.0130253
1250,7.3,0.2286,71.3,0.0104404
2500,9.9,0.1524,55.5,0.0208438
1000,9.5,0.0254,55.5,0.0043284
4000,4.8,0.0254,31.7,0.000930789
6300,0.0,0.1016,39.6,0.00146332
4000,1.5,0.3048,71.3,0.00336729
200,19.7,0.0508,71.3,0.0341183
4000,0.0,0.1016,39.6,0.00146332
630,6.7,0.1016,55.5,0.0052139
6300,17.4,0.0254,55.5,0.0165706
630,6.7,0.1016,39.6,0.00578076
630,8.4,0.0508,31.7,0.00580776
2500,7.2,0.1524,71.3,0.00752039
1600,8.4,0.0508,55.5,0.00544854
1000,9.5,0.0254,39.6,0.00449821
3150,8.4,0.0508,39.6,0.00566229
250,9.5,0.0254,39.6,0.00449821
400,11.2,0.0508,39.6,0.0150478
3150,4.0,0.2286,31.7,0.00509068
12500,0.0,0.0254,31.7,0.000439472
4000,0.0,0.1524,71.3,0.0015988
1600,19.7,0.0508,39.6,0.036484
4000,4.0,0.2286,31.7,0.00509068
3150,2.7,0.1524,71.3,0.00243851
800,9.5,0.0254,55.5,0.0043284
2500,0.0,0.0254,71.3,0.000400682
400,12.3,0.1016,39.6,0.0408268
1000,2.0,0.2286,55.5,0.00313525
800,2.0,0.2286,31.7,0.00372371
8000,0.0,0.0508,39.6,0.000791822
400,2.0,0.2286,71.3,0.00293031
500,17.4,0.0254,31.7,0.0176631
1600,9.5,0.0254,55.5,0.0043284
1250,4.0,0.3048,39.6,0.00579636
2500,5.4,0.1524,31.7,0.00525474
2500,7.3,0.2286,71.3,0.0104404
630,7.3,0.2286,71.3,0.0104404
5000,4.0,0.2286,55.5,0.0042862
2500,4.2,0.0508,71.3,0.00142788
200,17.4,0.0254,55.5,0.0165706
5000,12.3,0.1016,71.3,0.0337792
250,22.2,0.0254,39.6,0.0229028
1000,4.0,0.3048,39.6,0.00579636
800,15.4,0.0508,31.7,0.0289853
630,0.0,0.1016,55.5,0.00131983
2000,4.0,0.3048,71.3,0.00497773
2000,4.0,0.2286,55.5,0.0042862
1600,7.3,0.2286,55.5,0.0111706
4000,9.5,0.0254,39.6,0.00449821
400,2.0,0.2286,39.6,0.00346574
6300,17.4,0.0254,71.3,0.016104
500,4.8,0.0254,31.7,0.000930789
1000,22.2,0.0254,39.6,0.0229028
5000,0.0,0.1016,39.6,0.00146332
6300,12.3,0.1016,71.3,0.0337792
6300,5.4,0.1524,55.5,0.00433288
315,11.2,0.0508,39.6,0.0150478
2000,4.0,0.2286,71.3,0.00400603
6300,0.0,0.2286,71.3,0.00214345
10000,0.0,0.1016,71.3,0.00121072
1000,4.0,0.2286,39.6,0.00473801
630,4.0,0.3048,71.3,0.00497773
800,8.9,0.1016,71.3,0.0103088
1250,19.7,0.0508,39.6,0.036484
1000,15.6,0.1016,39.6,0.0528487
1250,2.7,0.1524,71.3,0.00243851
1600,0.0,0.2286,71.3,0.00214345
5000,0.0,0.0508,31.7,0.000812164
800,2.7,0.1524,39.6,0.00294804
4000,7.3,0.2286,71.3,0.0104404
3150,15.4,0.0508,71.3,0.0264269
5000,4.8,0.0254,39.6,0.000907475
1600,11.2,0.0508,71.3,0.014072
4000,7.2,0.1524,71.3,0.00752039
10000,0.0,0.0508,71.3,0.000740478
4000,12.6,0.1524,71.3,0.0483159
800,7.3,0.2286,31.7,0.0132672
5000,3.0,0.3048,55.5,0.00452492
400,3.0,0.3048,31.7,0.00529514
630,9.5,0.0254,71.3,0.00420654
400,0.0,0.3048,31.7,0.00331266
3150,3.3,0.1016,55.5,0.002211
800,4.0,0.3048,39.6,0.00579636
630,7.2,0.1524,39.6,0.00909175
16000,0.0,0.2286,71.3,0.00214345
1600,12.6,0.1524,71.3,0.0483159
2000,0.0,0.3048,31.7,0.00331266
1600,0.0,0.0508,71.3,0.000740478
315,19.7,0.0508,71.3,0.0341183
2000,15.4,0.0508,55.5,0.0271925
1000,0.0,0.1016,39.6,0.00146332
2000,9.9,0.1524,55.5,0.0208438
4000,2.0,0.2286,31.7,0.00372371
2000,3.0,0.3048,55.5,0.00452492
3150,2.0,0.2286,39.6,0.00346574
10000,4.8,0.0254,39.6,0.000907475
6300,0.0,0.0508,39.6,0.000791822
4000,9.9,0.1524,39.6,0.0233328
2000,11.2,0.0508,71.3,0.014072
1600,15.4,0.0508,39.6,0.0282593
1250,0.0,0.0508,71.3,0.000740478
10000,0.0,0.3048,31.7,0.00331266
3150,7.2,0.1524,39.6,0.00909175
630,1.5,0.3048,39.6,0.00392107
1600,3.0,0.3048,71.3,0.00425727
800,5.3,0.2286,39.6,0.00614329
800,2.0,0.2286,71.3,0.00293031
2500,2.0,0.2286,31.7,0.00372371
1000,0.0,0.2286,31.7,0.0027238
800,0.0,0.0508,71.3,0.000740478
3150,9.9,0.1524,71.3,0.0193001
10000,0.0,0.1016,31.7,0.00150092
2500,17.4,0.0254,71.3,0.016104
630,0.0,0.3048,55.5,0.00283081
800,0.0,0.0508,55.5,0.00076193
630,6.7,0.1016,71.3,0.00478288
800,12.6,0.1524,71.3,0.0483159
8000,12.7,0.0254,39.6,0.0130253
1250,8.4,0.0508,39.6,0.00566229
3150,0.0,0.0508,71.3,0.000740478
800,0.0,0.1524,39.6,0.00193287
800,17.4,0.0254,39.6,0.0172206
250,8.9,0.1016,39.6,0.0124596
2000,7.3,0.2286,55.5,0.0111706
500,5.4,0.1524,71.3,0.00401199
200,12.3,0.1016,39.6,0.0408268
1250,4.0,0.2286,39.6,0.00473801
630,0.0,0.1524,39.6,0.00193287
10000,0.0,0.3048,71.3,0.00266337
3150,4.0,0.2286,39.6,0.00473801
6300,12.3,0.1016,55.5,0.0368233
1250,0.0,0.3048,31.7,0.00331266
8000,0.0,0.0508,31.7,0.000812164
6300,0.0,0.0508,31.7,0.000812164
200,12.3,0.1016,31.7,0.0418756
2500,0.0,0.1016,71.3,0.00121072
1600,3.0,0.3048,31.7,0.00529514
315,4.0,0.2286,31.7,0.00509068
250,4.0,0.3048,39.6,0.00579636
1000,11.2,0.0508,39.6,0.0150478
1000,2.0,0.2286,71.3,0.00293031
1250,3.0,0.3048,39.6,0.00495741
3150,11.2,0.0508,39.6,0.0150478
2000,7.2,0.1524,39.6,0.00909175
3150,19.7,0.0508,39.6,0.036484
250,0.0,0.3048,39.6,0.00310138
2500,4.0,0.2286,71.3,0.00400603
1600,1.5,0.3048,71.3,0.00336729
800,0.0,0.2286,55.5,0.00229336
4000,15.4,0.0508,71.3,0.0264269
1250,15.6,0.1016,39.6,0.0528487
400,15.4,0.0508,39.6,0.0282593
1600,5.3,0.2286,39.6,0.00614329
500,0.0,0.2286,39.6,0.00253511
3150,19.7,0.0508,71.3,0.0341183
2000,3.3,0.1016,71.3,0.00202822
6300,0.0,0.0508,71.3,0.000740478
8000,0.0,0.0254,71.3,0.000400682
2500,2.0,0.2286,55.5,0.00313525
1600,7.3,0.2286,39.6,0.0123481
5000,5.3,0.2286,39.6,0.00614329
630,2.0,0.2286,39.6,0.00346574
315,15.6,0.1016,71.3,0.0437259
2500,17.4,0.0254,31.7,0.0176631
8000,0.0,0.1524,55.5,0.00172668
2500,0.0,0.2286,55.5,0.00229336
400,5.4,0.1524,71.3,0.00401199
4000,0.0,0.0254,71.3,0.000400682
2000,0.0,0.3048,55.5,0.00283081
500,9.9,0.1524,39.6,0.0233328
4000,1.5,0.3048,39.6,0.00392107
1250,3.0,0.3048,55.5,0.00452492
500,0.0,0.1524,39.6,0.00193287
800,0.0,0.1524,55.5,0.00172668
400,4.0,0.2286,39.6,0.00473801
3150,5.3,0.2286,39.6,0.00614329
5000,3.3,0.1016,31.7,0.00251435
10000,2.7,0.1524,71.3,0.00243851
3150,12.3,0.1016,39.6,0.0408268
630,4.8,0.0254,39.6,0.000907475
3150,0.0,0.3048,31.7,0.00331266
1600,2.0,0.2286,55.5,0.00313525
6300,0.0,0.0254,39.6,0.000428464
1000,12.3,0.1016,71.3,0.0337792
2000,15.6,0.1016,71.3,0.0437259
4000,15.4,0.0508,55.5,0.0271925
4000,9.9,0.1524,55.5,0.0208438
1250,5.3,0.2286,71.3,0.0051942
200,9.5,0.0254,39.6,0.00449821
8000,1.5,0.3048,39.6,0.00392107
400,0.0,0.2286,31.7,0.0027238
3150,12.3,0.1016,31.7,0.0418756
6300,8.9,0.1016,39.6,0.0124596
315,9.9,0.1524,71.3,0.0193001
800,3.0,0.3048,31.7,0.00529514
8000,5.3,0.2286,71.3,0.0051942
800,3.0,0.3048,71.3,0.00425727
1000,1.5,0.3048,71.3,0.00336729
2500,3.3,0.1016,39.6,0.00245138
2500,7.3,0.2286,55.5,0.0111706
5000,12.6,0.1524,39.6,0.0584113
250,15.4,0.0508,71.3,0.0264269
800,8.4,0.0508,39.6,0.00566229
8000,2.7,0.1524,71.3,0.00243851
315,15.4,0.0508,55.5,0.0271925
2500,5.3,0.2286,71.3,0.0051942
1250,9.9,0.1524,39.6,0.0233328
12500,0.0,0.2286,71.3,0.00214345
315,7.3,0.2286,39.6,0.0123481
630,9.9,0.1524,71.3,0.0193001
8000,0.0,0.3048,31.7,0.00331266
2500,15.4,0.0508,31.7,0.0289853
6300,5.4,0.1524,31.7,0.00525474
2500,5.4,0.1524,55.5,0.00433288
6300,0.0,0.2286,39.6,0.00253511
3150,4.8,0.0254,31.7,0.000930789
1000,17.4,0.0254,71.3,0.016104
800,5.4,0.1524,71.3,0.00401199
315,7.3,0.2286,55.5,0.0111706
400,7.3,0.2286,31.7,0.0132672
2000,5.4,0.1524,39.6,0.00485029
8000,0.0,0.3048,55.5,0.00283081
400,19.7,0.0508,71.3,0.0341183
3150,8.4,0.0508,55.5,0.00544854
1250,8.9,0.1016,39.6,0.0124596
2500,7.3,0.2286,39.6,0.0123481
800,6.7,0.1016,71.3,0.00478288
800,7.3,0.2286,71.3,0.0104404
3150,17.4,0.0254,39.6,0.0172206
315,5.4,0.1524,31.7,0.00525474
6300,0.0,0.2286,55.5,0.00229336
4000,15.6,0.1016,39.6,0.0528487
3150,4.0,0.3048,71.3,0.00497773
1000,0.0,0.1016,55.5,0.00131983
1000,12.7,0.0254,39.6,0.0130253
1250,3.0,0.3048,71.3,0.00425727
315,9.5,0.0254,39.6,0.00449821
3150,7.3,0.2286,39.6,0.0123481
2500,0.0,0.1524,31.7,0.00209405
10000,0.0,0.1524,39.6,0.00193287
3150,0.0,0.1524,39.6,0.00193287
2000,3.0,0.3048,31.7,0.00529514
2000,4.8,0.0254,55.5,0.000873218
10000,3.3,0.1016,39.6,0.00245138
630,2.0,0.2286,31.7,0.00372371
1250,0.0,0.1016,55.5,0.00131983
400,0.0,0.3048,39.6,0.00310138
1000,12.7,0.0254,71.3,0.0121808
2500,0.0,0.0254,31.7,0.000439472
1000,4.0,0.2286,55.5,0.0042862
3150,4.0,0.2286,71.3,0.00400603
1600,0.0,0.0254,39.6,0.000428464
250,0.0,0.3048,31.7,0.00331266
250,12.7,0.0254,39.6,0.0130253
200,9.9,0.1524,55.5,0.0208438
2500,8.4,0.0508,39.6,0.00566229
8000,17.4,0.0254,71.3,0.016104
3150,3.0,0.3048,39.6,0.00495741
16000,0.0,0.1524,55.5,0.00172668
2000,4.2,0.0508,71.3,0.00142788
2000,0.0,0.0508,31.7,0.000812164
5000,4.2,0.0508,39.6,0.00152689
2000,0.0,0.0508,55.5,0.00076193
400,0.0,0.2286,39.6,0.00253511
630,4.0,0.2286,71.3,0.00400603
1000,12.3,0.1016,39.6,0.0408268
1250,9.5,0.0254,55.5,0.0043284
500,15.6,0.1016,71.3,0.0437259
5000,7.3,0.2286,71.3,0.0104404
10000,12.7,0.0254,71.3,0.0121808
8000,0.0,0.2286,71.3,0.00214345
2500,4.2,0.0508,39.6,0.00152689
10000,4.0,0.3048,71.3,0.00497773
315,4.0,0.3048,71.3,0.00497773
1600,5.4,0.1524,31.7,0.00525474
2000,1.5,0.3048,39.6,0.00392107
4000,4.2,0.0508,39.6,0.00152689
2500,0.0,0.0508,31.7,0.000812164
630,17.4,0.0254,55.5,0.0165706
4000,15.6,0.1016,71.3,0.0437259
315,0.0,0.2286,31.7,0.0027238
2500,8.9,0.1016,71.3,0.0103088
2000,2.7,0.1524,39.6,0.00294804
400,3.0,0.3048,39.6,0.00495741
400,15.6,0.1016,71.3,0.0437259
2500,17.4,0.0254,55.5,0.0165706
4000,7.3,0.2286,55.5,0.0111706
315,22.2,0.0254,71.3,0.0214178
1250,2.0,0.2286,39.6,0.00346574
630,0.0,0.1524,31.7,0.00209405
315,8.9,0.1016,71.3,0.0103088
315,7.3,0.2286,71.3,0.0104404
1000,3.3,0.1016,55.5,0.002211
4000,8.9,0.1016,39.6,0.0124596
3150,9.9,0.1524,39.6,0.0233328
4000,11.2,0.0508,39.6,0.0150478
10000,4.0,0.2286,71.3,0.00400603
200,9.9,0.1524,39.6,0.0233328
5000,15.4,0.0508,31.7,0.0289853
500,15.4,0.0508,31.7,0.0289853
3150,3.3,0.1016,31.7,0.00251435
1250,8.4,0.0508,55.5,0.00544854
1000,3.0,0.3048,39.6,0.00495741
3150,17.4,0.0254,31.7,0.0176631
1000,9.5,0.0254,31.7,0.00461377
2000,1.5,0.3048,71.3,0.00336729
1250,0.0,0.0508,31.7,0.000812164
2000,7.3,0.2286,31.7,0.0132672
4000,5.4,0.1524,31.7,0.00525474
500,0.0,0.3048,39.6,0.00310138
2500,0.0,0.1524,55.5,0.00172668
4000,9.9,0.1524,31.7,0.0252785
800,2.0,0.2286,39.6,0.00346574
5000,0.0,0.0508,55.5,0.00076193
8000,3.3,0.1016,39.6,0.00245138
1000,19.7,0.0508,71.3,0.0341183
200,17.4,0.0254,39.6,0.0172206
800,2.0,0.2286,55.5,0.00313525
250,17.4,0.0254,55.5,0.0165706
800,9.9,0.1524,71.3,0.0193001
5000,9.9,0.1524,55.5,0.0208438
250,11.2,0.0508,39.6,0.0150478
3150,0.0,0.1524,55.5,0.00172668
2500,0.0,0.2286,31.7,0.0027238
1600,2.7,0.1524,71.3,0.00243851
2500,3.3,0.1016,71.3,0.00202822
800,2.7,0.1524,71.3,0.00243851
3150,15.4,0.0508,39.6,0.0282593
4000,12.7,0.0254,39.6,0.0130253
5000,5.4,0.1524,55.5,0.00433288
2500,4.0,0.3048,71.3,0.00497773
1250,0.0,0.2286,39.6,0.00253511
315,15.4,0.0508,71.3,0.0264269
2000,5.4,0.1524,71.3,0.00401199
4000,4.8,0.0254,39.6,0.000907475
1000,15.6,0.1016,71.3,0.0437259
6300,0.0,0.1016,31.7,0.00150092
400,9.5,0.0254,39.6,0.00449821
6300,3.0,0.3048,55.5,0.00452492
4000,4.8,0.0254,55.5,0.000873218
5000,8.4,0.0508,71.3,0.00529514
1250,9.9,0.1524,71.3,0.0193001
500,3.0,0.3048,71.3,0.00425727
1000,3.0,0.3048,55.5,0.00452492
800,4.8,0.0254,31.7,0.000930789
400,15.4,0.0508,71.3,0.0264269
1250,3.3,0.1016,55.5,0.002211
800,0.0,0.3048,71.3,0.00266337
630,12.6,0.1524,39.6,0.0584113
1600,11.2,0.0508,39.6,0.0150478
800,0.0,0.1524,31.7,0.00209405
6300,7.2,0.1524,71.3,0.00752039
5000,3.3,0.1016,39.6,0.00245138
250,9.9,0.1524,39.6,0.0233328
2000,3.0,0.3048,39.6,0.00495741
5000,22.2,0.0254,71.3,0.0214178
2000,0.0,0.1016,71.3,0.00121072
800,6.7,0.1016,39.6,0.00578076
4000,2.0,0.2286,39.6,0.00346574
1600,9.5,0.0254,31.7,0.00461377
500,7.3,0.2286,55.5,0.0111706
630,3.0,0.3048,39.6,0.00495741
1250,22.2,0.0254,71.3,0.0214178
12500,4.2,0.0508,71.3,0.00142788
5000,7.2,0.1524,71.3,0.00752039
6300,2.0,0.2286,55.5,0.00313525
400,15.4,0.0508,55.5,0.0271925
5000,4.0,0.3048,71.3,0.00497773
12500,4.0,0.2286,71.3,0.00400603
1600,15.6,0.1016,71.3,0.0437259
800,17.4,0.0254,71.3,0.016104
500,6.7,0.1016,55.5,0.0052139
8000,0.0,0.1016,55.5,0.00131983
2500,22.2,0.0254,39.6,0.0229028
