Column1,Column2,Column3,Column4,Column5
5000,4.2,0.0508,39.6,0.00152689
5000,15.4,0.0508,31.7,0.0289853
1000,12.3,0.1016,55.5,0.0368233
400,0.0,0.2286,31.7,0.0027238
8000,2.7,0.1524,39.6,0.00294804
2000,3.0,0.3048,71.3,0.00425727
250,4.0,0.2286,31.7,0.00509068
800,3.0,0.3048,71.3,0.00425727
400,7.3,0.2286,39.6,0.0123481
3150,0.0,0.0254,71.3,0.000400682
500,15.4,0.0508,55.5,0.0271925
800,6.7,0.1016,31.7,0.00592927
800,3.3,0.1016,39.6,0.00245138
12500,0.0,0.1016,71.3,0.00121072
5000,22.2,0.0254,71.3,0.0214178
315,17.4,0.0254,71.3,0.016104
2000,6.7,0.1016,71.3,0.00478288
5000,0.0,0.0508,71.3,0.000740478
500,15.4,0.0508,71.3,0.0264269
5000,3.0,0.3048,31.7,0.00529514
2000,0.0,0.1524,71.3,0.0015988
250,5.3,0.2286,39.6,0.00614329
12500,2.7,0.1524,39.6,0.00294804
250,9.9,0.1524,71.3,0.0193001
6300,12.3,0.1016,31.7,0.0418756
1250,0.0,0.3048,71.3,0.00266337
1250,7.3,0.2286,55.5,0.0111706
4000,15.4,0.0508,55.5,0.0271925
3150,0.0,0.2286,31.7,0.0027238
6300,7.3,0.2286,71.3,0.0104404
1600,6.7,0.1016,71.3,0.00478288
1250,5.4,0.1524,39.6,0.00485029
3150,15.4,0.0508,55.5,0.0271925
2000,0.0,0.0508,31.7,0.000812164
5000,12.3,0.1016,71.3,0.0337792
8000,0.0,0.1016,39.6,0.00146332
6300,4.0,0.2286,71.3,0.00400603
400,3.0,0.3048,31.7,0.00529514
6300,17.4,0.0254,55.5,0.0165706
5000,0.0,0.1016,39.6,0.00146332
200,12.3,0.1016,39.6,0.0408268
315,12.3,0.1016,39.6,0.0408268
2500,19.7,0.0508,39.6,0.036484
8000,4.8,0.0254,39.6,0.000907475
5000,12.6,0.1524,71.3,0.0483159
3150,0.0,0.1016,39.6,0.00146332
630,2.0,0.2286,55.5,0.00313525
5000,0.0,0.1524,39.6,0.00193287
315,1.5,0.3048,39.6,0.00392107
1250,0.0,0.1524,71.3,0.0015988
1000,11.2,0.0508,39.6,0.0150478
800,4.0,0.2286,31.7,0.00509068
1000,3.3,0.1016,55.5,0.002211
800,0.0,0.2286,39.6,0.00253511
1000,8.4,0.0508,71.3,0.00529514
2000,15.6,0.1016,71.3,0.0437259
3150,9.9,0.1524,71.3,0.0193001
2500,4.8,0.0254,71.3,0.000848633
1600,9.5,0.0254,55.5,0.0043284
630,12.3,0.1016,39.6,0.0408268
500,12.6,0.1524,39.6,0.0584113
3150,0.0,0.1524,39.6,0.00193287
800,2.0,0.2286,71.3,0.00293031
6300,0.0,0.0508,39.6,0.000791822
2500,8.4,0.0508,31.7,0.00580776
2000,22.2,0.0254,39.6,0.0229028
12500,0.0,0.0254,55.5,0.00041229
4000,8.4,0.0508,31.7,0.00580776
3150,7.3,0.2286,71.3,0.0104404
1600,2.0,0.2286,39.6,0.00346574
630,8.9,0.1016,71.3,0.0103088
2000,15.4,0.0508,39.6,0.0282593
250,12.3,0.1016,71.3,0.0337792
1250,4.0,0.2286,39.6,0.00473801
2000,0.0,0.3048,55.5,0.00283081
1250,2.7,0.1524,39.6,0.00294804
1600,0.0,0.3048,39.6,0.00310138
2500,5.4,0.1524,71.3,0.00401199
2500,3.3,0.1016,39.6,0.00245138
5000,9.9,0.1524,31.7,0.0252785
5000,4.0,0.2286,55.5,0.0042862
2500,5.4,0.1524,39.6,0.00485029
2000,0.0,0.0508,55.5,0.00076193
1250,4.8,0.0254,39.6,0.000907475
5000,5.4,0.1524,55.5,0.00433288
5000,4.0,0.2286,39.6,0.00473801
1600,0.0,0.1524,71.3,0.0015988
2000,6.7,0.1016,55.5,0.0052139
1000,3.0,0.3048,39.6,0.00495741
630,5.4,0.1524,31.7,0.00525474
6300,12.3,0.1016,55.5,0.0368233
8000,0.0,0.0254,39.6,0.000428464
2500,7.3,0.2286,71.3,0.0104404
500,8.4,0.0508,39.6,0.00566229
250,8.9,0.1016,71.3,0.0103088
6300,4.8,0.0254,31.7,0.000930789
8000,4.8,0.0254,31.7,0.000930789
10000,0.0,0.3048,31.7,0.00331266
6300,12.3,0.1016,39.6,0.0408268
630,12.3,0.1016,31.7,0.0418756
800,6.7,0.1016,55.5,0.0052139
400,8.4,0.0508,31.7,0.00580776
1000,6.7,0.1016,39.6,0.00578076
500,8.4,0.0508,31.7,0.00580776
3150,5.4,0.1524,31.7,0.00525474
1000,8.4,0.0508,55.5,0.00544854
250,19.7,0.0508,71.3,0.0341183
3150,8.4,0.0508,39.6,0.00566229
315,11.2,0.0508,39.6,0.0150478
250,11.2,0.0508,39.6,0.0150478
3150,4.0,0.2286,31.7,0.00509068
5000,12.3,0.1016,31.7,0.0418756
3150,0.0,0.1524,71.3,0.0015988
2000,3.3,0.1016,71.3,0.00202822
4000,4.0,0.2286,31.7,0.00509068
800,0.0,0.1016,55.5,0.00131983
4000,3.3,0.1016,39.6,0.00245138
2500,0.0,0.1016,71.3,0.00121072
5000,0.0,0.0254,31.7,0.000439472
250,12.3,0.1016,39.6,0.0408268
2500,2.0,0.2286,55.5,0.00313525
630,4.0,0.2286,71.3,0.00400603
800,3.3,0.1016,31.7,0.00251435
1250,2.0,0.2286,71.3,0.00293031
8000,7.2,0.1524,71.3,0.00752039
200,17.4,0.0254,31.7,0.0176631
2500,0.0,0.2286,71.3,0.00214345
1250,6.7,0.1016,39.6,0.00578076
5000,7.3,0.2286,71.3,0.0104404
1000,7.3,0.2286,71.3,0.0104404
315,4.0,0.2286,39.6,0.00473801
5000,0.0,0.0508,31.7,0.000812164
2000,7.2,0.1524,71.3,0.00752039
4000,12.3,0.1016,71.3,0.0337792
630,22.2,0.0254,39.6,0.0229028
2000,0.0,0.2286,71.3,0.00214345
4000,19.7,0.0508,71.3,0.0341183
3150,0.0,0.1016,55.5,0.00131983
12500,4.0,0.3048,71.3,0.00497773
4000,4.0,0.2286,55.5,0.0042862
2000,7.3,0.2286,55.5,0.0111706
250,9.5,0.0254,31.7,0.00461377
2000,2.0,0.2286,39.6,0.00346574
3150,12.6,0.1524,39.6,0.0584113
2500,11.2,0.0508,71.3,0.014072
2500,22.2,0.0254,39.6,0.0229028
630,9.9,0.1524,31.7,0.0252785
1600,11.2,0.0508,39.6,0.0150478
500,5.4,0.1524,39.6,0.00485029
500,5.4,0.1524,71.3,0.00401199
10000,4.0,0.2286,71.3,0.00400603
630,0.0,0.2286,55.5,0.00229336
400,12.3,0.1016,71.3,0.0337792
1600,4.0,0.2286,39.6,0.00473801
3150,4.0,0.3048,71.3,0.00497773
5000,17.4,0.0254,55.5,0.0165706
4000,19.7,0.0508,39.6,0.036484
1250,0.0,0.1016,71.3,0.00121072
1000,0.0,0.1524,31.7,0.00209405
8000,0.0,0.2286,71.3,0.00214345
200,12.3,0.1016,55.5,0.0368233
1600,2.7,0.1524,71.3,0.00243851
200,7.3,0.2286,55.5,0.0111706
6300,15.4,0.0508,71.3,0.0264269
630,17.4,0.0254,31.7,0.0176631
800,11.2,0.0508,71.3,0.014072
6300,5.4,0.1524,31.7,0.00525474
2500,3.3,0.1016,71.3,0.00202822
2500,9.9,0.1524,31.7,0.0252785
500,7.3,0.2286,31.7,0.0132672
4000,3.0,0.3048,55.5,0.00452492
1250,3.0,0.3048,31.7,0.00529514
1000,9.5,0.0254,71.3,0.00420654
12500,0.0,0.3048,39.6,0.00310138
1000,8.4,0.0508,31.7,0.00580776
1250,0.0,0.2286,71.3,0.00214345
2500,7.2,0.1524,71.3,0.00752039
2500,0.0,0.2286,55.5,0.00229336
400,15.4,0.0508,39.6,0.0282593
315,0.0,0.3048,31.7,0.00331266
200,12.6,0.1524,39.6,0.0584113
1250,4.2,0.0508,39.6,0.00152689
6300,4.8,0.0254,39.6,0.000907475
2000,9.5,0.0254,55.5,0.0043284
5000,8.9,0.1016,71.3,0.0103088
2500,4.0,0.2286,71.3,0.00400603
1600,3.0,0.3048,55.5,0.00452492
630,2.0,0.2286,31.7,0.00372371
630,4.8,0.0254,31.7,0.000930789
1000,15.6,0.1016,39.6,0.0528487
6300,9.9,0.1524,55.5,0.0208438
1600,0.0,0.1016,71.3,0.00121072
5000,15.4,0.0508,39.6,0.0282593
4000,0.0,0.0508,71.3,0.000740478
2000,0.0,0.3048,31.7,0.00331266
315,7.2,0.1524,39.6,0.00909175
10000,1.5,0.3048,71.3,0.00336729
1250,3.0,0.3048,71.3,0.00425727
1000,5.3,0.2286,39.6,0.00614329
2500,2.0,0.2286,71.3,0.00293031
2000,4.0,0.2286,71.3,0.00400603
2500,0.0,0.2286,31.7,0.0027238
4000,12.6,0.1524,71.3,0.0483159
630,9.5,0.0254,31.7,0.00461377
4000,12.7,0.0254,71.3,0.0121808
1600,12.6,0.1524,39.6,0.0584113
6300,0.0,0.3048,71.3,0.00266337
4000,12.6,0.1524,39.6,0.0584113
3150,11.2,0.0508,71.3,0.014072
630,0.0,0.1016,31.7,0.00150092
2500,12.3,0.1016,31.7,0.0418756
1250,8.4,0.0508,39.6,0.00566229
1600,9.9,0.1524,31.7,0.0252785
4000,0.0,0.1524,55.5,0.00172668
1250,17.4,0.0254,39.6,0.0172206
200,8.9,0.1016,39.6,0.0124596
2500,7.3,0.2286,55.5,0.0111706
12500,2.7,0.1524,71.3,0.00243851
1600,3.3,0.1016,55.5,0.002211
2000,4.0,0.2286,39.6,0.00473801
3150,0.0,0.1524,55.5,0.00172668
3150,0.0,0.3048,71.3,0.00266337
8000,4.0,0.2286,39.6,0.00473801
3150,12.3,0.1016,55.5,0.0368233
200,0.0,0.3048,31.7,0.00331266
800,0.0,0.0508,31.7,0.000812164
3150,4.8,0.0254,55.5,0.000873218
200,12.3,0.1016,31.7,0.0418756
5000,0.0,0.1016,71.3,0.00121072
6300,3.0,0.3048,31.7,0.00529514
8000,17.4,0.0254,71.3,0.016104
3150,3.0,0.3048,39.6,0.00495741
3150,11.2,0.0508,39.6,0.0150478
1600,7.2,0.1524,71.3,0.00752039
3150,17.4,0.0254,39.6,0.0172206
2500,0.0,0.3048,55.5,0.00283081
12500,4.0,0.2286,71.3,0.00400603
4000,0.0,0.3048,31.7,0.00331266
315,0.0,0.2286,39.6,0.00253511
250,15.4,0.0508,55.5,0.0271925
1000,19.7,0.0508,39.6,0.036484
2000,0.0,0.0254,31.7,0.000439472
2000,5.3,0.2286,39.6,0.00614329
5000,0.0,0.2286,39.6,0.00253511
315,19.7,0.0508,39.6,0.036484
4000,3.3,0.1016,71.3,0.00202822
3150,3.3,0.1016,31.7,0.00251435
4000,0.0,0.0254,55.5,0.00041229
6300,2.0,0.2286,55.5,0.00313525
3150,7.3,0.2286,39.6,0.0123481
250,7.3,0.2286,71.3,0.0104404
3150,2.0,0.2286,39.6,0.00346574
200,15.6,0.1016,71.3,0.0437259
400,22.2,0.0254,71.3,0.0214178
1600,0.0,0.1524,55.5,0.00172668
1600,0.0,0.2286,39.6,0.00253511
10000,2.7,0.1524,71.3,0.00243851
16000,0.0,0.0254,71.3,0.000400682
16000,0.0,0.3048,71.3,0.00266337
800,9.9,0.1524,55.5,0.0208438
630,1.5,0.3048,39.6,0.00392107
1000,3.0,0.3048,55.5,0.00452492
2500,0.0,0.1524,55.5,0.00172668
12500,0.0,0.1524,71.3,0.0015988
630,4.0,0.2286,39.6,0.00473801
6300,5.3,0.2286,39.6,0.00614329
630,6.7,0.1016,71.3,0.00478288
630,2.7,0.1524,71.3,0.00243851
1600,12.3,0.1016,39.6,0.0408268
4000,0.0,0.1016,39.6,0.00146332
500,0.0,0.3048,31.7,0.00331266
4000,2.0,0.2286,55.5,0.00313525
12500,0.0,0.0254,39.6,0.000428464
500,8.4,0.0508,55.5,0.00544854
3150,9.5,0.0254,71.3,0.00420654
250,15.4,0.0508,39.6,0.0282593
5000,9.9,0.1524,71.3,0.0193001
800,5.3,0.2286,71.3,0.0051942
1000,9.5,0.0254,39.6,0.00449821
2500,1.5,0.3048,39.6,0.00392107
315,12.6,0.1524,71.3,0.0483159
1600,0.0,0.2286,31.7,0.0027238
630,0.0,0.1016,39.6,0.00146332
4000,8.9,0.1016,39.6,0.0124596
500,7.2,0.1524,39.6,0.00909175
4000,3.0,0.3048,31.7,0.00529514
10000,5.3,0.2286,71.3,0.0051942
400,3.0,0.3048,71.3,0.00425727
2500,0.0,0.3048,31.7,0.00331266
315,22.2,0.0254,71.3,0.0214178
3150,7.3,0.2286,55.5,0.0111706
1000,12.6,0.1524,71.3,0.0483159
315,15.4,0.0508,71.3,0.0264269
800,8.4,0.0508,39.6,0.00566229
4000,0.0,0.1524,31.7,0.00209405
2000,15.4,0.0508,55.5,0.0271925
1600,5.3,0.2286,71.3,0.0051942
1250,9.9,0.1524,55.5,0.0208438
1600,0.0,0.2286,55.5,0.00229336
315,7.3,0.2286,39.6,0.0123481
1250,7.2,0.1524,39.6,0.00909175
1250,0.0,0.3048,31.7,0.00331266
315,19.7,0.0508,71.3,0.0341183
1600,5.4,0.1524,39.6,0.00485029
1000,5.4,0.1524,71.3,0.00401199
800,0.0,0.2286,31.7,0.0027238
5000,4.8,0.0254,31.7,0.000930789
1000,17.4,0.0254,71.3,0.016104
630,2.7,0.1524,39.6,0.00294804
630,7.3,0.2286,55.5,0.0111706
315,7.3,0.2286,31.7,0.0132672
800,5.4,0.1524,55.5,0.00433288
1250,0.0,0.3048,55.5,0.00283081
1250,19.7,0.0508,71.3,0.0341183
1000,19.7,0.0508,71.3,0.0341183
1250,8.9,0.1016,39.6,0.0124596
4000,7.3,0.2286,39.6,0.0123481
6300,15.4,0.0508,31.7,0.0289853
1600,7.3,0.2286,71.3,0.0104404
2000,8.4,0.0508,55.5,0.00544854
4000,5.4,0.1524,55.5,0.00433288
3150,0.0,0.2286,39.6,0.00253511
5000,15.6,0.1016,39.6,0.0528487
500,4.0,0.3048,39.6,0.00579636
1000,12.3,0.1016,71.3,0.0337792
500,12.7,0.0254,39.6,0.0130253
1000,3.0,0.3048,71.3,0.00425727
1600,9.5,0.0254,39.6,0.00449821
5000,7.3,0.2286,39.6,0.0123481
4000,0.0,0.1524,39.6,0.00193287
630,0.0,0.1524,39.6,0.00193287
10000,0.0,0.1524,55.5,0.00172668
250,4.0,0.3048,71.3,0.00497773
12500,4.8,0.0254,71.3,0.000848633
630,9.5,0.0254,39.6,0.00449821
500,4.0,0.2286,71.3,0.00400603
6300,0.0,0.1016,55.5,0.00131983
3150,0.0,0.3048,55.5,0.00283081
2000,12.7,0.0254,71.3,0.0121808
3150,15.4,0.0508,39.6,0.0282593
1600,4.0,0.2286,55.5,0.0042862
20000,4.0,0.2286,71.3,0.00400603
5000,0.0,0.0254,39.6,0.000428464
8000,0.0,0.3048,39.6,0.00310138
3150,17.4,0.0254,71.3,0.016104
400,9.9,0.1524,71.3,0.0193001
400,17.4,0.0254,39.6,0.0172206
200,17.4,0.0254,55.5,0.0165706
315,3.0,0.3048,31.7,0.00529514
2000,0.0,0.1524,55.5,0.00172668
1250,0.0,0.0508,31.7,0.000812164
1000,0.0,0.0508,39.6,0.000791822
12500,4.2,0.0508,71.3,0.00142788
5000,12.6,0.1524,39.6,0.0584113
4000,0.0,0.2286,39.6,0.00253511
5000,4.0,0.2286,71.3,0.00400603
2000,19.7,0.0508,39.6,0.036484
6300,9.5,0.0254,55.5,0.0043284
315,15.6,0.1016,71.3,0.0437259
250,7.3,0.2286,55.5,0.0111706
6300,12.7,0.0254,71.3,0.0121808
800,0.0,0.2286,55.5,0.00229336
6300,4.2,0.0508,71.3,0.00142788
2000,4.0,0.3048,39.6,0.00579636
1250,4.0,0.3048,71.3,0.00497773
400,5.4,0.1524,39.6,0.00485029
400,1.5,0.3048,39.6,0.00392107
10000,4.2,0.0508,71.3,0.00142788
1250,0.0,0.0508,39.6,0.000791822
630,0.0,0.1016,55.5,0.00131983
1250,9.5,0.0254,55.5,0.0043284
1250,0.0,0.2286,31.7,0.0027238
1250,17.4,0.0254,31.7,0.0176631
2500,2.7,0.1524,71.3,0.00243851
800,3.0,0.3048,39.6,0.00495741
400,19.7,0.0508,71.3,0.0341183
800,9.5,0.0254,39.6,0.00449821
5000,7.3,0.2286,55.5,0.0111706
1250,12.3,0.1016,71.3,0.0337792
6300,2.0,0.2286,39.6,0.00346574
1000,0.0,0.1524,39.6,0.00193287
500,8.9,0.1016,71.3,0.0103088
500,7.3,0.2286,71.3,0.0104404
3150,3.3,0.1016,55.5,0.002211
3150,8.9,0.1016,39.6,0.0124596
2500,9.9,0.1524,55.5,0.0208438
800,15.4,0.0508,55.5,0.0271925
500,4.0,0.2286,55.5,0.0042862
315,9.9,0.1524,55.5,0.0208438
630,19.7,0.0508,71.3,0.0341183
1250,8.9,0.1016,71.3,0.0103088
5000,3.3,0.1016,71.3,0.00202822
1600,8.4,0.0508,71.3,0.00529514
2000,3.0,0.3048,39.6,0.00495741
500,12.3,0.1016,39.6,0.0408268
800,9.5,0.0254,31.7,0.00461377
5000,0.0,0.3048,31.7,0.00331266
8000,0.0,0.0508,55.5,0.00076193
1000,7.3,0.2286,31.7,0.0132672
1000,5.4,0.1524,39.6,0.00485029
8000,0.0,0.3048,55.5,0.00283081
500,0.0,0.1524,55.5,0.00172668
1250,9.9,0.1524,39.6,0.0233328
4000,2.0,0.2286,39.6,0.00346574
1000,0.0,0.0508,71.3,0.000740478
2500,15.4,0.0508,71.3,0.0264269
2000,12.7,0.0254,39.6,0.0130253
500,17.4,0.0254,39.6,0.0172206
2000,2.0,0.2286,55.5,0.00313525
315,17.4,0.0254,55.5,0.0165706
1600,7.2,0.1524,39.6,0.00909175
6300,9.9,0.1524,71.3,0.0193001
2000,11.2,0.0508,71.3,0.014072
800,0.0,0.1524,55.5,0.00172668
6300,0.0,0.2286,31.7,0.0027238
1250,0.0,0.1524,31.7,0.00209405
2000,4.8,0.0254,39.6,0.000907475
630,0.0,0.1524,31.7,0.00209405
400,15.4,0.0508,31.7,0.0289853
4000,12.7,0.0254,39.6,0.0130253
2000,5.4,0.1524,71.3,0.00401199
315,4.0,0.3048,39.6,0.00579636
6300,0.0,0.2286,39.6,0.00253511
200,15.4,0.0508,71.3,0.0264269
1600,2.7,0.1524,39.6,0.00294804
4000,3.3,0.1016,55.5,0.002211
800,15.6,0.1016,71.3,0.0437259
1000,3.3,0.1016,71.3,0.00202822
2000,9.5,0.0254,39.6,0.00449821
6300,3.0,0.3048,55.5,0.00452492
1600,4.8,0.0254,55.5,0.000873218
6300,4.2,0.0508,39.6,0.00152689
2500,7.2,0.1524,39.6,0.00909175
10000,1.5,0.3048,39.6,0.00392107
630,3.0,0.3048,55.5,0.00452492
1250,4.8,0.0254,31.7,0.000930789
250,15.4,0.0508,71.3,0.0264269
800,12.7,0.0254,71.3,0.0121808
800,0.0,0.3048,71.3,0.00266337
6300,9.9,0.1524,31.7,0.0252785
400,11.2,0.0508,39.6,0.0150478
1600,0.0,0.1524,39.6,0.00193287
2000,5.4,0.1524,31.7,0.00525474
630,3.3,0.1016,31.7,0.00251435
400,9.9,0.1524,55.5,0.0208438
6300,3.0,0.3048,39.6,0.00495741
315,22.2,0.0254,39.6,0.0229028
4000,0.0,0.1016,71.3,0.00121072
400,9.5,0.0254,31.7,0.00461377
800,2.0,0.2286,31.7,0.00372371
2500,9.5,0.0254,31.7,0.00461377
1000,7.3,0.2286,55.5,0.0111706
1250,3.0,0.3048,39.6,0.00495741
3150,22.2,0.0254,71.3,0.0214178
10000,0.0,0.0508,31.7,0.000812164
1600,5.4,0.1524,31.7,0.00525474
1000,2.0,0.2286,39.6,0.00346574
1000,15.4,0.0508,55.5,0.0271925
800,4.0,0.3048,39.6,0.00579636
630,4.0,0.2286,55.5,0.0042862
1600,15.6,0.1016,71.3,0.0437259
