0,1,2,3,4,5,6
3,12754,2762,2530,8693,627,1117
3,327,918,4710,74,334,11
1,25203,11487,9490,5065,284,6854
3,8257,3880,6407,1646,2730,344
1,1869,577,572,950,4762,203
3,18044,1080,2000,2555,118,1266
3,16705,2037,3202,10643,116,1365
3,5876,6157,2933,839,370,4478
2,1182,3088,6114,978,821,1637
1,2362,6551,11364,913,5957,791
3,18840,1371,3135,3001,352,184
3,255,5758,5923,349,4595,1328
3,8170,6448,1139,2181,58,247
3,6338,2256,1668,1492,311,686
3,6211,337,683,1089,41,296
3,40721,3916,5876,532,2587,1278
3,36817,3045,1493,4802,210,1824
3,1420,10810,16267,1593,6766,1838
3,10850,7555,14961,188,6899,46
1,11092,5008,5249,453,392,373
3,19913,6759,13462,1256,5141,834
3,622,55,137,75,7,8
3,39228,1431,764,4510,93,2346
3,7057,9810,9568,1762,3293,1776
3,25606,11006,4604,127,632,288
3,22615,5410,7198,3915,1777,5185
1,7274,659,1499,784,70,659
3,7842,6046,8552,1691,3540,1874
3,1289,3328,2022,531,255,1774
2,21273,2013,6550,909,811,1854
3,14276,803,3045,485,100,518
2,3996,11103,12469,902,5952,741
3,12759,7330,4533,1752,20,2631
2,7034,1492,2405,12569,299,1117
3,20874,1563,1783,2320,550,772
3,955,5479,6536,333,2840,707
3,7005,829,3009,430,610,529
1,15218,258,1138,2516,333,204
3,3352,1181,1328,5502,311,1000
2,444,879,2060,264,290,259
1,4042,2204,1563,2286,263,689
3,355,7704,14682,398,8077,303
3,11173,2521,3355,1517,310,222
3,10290,1981,2232,1038,168,2125
3,190,727,2012,245,184,127
2,32717,16784,13626,60869,1272,5609
3,9198,27472,32034,3232,18906,5130
3,68951,4411,12609,8692,751,2406
3,22335,1196,2406,2046,101,558
2,9784,925,2405,4447,183,297
1,12680,3243,4157,660,761,786
2,16933,2209,3389,7849,210,1534
1,5909,23527,13699,10155,830,3636
2,2886,5302,9785,364,6236,555
1,20893,1222,2576,3975,737,3628
3,20918,1916,1573,1960,231,961
2,16448,6243,6360,824,2662,2005
3,8607,1750,3580,47,84,2501
3,12205,12697,28540,869,12034,1009
3,5509,1461,2251,547,187,409
1,9193,4885,2157,327,780,548
3,4446,906,1238,3576,153,1014
3,20105,1887,1939,8164,716,790
3,37,1275,22272,137,6747,110
2,27082,6817,10790,1365,4111,2139
1,14755,899,1382,1765,56,749
3,6137,5360,8040,129,3084,1603
3,45640,6958,6536,7368,1532,230
1,18567,1895,1393,1801,244,2100
1,2344,10678,3828,1439,1566,490
3,16260,594,1296,848,445,258
3,5181,22044,21531,1740,7353,4985
3,18815,3610,11107,1148,2134,2963
3,9612,577,935,1601,469,375
3,11170,10769,8814,2194,1976,143
3,9658,2182,1909,5639,215,323
3,2787,1698,2510,65,477,52
1,1537,3748,5838,1859,3381,806
3,37036,7152,8253,2995,20,3
3,4983,4859,6633,17866,912,2435
3,15354,2102,2828,8366,386,1027
3,5626,12220,11323,206,5038,244
2,6758,4560,9965,934,4538,1037
2,7588,1897,5234,417,2208,254
3,3884,3801,1641,876,397,4829
3,5924,584,542,4052,283,434
3,43088,2100,2609,1200,1107,823
1,56083,4563,2124,6422,730,3321
3,5531,15726,26870,2367,13726,446
2,5113,1486,4583,5127,492,739
3,8190,6343,9794,1285,1901,1780
3,9396,11601,15775,2896,7677,1295
3,12356,6036,8887,402,1382,2794
1,8656,2746,2501,6845,694,980
3,117,6264,21203,228,8682,1111
3,18827,3677,1988,118,516,201
3,2708,2160,2642,502,965,1522
3,17023,5139,5230,7888,330,1755
1,3067,13240,23127,3941,9959,731
3,12434,540,283,1092,3,2233
3,7388,1882,2174,720,47,537
3,6006,11093,18881,1159,7425,2098
3,4420,5139,2661,8872,1321,181
3,26539,4753,5091,220,10,340
1,3191,1993,1799,1730,234,710
3,6633,2096,4563,1389,1860,1892
1,7858,1110,1094,6818,49,287
3,15177,2024,3810,2665,232,610
3,2126,3289,3281,1535,235,4365
3,19219,1840,1658,8195,349,483
2,8565,4980,67298,131,38102,1215
3,14903,2032,2479,576,955,328
1,12119,28326,39694,4736,19410,2870
2,15881,713,3315,3703,1470,229
2,17327,2374,2842,1149,351,925
1,11908,8053,19847,1069,6374,698
3,503,112,778,895,56,132
3,18073,4613,3444,4324,914,715
1,30624,7209,4897,18711,763,2876
1,11072,5989,5615,8321,955,2137
3,36050,1642,2961,4787,500,1621
1,23257,1372,1677,982,429,655
3,7769,1936,2177,926,73,520
3,7780,2495,9464,669,2518,501
3,34454,7435,8469,2540,1711,2893
3,14438,2295,1733,3220,585,1561
2,161,7460,24773,617,11783,2410
2,16823,928,2743,11559,332,3486
1,25962,1780,3838,638,284,834
3,3225,3294,1902,282,68,1114
1,7291,1012,2062,1291,240,1775
3,4967,21412,28921,1798,13583,1163
3,10253,1114,3821,397,964,412
3,260,8675,13430,1116,7015,323
3,13265,1196,4221,6404,507,1788
3,5963,3648,6192,425,1716,750
3,21217,6208,14982,3095,6707,602
3,4113,20484,25957,1158,8604,5206
3,1502,1979,2262,425,483,395
3,56159,555,902,10002,212,2916
3,9670,7027,10471,541,4618,65
3,491,10473,11532,744,5611,224
3,27329,1449,1947,2436,204,1333
3,2446,7260,3993,5870,788,3095
3,20398,1137,3,4407,3,975
3,22925,73498,32114,987,20070,903
3,3,2920,6252,440,223,709
3,3087,8080,8282,661,721,36
3,30379,13252,5189,321,51,1450
3,9203,3373,2707,1286,1082,526
3,5414,717,2155,2399,69,750
3,514,7677,19805,937,9836,716
3,286,1208,5241,2515,153,1442
3,2343,7845,11874,52,4196,1697
3,834,11577,11522,275,4027,1856
3,13624,295,1381,890,43,84
3,180,3485,20292,959,5618,666
3,7107,1012,2974,806,355,1142
1,583,685,2216,469,954,18
1,1107,11711,23596,955,9265,710
1,2532,16599,36486,179,13308,674
1,5041,1115,2856,7496,256,375
1,15603,2703,3833,4260,325,2563
1,18226,659,2914,3752,586,578
1,3062,6154,13916,230,8933,2784
1,15671,5279,2406,559,562,572
1,8475,1931,1883,5004,3593,987
1,572,9763,22182,2221,4882,2563
3,894,1703,1841,744,759,1153
3,3366,2884,2431,977,167,1104
3,25767,3613,2013,10303,314,1384
3,2838,3086,4329,3838,825,1060
2,5283,13316,20399,1809,8752,172
2,10617,1795,7647,1483,857,1233
2,7127,1375,2201,2679,83,1059
2,1774,3696,2280,514,275,834
3,1210,10044,22294,1741,12638,3137
3,14039,7393,2548,6386,1333,2341
3,22686,134,218,3157,9,548
3,796,5878,2109,340,232,776
3,39679,3944,4955,1364,523,2235
3,17770,4591,1617,9927,246,532
3,9785,848,1172,1677,200,406
3,11442,1032,582,5390,74,247
3,6884,1046,1167,2069,593,378
3,7362,12844,18683,2854,7883,553
3,8708,3634,6100,2349,2123,5137
3,26400,1377,4172,830,948,1218
3,31012,16687,5429,15082,439,1163
3,3097,4230,16483,575,241,2080
3,14531,15488,30243,437,14841,1867
3,3347,4051,6996,239,1538,301
3,3009,521,854,3470,949,727
1,2427,7097,10391,1127,4314,1468
1,5396,7503,10646,91,4167,239
1,22096,3575,7041,11422,343,2564
1,11210,3576,5119,561,1682,2398
2,6468,12867,21570,1840,7558,1543
3,759,18664,1660,6114,536,4100
3,5841,1450,1162,597,476,70
3,4515,11991,9345,2644,3378,2213
3,26373,36423,22019,5154,4337,16523
3,630,11095,23998,787,9529,72
3,4098,29892,26866,2616,17740,1340
3,10362,9232,11009,737,3537,2342
3,403,254,610,774,54,63
3,19046,2770,2469,8853,483,2708
3,76237,3473,7102,16538,778,918
3,200,25862,19816,651,8773,6250
1,2541,4737,6089,2946,5316,120
1,7363,475,585,1112,72,216
1,6202,7775,10817,1183,3143,1970
1,4720,1032,975,5500,197,56
2,542,899,1664,414,88,522
3,1198,2602,8335,402,3843,303
3,3521,1099,1997,1796,173,995
3,19746,2872,2006,2601,468,503
3,3477,894,534,1457,252,342
3,5065,5499,11055,364,3485,1063
3,17565,3686,4657,1059,1803,668
3,11243,2408,2593,15348,108,1886
3,8533,5506,5160,13486,1377,1498
