Cemment,Slag,Fly_ash,Water,SP,Coarse_Aggr,Fine_Aggr
0.666666667,0.549222798,0.523076923,0.6,0.109589041,0.476747587,0.035960214
0.662447257,0.549222798,0.523076923,0.5875,0.109589041,0.114068441,0.525631217
0.679324895,0.554404145,0.526923077,0.5125,0.109589041,0.49722141,0.055087988
0.703797468,0.001036269,0.922307692,0.955,0.267123288,0.210880374,0.285768936
0.071729958,0.730569948,0.696153846,0.925,0.452054795,0.260310032,0.16220352
0.729957806,0.0,0.55,0.725,0.383561644,0.231061714,0.625095639
0.64978903,0.544041451,0.0,0.5625,0.109589041,0.441649605,0.598316756
0.097046414,0.0,0.961538462,0.1,0.520547945,0.997367651,0.181331293
0.33164557,0.584974093,0.919230769,0.48375,0.205479452,0.514770401,0.032517215
0.513924051,0.455958549,0.921538462,0.19125,0.219178082,0.675343668,0.020657995
0.582278481,0.512953368,0.488461538,0.3,0.589041096,0.298332846,0.571537873
0.092827004,0.0,0.719230769,0.2,0.452054795,0.824802574,0.567712318
0.012658228,0.663212435,0.630769231,0.2875,0.520547945,0.476747587,0.514154552
0.037974684,0.549222798,0.526923077,0.6125,0.109589041,0.488446914,0.475899005
0.037974684,0.922279793,0.0,0.4,0.452054795,0.739982451,0.41469013
0.092827004,0.0,0.953846154,0.1875,0.520547945,0.973968997,0.16220352
0.021097046,0.67357513,0.642307692,0.6875,0.109589041,0.078970459,0.747513389
0.067510549,0.0,0.919230769,0.5,0.109589041,0.859900556,0.166029074
0.82278481,0.0,0.653846154,0.0,0.109589041,0.56156771,0.632746748
0.893248945,0.000518135,0.858076923,0.60625,0.356164384,0.228721848,0.449502678
0.780590717,0.0,0.573076923,0.325,0.246575342,0.710734133,0.261667942
0.033755274,0.549222798,0.523076923,0.6,0.383561644,0.125767768,0.927314461
0.199578059,0.794818653,0.92,0.2375,0.212328767,0.620649313,0.001147666
0.746835443,0.0,0.619230769,0.5875,0.109589041,0.418250951,0.445294568
0.063291139,0.720207254,0.684615385,0.1,0.931506849,0.69026031,0.208110176
0.042194093,0.461139896,0.442307692,0.525,0.315068493,0.444574437,0.720734507
0.966244726,0.0,0.719230769,0.3875,0.178082192,0.339280491,0.445294568
0.670886076,0.502590674,0.0,0.7375,0.315068493,0.655162328,0.169854629
0.729957806,0.0,0.55,0.1,0.383561644,0.602515355,0.625095639
0.683544304,0.554404145,0.0,0.625,0.383561644,0.505995905,0.399387911
0.109704641,0.772020725,0.734615385,0.25,0.520547945,0.394852296,0.403213466
0.050632911,0.564766839,0.534615385,0.4125,0.109589041,0.538169055,0.533282326
0.014767932,0.316580311,0.918846154,0.28125,0.089041096,0.905820415,0.156082632
0.708860759,0.518134715,0.0,0.45,0.383561644,0.734132787,0.246365723
0.924050633,0.735751295,0.0,0.4125,0.452054795,0.272009359,0.525631217
0.667932489,0.0,0.922692308,0.9525,0.267123288,0.211465341,0.314843152
0.725738397,0.0,0.546153846,0.725,0.383561644,0.596665692,0.150726855
0.742616034,0.580310881,0.0,0.75,0.383561644,0.251535537,0.567712318
0.097890295,0.001554404,0.923076923,0.91875,0.328767123,0.213512723,0.767023718
0.540084388,0.445595855,0.426923077,0.4375,0.109589041,0.365603978,0.571537873
0.088607595,0.0,0.946153846,0.175,0.178082192,0.956420006,0.250191278
0.105485232,0.766839378,0.734615385,0.2375,0.794520548,0.386077801,0.391736802
