day_of_yr,season,yr_since_2011,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837
190,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912
66,1,0,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352
39,1,0,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195
93,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139
60,1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425
124,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996
155,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087
13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108
110,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292
190,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629
69,1,0,3,0,4,1,3,0.389091,0.385668,0.0,0.261877
178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588
74,1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309
244,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796
296,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125
119,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975
364,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383
294,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537
9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195
331,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954
11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132
260,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833
162,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721
349,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042
261,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483
235,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833
310,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542
223,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813
210,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138
49,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
360,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726
171,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017
54,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913
313,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835
148,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171
17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913
343,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379
251,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646
203,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331
152,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092
192,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337
73,1,0,3,0,1,1,1,0.325217,0.332,0.496957,0.136926
14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183
323,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612
197,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342
62,1,0,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754
361,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546
272,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883
92,2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146
6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652
332,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
208,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813
236,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958
76,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192
8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804
175,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025
89,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965
167,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471
28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829
259,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521
29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365
347,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055
199,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429
354,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708
273,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475
302,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008
148,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092
103,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617
167,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617
56,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642
349,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229
341,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754
199,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804
352,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583
294,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396
108,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629
67,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779
245,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929
240,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659
143,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842
143,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167
218,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421
204,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221
131,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642
188,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142
77,1,0,3,0,5,1,1,0.54,0.527009,0.525217,0.231017
130,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671
64,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571
328,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
282,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679
295,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054
117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122
98,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871
177,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383
123,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058
159,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735
249,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943
181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312
186,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258
50,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
306,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346
114,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496
319,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633
84,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783
85,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571
4,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296
274,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296
321,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025
182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608
2,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665
298,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658
232,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645
225,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512
140,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013
63,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079
292,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937
347,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937
220,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175
287,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142
211,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537
131,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063
256,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846
150,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954
127,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879
168,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029
240,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733
320,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829
126,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992
83,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163
289,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037
249,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808
321,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362
288,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083
164,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535
42,1,0,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855
112,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521
3,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671
55,1,0,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496
82,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562
66,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875
75,1,0,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117
250,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208
112,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587
338,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208
266,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583
140,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975
271,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629
18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429
12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967
89,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888
8,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542
44,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
305,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667
38,1,0,2,0,1,1,1,0.271667,0.303658,0.738333,0.0454083
257,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208
234,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708
241,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925
25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071
333,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
270,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171
34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752
221,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107
153,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563
194,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133
222,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561
238,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408
170,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102
265,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125
129,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176
243,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167
239,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858
246,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708
268,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792
290,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221
238,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625
267,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833
311,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513
256,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804
290,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379
325,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054
83,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787
31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192
115,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383
269,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107
15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258
179,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775
276,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458
158,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808
78,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883
137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354
209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479
336,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754
260,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675
51,1,0,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235
344,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221
252,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104
100,2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767
187,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029
189,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554
50,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112
19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317
362,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961
49,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929
149,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938
312,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375
282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345
164,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546
245,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187
200,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306
106,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808
144,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092
107,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829
193,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733
32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213
136,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871
185,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792
161,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287
188,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592
23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466
230,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354
55,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567
135,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979
269,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321
247,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121
171,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475
293,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275
327,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825
81,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583
253,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496
35,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896
44,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283
298,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792
308,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779
204,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208
157,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575
212,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617
291,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371
26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385
51,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083
9,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989
283,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903
339,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083
94,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133
280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917
118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908
5,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869
242,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562
153,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287
352,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779
361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845
96,2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063
197,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667
228,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329
103,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429
317,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517
351,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742
346,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345
7,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758
353,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404
226,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633
41,1,0,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935
101,2,0,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474
23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708
324,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595
15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963
91,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617
275,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042
109,2,0,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971
334,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158
