Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_4,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Mean_Mem40_MFCC_6,Mean_Acc1298_Mean_Mem40_MFCC_7,Mean_Acc1298_Mean_Mem40_MFCC_8,Mean_Acc1298_Mean_Mem40_MFCC_9,Mean_Acc1298_Mean_Mem40_MFCC_10,Mean_Acc1298_Mean_Mem40_MFCC_11,Mean_Acc1298_Mean_Mem40_MFCC_12,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_Rolloff,Std_Acc1298_Mean_Mem40_Flux,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_Flux,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_LowPeakBPM,BH_HighPeakAmp,BH_HighPeakBPM,BH_HighLowRatio,BHSUM1,BHSUM2,BHSUM3
0.042903,0.089283,0.080263,-71.47482099999999,5.12889,0.529289,2.667867,0.155866,2.358098,-0.209229,0.953288,0.026708,0.753868,0.182509,0.5899399999999999,0.066703,0.02515,0.077799,0.030237,4.076527,1.004433,0.700145,0.593446,0.4769899999999999,0.508451,0.509779,0.45003,0.5005069999999999,0.51072,0.5922850000000001,0.564589,0.5335979999999999,0.018311,0.064154,0.009242,3.2056150000000003,0.560105,0.381812,0.3335639999999999,0.2312429999999999,0.332776,0.291699,0.1761039999999999,0.319003,0.315185,0.507707,0.415755,0.341219,0.027311,0.074259,0.030212,3.962666000000001,0.268322,0.160201,0.157409,0.0715659999999999,0.145065,0.088775,0.0811,0.138906,0.117968,0.2280309999999999,0.194389,0.167148,0.0816679999999999,74,0.006261,148,2,0.366192,0.289227,0.66168
0.084866,0.192814,0.084549,-72.305086,3.718098,0.500102,1.507785,0.190989,0.655994,0.250866,0.510508,0.337167,0.505536,0.690948,0.184973,0.543154,0.041547,0.114666,0.034265,3.964675,1.177531,0.798371,0.595938,0.528804,0.4333979999999999,0.421699,0.5153220000000001,0.52628,0.5350010000000001,0.59543,0.569932,0.582491,0.026467,0.056378,0.008641,2.54836,0.8891020000000001,0.5398930000000001,0.294103,0.274809,0.210467,0.184096,0.518939,0.474272,0.433583,0.429676,0.424489,0.404748,0.024076,0.069974,0.029272,4.683654,0.35042,0.2050969999999999,0.142706,0.111773,0.085758,0.069996,0.129689,0.111926,0.148752,0.145366,0.171105,0.165589,0.1348099999999999,75,0.0,150,2,0.533746,0.587807,1.121553
0.060604,0.2443969999999999,0.089148,-69.278227,4.228881,1.276502,1.551902,0.649373,0.989828,0.4185569999999999,0.5534060000000001,0.431255,0.4727,0.664655,0.250724,0.2540429999999999,0.046343,0.271607,0.039311,5.983732,1.12079,0.8994120000000001,0.927025,0.748255,0.6426229999999999,0.6874170000000001,0.618296,0.613349,0.590065,0.588639,0.550075,0.510625,0.030636,0.103679,0.0081,3.931688,0.818194,0.555944,0.610737,0.395113,0.383665,0.405908,0.245894,0.3442929999999999,0.362609,0.313923,0.29211,0.295,0.031383,0.107206,0.028922,3.877597,0.268763,0.224905,0.26073,0.192323,0.128629,0.147049,0.119063,0.140466,0.154351,0.132627,0.128128,0.151224,0.029494,78,0.048877,156,2,0.158143,0.174916,0.440399
0.156862,0.32358,0.0826669999999999,-66.04056700000001,2.444922,-0.151582,2.712332,-0.272279,1.479593,-0.363235,0.087024,0.4231819999999999,0.609374,0.616373,0.319235,0.483056,0.0337509999999999,0.034332,0.0281569999999999,1.885357,0.618541,0.531127,0.563416,0.442747,0.4359119999999999,0.401808,0.4238149999999999,0.440721,0.422514,0.4221439999999999,0.405522,0.394502,0.023329,0.022032,0.008196,1.816689,0.499378,0.470778,0.6057319999999999,0.234157,0.514003,0.45863,0.289997,0.307288,0.243059,0.260271,0.233812,0.29006,0.021432,0.049242,0.030621,4.408359,0.26323,0.146403,0.199721,0.08575,0.101881,0.069625,0.081312,0.092746,0.071127,0.08361,0.069784,0.061719,0.231611,98,0.16743,196,2,0.118767,0.667014,1.350645
0.133877,0.325387,0.097055,-68.26880600000001,3.463623,0.126829,2.049976,0.337017,0.391025,0.590258,0.275235,0.485403,0.164968,0.577025,0.278454,0.451434,0.1240769999999999,0.276532,0.038831,6.671666,2.298116,1.824233,1.240323,1.121843,0.853734,0.779467,0.870778,0.581799,0.728113,0.589677,0.577047,0.554272,0.038263,0.07391,0.009728,2.3863060000000003,0.612293,0.5584720000000001,0.502341,0.353533,0.379086,0.274432,0.240346,0.151401,0.224305,0.145073,0.154222,0.188222,0.050498,0.05957,0.0294129999999999,4.066258,0.537758,0.4168,0.31826,0.220028,0.156804,0.166672,0.130818,0.08158,0.12493,0.098846,0.0918929999999999,0.105163,0.014879,59,0.208767,118,2,0.119513,0.254687,0.503212
0.0726919999999999,0.138596,0.0779789999999999,-72.035211,5.388109,0.672546,1.698138,0.407339,0.826405,0.1028839999999999,0.016044,0.479381,0.29714,0.552567,0.774752,0.202253,0.0257279999999999,0.0707899999999999,0.029143,3.37767,1.001595,0.73024,0.700294,0.4815279999999999,0.495516,0.493733,0.499878,0.501684,0.477635,0.457103,0.494267,0.51798,0.023587,0.0479529999999999,0.006619,3.469494,0.686549,0.722697,0.430659,0.252975,0.277555,0.267638,0.301066,0.324473,0.370222,0.288246,0.355724,0.448906,0.0235189999999999,0.051556,0.0305259999999999,4.110657,0.278078,0.252899,0.147366,0.080941,0.097102,0.1076309999999999,0.101619,0.111743,0.115808,0.13571,0.14726,0.134328,0.063385,96,0.015353,192,2,0.367248,0.339629,0.881401
0.063282,0.128834,0.094342,-84.389593,5.7334190000000005,-0.924768,3.4461129999999995,0.261641,1.10274,0.4905819999999999,0.915173,0.4624149999999999,0.314191,0.6228279999999999,0.516984,0.600101,0.051124,0.107623,0.044634,8.006751,1.291699,1.593773,1.070367,0.809631,0.7962859999999999,0.7985399999999999,0.5906020000000001,0.591775,0.508867,0.52635,0.515861,0.496688,0.01919,0.038208,0.007454,4.735973,0.549125,0.697426,0.42117,0.372352,0.319641,0.309554,0.3709949999999999,0.2861889999999999,0.171544,0.200492,0.27021,0.305713,0.022743,0.048394,0.028182,3.83523,0.313723,0.375951,0.14748,0.151475,0.1711609999999999,0.146169,0.111049,0.109663,0.086035,0.079426,0.102601,0.09092,0.042656,73,0.6663,146,2,0.136789,0.172624,1.023159
0.0471899999999999,0.090262,0.077901,-73.488301,5.550543,1.520446,2.154805,0.8448180000000001,1.247801,0.583835,0.308778,0.271545,0.252637,0.279878,0.522593,0.489176,0.022305,0.067479,0.029542,5.321962999999999,1.375722,0.952417,0.610147,0.5158689999999999,0.497088,0.465367,0.485678,0.49345,0.46792,0.464084,0.493056,0.5042479999999999,0.022368,0.061258,0.00773,5.827488,1.295657,0.8924059999999999,0.434621,0.3009449999999999,0.340131,0.343826,0.405045,0.451558,0.271786,0.265079,0.367742,0.320181,0.027544,0.0597549999999999,0.030175,3.830312,0.397495,0.271551,0.128188,0.075843,0.107607,0.1144049999999999,0.129531,0.1246369999999999,0.079779,0.106652,0.123144,0.126265,0.0427639999999999,96,0.01475,192,2,0.115944,0.367766,0.577387
0.069253,0.119054,0.080029,-90.497841,7.643956,-1.0054,1.878956,-0.058011,0.633001,0.534665,0.7327779999999999,0.149892,0.2128409999999999,0.177396,0.338826,0.482916,0.019797,0.045531,0.028986,3.747727,0.964631,0.580398,0.568005,0.521645,0.515303,0.495106,0.564141,0.580286,0.576808,0.574617,0.526804,0.51686,0.019346,0.039514,0.007767,6.148415,1.287833,0.924141,0.881956,0.491527,0.507412,0.40242,0.356736,0.430538,0.491168,0.5046189999999999,0.403392,0.449055,0.024162,0.050679,0.0306399999999999,4.937768,0.449031,0.139478,0.13907,0.103918,0.10852,0.096795,0.1162769999999999,0.1273119999999999,0.172938,0.136158,0.157737,0.1165559999999999,0.029769,59,0.031434,118,2,0.189411,0.216223,0.458161
0.087765,0.274206,0.100123,-67.64667299999999,3.609111,1.433862,1.644011,0.726705,0.5364770000000001,0.5930340000000001,0.519752,0.588739,0.340466,0.266626,0.626344,0.33682,0.0867899999999999,0.284973,0.0427699999999999,5.76642,1.832427,1.158965,1.0409,0.93781,0.6950310000000001,0.686771,0.694492,0.649935,0.639076,0.557712,0.663274,0.603851,0.02696,0.068964,0.0069939999999999,1.849311,0.644037,0.466713,0.5238010000000001,0.467297,0.309639,0.403628,0.358444,0.353489,0.244603,0.301181,0.372723,0.331047,0.031428,0.0416259999999999,0.0282329999999999,3.616917,0.307567,0.186371,0.218768,0.236323,0.126335,0.122665,0.103805,0.1219099999999999,0.125051,0.102866,0.1078809999999999,0.102895,0.248069,64,0.31704,128,2,0.300453,0.703932,1.267649
0.044781,0.075495,0.072399,-94.840663,4.001947,3.391531,1.807693,0.974066,0.190413,0.628499,0.2111489999999999,0.1691869999999999,0.419128,1.290063,1.876704,1.168054,0.021197,0.0532129999999999,0.027811,3.670083,0.912795,0.748275,0.4720189999999999,0.440677,0.440091,0.339254,0.423879,0.529922,0.411728,0.3714159999999999,0.5099090000000001,0.453734,0.037984,0.102025,0.0076799999999999,6.571795,1.426872,1.098371,0.60049,0.824674,0.7785310000000001,0.305928,1.2299790000000002,1.729741,0.7248560000000001,0.694658,1.181478,1.066014,0.031523,0.0811549999999999,0.030652,5.277163,0.45958,0.369506,0.180443,0.22899,0.26485,0.172158,0.233334,0.411033,0.231477,0.2362639999999999,0.295025,0.2862659999999999,0.012098,80,0.0,160,2,0.0415899999999999,0.0,0.0415899999999999
0.026862,0.04766,0.077973,-77.778812,8.518746,1.586602,1.533775,0.507786,0.356601,0.67094,1.215939,0.419918,0.683869,0.545523,0.087845,0.287901,0.01308,0.035126,0.032363,3.652277,1.204739,0.751003,0.58722,0.4914239999999999,0.492328,0.537497,0.479925,0.4739819999999999,0.547122,0.44419,0.402022,0.3493489999999999,0.016634,0.037435,0.009415,3.4725980000000005,0.8895540000000001,0.8673620000000001,0.621879,0.3992469999999999,0.403566,0.7402920000000001,0.2913679999999999,0.3473719999999999,0.383211,0.237026,0.271136,0.199312,0.029439,0.064073,0.029957,5.266695,0.577767,0.260412,0.19393,0.17113,0.144028,0.1546789999999999,0.114996,0.123625,0.161552,0.099311,0.086026,0.07299,0.053478,81,0.015736,162,2,0.213821,0.365801,0.660199
0.042421,0.06925,0.081866,-80.67018,9.280361,-0.795268,2.120061,0.8852389999999999,0.8861879999999999,0.631933,0.204551,0.252705,0.654197,0.6227520000000001,0.159243,0.158689,0.01402,0.033964,0.0397519999999999,4.868159,1.0105110000000002,0.6722859999999999,0.544754,0.552736,0.497935,0.446997,0.561696,0.537552,0.529101,0.499432,0.609696,0.524287,0.016071,0.0370259999999999,0.0091939999999999,7.142825,1.441464,0.432295,0.474632,0.698052,0.370847,0.35959,0.467254,0.43615,0.5806680000000001,0.419506,0.5569649999999999,0.514307,0.027058,0.053807,0.028894,4.278842,0.607476,0.193206,0.1592559999999999,0.169644,0.1194359999999999,0.133657,0.207659,0.19201,0.195238,0.152925,0.337381,0.199931,0.078529,78,0.0,156,2,0.4087179999999999,0.070038,0.613866
0.038643,0.075646,0.088143,-69.353246,5.511925,1.132769,1.994149,0.5670689999999999,1.403564,0.6665399999999999,0.532428,0.375936,0.8692469999999999,0.447637,0.400726,0.489843,0.0261449999999999,0.078954,0.03598,6.198187,1.363345,0.951539,1.041413,0.7390140000000001,0.762488,0.723416,0.590345,0.543442,0.5195489999999999,0.482357,0.5216069999999999,0.466343,0.015805,0.036043,0.007406,2.660443,0.647418,0.643875,0.6073810000000001,0.313185,0.324604,0.410804,0.23401,0.245388,0.206521,0.243941,0.209364,0.2133949999999999,0.026212,0.0573659999999999,0.0293209999999999,3.46864,0.280202,0.208888,0.198293,0.191614,0.155965,0.176703,0.12018,0.106413,0.099684,0.088416,0.103309,0.0895059999999999,0.129071,70,0.0,140,2,0.323677,0.27321,0.596887
0.1686869999999999,0.698277,0.093261,-73.425628,1.493242,2.14045,0.8509969999999999,1.20121,1.039796,0.835462,0.735223,0.91073,0.589377,0.7282850000000001,0.507632,0.279079,0.159724,0.291835,0.0384899999999999,4.840004,1.444947,1.205771,0.6617350000000001,0.542841,0.496997,0.543896,0.461103,0.424683,0.4352029999999999,0.494753,0.459678,0.4794229999999999,0.019341,0.045761,0.007403,1.945159,0.30615,0.275933,0.1245329999999999,0.1491559999999999,0.139869,0.117577,0.082045,0.100513,0.077564,0.099763,0.074044,0.074705,0.010917,0.030447,0.029267,4.0172870000000005,0.221908,0.194496,0.071575,0.06782,0.053997,0.0646419999999999,0.049763,0.058136,0.042171,0.055324,0.053138,0.051551,0.579124,68,0.670814,136,2,0.66514,0.694562,1.507699
0.026397,0.039277,0.078939,-73.956632,6.71742,0.8932889999999999,2.477158,0.926868,1.529064,0.573774,1.689284,0.720802,1.048844,0.3830429999999999,1.088186,0.526405,0.012606,0.033139,0.033106,3.263413,0.995791,0.655432,0.668262,0.612328,0.575324,0.6375350000000001,0.4733279999999999,0.514247,0.447688,0.510022,0.446107,0.4186149999999999,0.015352,0.039756,0.008052,3.777652,0.735892,0.547388,0.638895,0.605563,0.613771,0.716325,0.2797679999999999,0.410499,0.399066,0.302026,0.223818,0.261607,0.028981,0.068621,0.029799,4.266548,0.423461,0.2145909999999999,0.275344,0.196948,0.197616,0.203477,0.1206589999999999,0.15323,0.100973,0.103505,0.113599,0.130456,0.118365,84,0.123639,168,2,0.2490929999999999,0.008785,0.493828
0.104071,0.333477,0.09354,-63.441034,4.320126,-0.465454,0.191738,0.58209,0.512324,0.044908,0.63953,0.5609890000000001,0.063917,0.190157,0.353222,0.676259,0.089746,0.292401,0.042792,4.801862,1.6441419999999998,1.041799,0.710095,0.616406,0.516517,0.435783,0.456068,0.409481,0.420454,0.461796,0.456102,0.4059,0.013382,0.05656,0.008265,1.227223,0.294263,0.329828,0.233534,0.130853,0.160026,0.113516,0.166206,0.106728,0.1773269999999999,0.2155389999999999,0.18066,0.122252,0.018052,0.033675,0.028394,4.197086,0.226537,0.158279,0.139728,0.077606,0.09444,0.079111,0.066144,0.0609809999999999,0.059751,0.068108,0.067838,0.045097,1.510425,67,0.313855,134,2,1.6382290000000002,0.313855,1.952084
